Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
103;1987;2;1987;S-P25125;V37;V32;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolietum perennis;;NA;4;2010;-1.376829654;42.60572333;4 - UTM10x10 + Centroid;400;V37
104;1968;2;1968;S-P20423;V35;V35;Trampled;V35;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;4;1972;-8.768052046;42.20671344;3 - UTM10x10 + Elevation;50;V37
105;1988;2;1988;S-P25141;V37;V32;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Trifolion maritimi;Trifolio fragiferi-Cynodontetum dactyli;;NA;5;2010;-7;43;5 - UTMs missing from DEM;320;V37
106;1938;2;1938;S-P15119;V37;V32;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;5;1967;-1.504837161;43.14912973;1 - UTM1x1 + Elevation;210;V37
107;519;2;519;T-P03079;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;NW;NA;4;1986;-3.175449564;43.32085003;3 - UTM10x10 + Elevation;200;V37
108;435;2;435;S-P17958;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1982;-2.611687398;43.14923601;2 - UTM1x1 + Centroid;304;V37
109;437;2;437;S-P17962;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1982;-2.722045556;43.22159565;2 - UTM1x1 + Centroid;208;V37
110;96;2;96;Q-P10031;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;8;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;600;V37
111;827;2;827;T-P13241;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1997;-2.440817207;42.73429156;1 - UTM1x1 + Elevation;640;V37
112;99;2;99;Q-P10034;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;16;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;500;V37
113;1950;2;1950;S-P17956;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1982;-2.611516269;43.17624989;2 - UTM1x1 + Centroid;356;V37
114;100;2;100;Q-P10035;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;4;2000;-6.584742758;41.84390284;3 - UTM10x10 + Elevation;900;V37
115;393;2;393;S-P15120;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1967;-2.194891416;43.04620769;1 - UTM1x1 + Elevation;160;V37
116;181;2;181;R-P15140;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1983;-2.508787101;43.09841323;1 - UTM1x1 + Elevation;400;V37
117;503;2;503;T-P02594;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo-Hordeetum murini;;NA;10;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900;V37
118;1951;2;1951;S-P17957;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;30;1982;-2.611516269;43.17624989;2 - UTM1x1 + Centroid;356;V37
119;180;2;180;R-P15139;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1983;-2.508787101;43.09841323;1 - UTM1x1 + Elevation;420;V37
120;434;2;434;S-P17955;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1982;-2.611516269;43.17624989;2 - UTM1x1 + Centroid;356;V37
121;395;2;395;S-P15124;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1967;-1.784413475;43.31452479;2 - UTM1x1 + Centroid;20;V37
122;436;2;436;S-P17959;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;30;1982;-2.611687398;43.14923601;2 - UTM1x1 + Centroid;304;V37
123;535;2;535;T-P04825;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;2;1984;-4.5842792;43.24157766;3 - UTM10x10 + Elevation;330;V37
124;833;2;833;T-P13247;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1997;-1.666766393;42.71348769;3 - UTM10x10 + Elevation;580;V37
125;183;2;183;R-P15142;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1983;-2.394417429;42.98260123;1 - UTM1x1 + Elevation;910;V37
126;396;2;396;S-P15125;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1967;-1.772084529;43.31439308;2 - UTM1x1 + Centroid;25;V37
127;1830;2;1830;R-P15135;V37;V32;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;2;1983;-2.477114536;43.06585512;1 - UTM1x1 + Elevation;200;V37
128;1829;2;1829;R-P12833;V37;V32;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;6;1997;-3.129894134;42.77520704;3 - UTM10x10 + Elevation;1000;V37
129;521;2;521;T-P03081;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;E;NA;6;1986;-3.05950675;43.30836268;3 - UTM10x10 + Elevation;100;V37
130;1952;2;1952;S-P17960;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;30;1982;-2.684642517;43.31154527;2 - UTM1x1 + Centroid;137;V37
131;184;2;184;R-P15143;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1983;-2.422586771;43.11782149;1 - UTM1x1 + Elevation;200;V37
132;2057;2;2057;T-P11853;V37;V37;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;;NA;10;1988;-5.024032771;43.01942117;4 - UTM10x10 + Centroid;1060;V37
133;331;2;331;R-P28994;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;2014;-3.558188735;43.09630514;1 - UTM1x1 + Elevation;830;V37
134;1953;2;1953;S-P17961;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;30;1982;-2.684642517;43.31154527;2 - UTM1x1 + Centroid;137;V37
135;212;2;212;R-P22295;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;3;1999;-8.094550028;41.90199074;1 - UTM1x1 + Elevation;405;V37
136;735;2;735;T-P11861;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1988;-6.713449807;42.60518797;3 - UTM10x10 + Elevation;480;V37
137;1883;2;1883;R-P24594;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum discoideae;;NA;20;2012;-6.792026305;42.41352377;1 - UTM1x1 + Elevation;395;V37
138;2061;2;2061;T-P12306;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1988;-6.204359135;42.94473198;3 - UTM10x10 + Elevation;1270;V37
139;391;2;391;S-P15116;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;100;1967;-2.254396908;43.20149416;2 - UTM1x1 + Centroid;70;V37
140;175;2;175;R-P15132;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;5;1983;-2.415177533;43.12138581;1 - UTM1x1 + Elevation;150;V37
141;178;2;178;R-P15136;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;5;1983;-2.504438008;43.02815573;1 - UTM1x1 + Elevation;230;V37
142;904;2;904;T-P27785;V37;V37;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Hordeion murini;Asociación de Hordeum murinum-Bromus sterilis;;NA;NA;1958;-5.759650737;43.00404411;4 - UTM10x10 + Centroid;1401;V37
143;825;2;825;T-P13239;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1997;-2.712418457;42.64704099;1 - UTM1x1 + Elevation;690;V37
144;1937;2;1937;S-P15117;V35;V35;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;50;1967;-1.791346831;43.33800985;1 - UTM1x1 + Elevation;50;V37
145;1989;2;1989;T-P02593;V37;V32;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo-Hordeetum murini;;NA;6;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900;V37
146;2018;2;2018;T-P05175;V37;R;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;7;1995;-3.41779029;43.41026656;1 - UTM1x1 + Elevation;5;V37
147;2019;2;2019;T-P05176;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1995;-3.410379777;43.41029339;1 - UTM1x1 + Elevation;10;V37
148;182;2;182;R-P15141;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1983;-2.476101198;43.18471474;2 - UTM1x1 + Centroid;120;V37
149;520;2;520;T-P03080;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;E;NA;6;1986;-3.081713734;43.31735357;3 - UTM10x10 + Elevation;100;V37
150;1831;2;1831;R-P15138;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1983;-2.417653067;43.11959746;1 - UTM1x1 + Elevation;150;V37
151;1517;2;1517;T-P12300;V15;V37;Weed;V15A;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;2;1988;-6.29472614;42.93856235;3 - UTM10x10 + Elevation;1080;V37
152;518;2;518;T-P03078;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;W;NA;4;1986;-3.185348801;43.3316399;3 - UTM10x10 + Elevation;200;V37
153;179;2;179;R-P15137;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1983;-2.575973688;42.97801475;1 - UTM1x1 + Elevation;630;V37
154;275;2;275;R-P24653;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;SE;5;4;2012;-6.700382632;42.42552714;1 - UTM1x1 + Elevation;501;V37
155;330;2;330;R-P28993;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;2;2014;-3.660936039;43.05253414;1 - UTM1x1 + Elevation;730;V37
156;1940;2;1940;S-P15126;V37;V32;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;50;1967;-2.420162466;43.11420728;1 - UTM1x1 + Elevation;300;V37
157;177;2;177;R-P15134;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;5;1983;-2.417601822;43.12500012;1 - UTM1x1 + Elevation;140;V37
158;537;2;537;T-P05177;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1995;-3.482984513;43.22091377;1 - UTM1x1 + Elevation;400;V37
159;176;2;176;R-P15133;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1983;-2.415177533;43.12138581;1 - UTM1x1 + Elevation;150;V37
160;1836;2;1836;R-P15162;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1983;-2.526641647;43.01384166;2 - UTM1x1 + Centroid;250;V37
161;2118;2;2118;T-P27851;V35;V35;Trampled;V35;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Spergularia rubra-Amaranthus deflexus;;NA;NA;1958;-5.962566038;42.65886893;4 - UTM10x10 + Centroid;1053;V37
162;1957;2;1957;S-P17976;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.587417949;43.10052473;1 - UTM1x1 + Elevation;350;V37
163;2090;2;2090;T-P15245;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-4.400299783;43.38264643;3 - UTM10x10 + Elevation;20;V37
164;2003;2;2003;T-P04826;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;1;1984;-4.82806946;42.99121457;3 - UTM10x10 + Elevation;1400;V37
165;2010;2;2010;T-P05134;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;1;1995;-3.594302608;43.27261673;1 - UTM1x1 + Elevation;150;V37
166;2055;2;2055;T-P11850;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-5.633247428;42.91697961;4 - UTM10x10 + Centroid;1000;V37
167;2044;2;2044;T-P11680;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;5;1988;-5.583789745;42.8181625;3 - UTM10x10 + Elevation;1140;V37
168;2012;2;2012;T-P05136;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;1;1995;-3.4706028;43.21196065;1 - UTM1x1 + Elevation;150;V37
169;2043;2;2043;T-P11679;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-5.633247428;42.91697961;4 - UTM10x10 + Centroid;1000;V37
170;2115;2;2115;T-P27838;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;2;1958;-5.004129257;43.27460978;3 - UTM10x10 + Elevation;1050;V37
171;1844;2;1844;R-P15170;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1983;-2.388716189;43.31033991;2 - UTM1x1 + Centroid;10;V37
172;2045;2;2045;T-P11836;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;3;1988;-5.498679137;42.8308582;3 - UTM10x10 + Elevation;1100;V37
173;1788;2;1788;NEW-OMAR-BA20;V35;NA;Trampled;V35;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Comunidad de Poa annua;SO;10;1;1981;-5.694921052;43.32559713;500;225;V37
174;2037;2;2037;T-P11673;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1988;-5.662753852;42.94781861;3 - UTM10x10 + Elevation;1140;V37
175;2028;2;2028;T-P06975;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1984;-5.660941624;42.848811;3 - UTM10x10 + Elevation;1030;V37
176;2038;2;2038;T-P11674;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1988;-5.654125132;42.80394623;3 - UTM10x10 + Elevation;1000;V37
177;2036;2;2036;T-P11672;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-5.659500858;42.87225639;3 - UTM10x10 + Elevation;1100;V37
178;2007;2;2007;T-P04833;V38;R;Trampled;V35;0;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia;Poion supinae;Plantagini majoris-Poetum variae;;NA;1;1984;-4.747043802;43.16176838;3 - UTM10x10 + Elevation;1680;V37
179;2078;2;2078;T-P13258;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;3;1997;-2.405321462;42.86919324;2 - UTM1x1 + Centroid;630;V37
180;2004;2;2004;T-P04827;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1984;-5.08732144;43.32894773;3 - UTM10x10 + Elevation;260;V37
181;1891;2;1891;R-P24602;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum discoideae;N;10;10;2012;-6.706388931;42.40372252;1 - UTM1x1 + Elevation;753;V37
182;1841;2;1841;R-P15167;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1983;-2.342099651;43.05795461;2 - UTM1x1 + Centroid;350;V37
183;2033;2;2033;T-P06980;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1984;-6.384131367;42.42090482;3 - UTM10x10 + Elevation;1275;V37
184;1903;2;1903;R-P24614;V34;V34;Trampled;V35;3;Digitario sanguinalis-Eragrostietea;Euphorbietalia prostratae;Euphorbion prostratae;Euphorbietum chamaesyco-prostratae;;NA;6;2012;-6.818573607;42.45045881;1 - UTM1x1 + Elevation;407;V37
185;1887;2;1887;R-P24598;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum discoideae;;NA;10;2012;-6.673297363;42.33635588;1 - UTM1x1 + Elevation;920;V37
186;1958;2;1958;S-P17977;V35;V35;Trampled;V34;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.623875168;43.16728638;2 - UTM1x1 + Centroid;180;V37
187;1922;2;1922;S-P12085;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;10;1975;-6.533310392;43.54908851;3 - UTM10x10 + Elevation;10;V37
188;2283;2;2283;T-P13306;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;50;1997;-3.061978343;43.31376413;3 - UTM10x10 + Elevation;40;V37
189;1822;2;1822;Q-P10021;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;8;2000;-6.928752015;41.95509681;3 - UTM10x10 + Elevation;800;V37
190;1298;2;1298;S-P12105;V35;V;Weed;V15B;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Sporoboletum;;NA;15;1975;-6.094383672;43.53481419;3 - UTM10x10 + Elevation;15;V37
191;2009;2;2009;T-P04835;V38;R;Trampled;V35;0;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia;Poion supinae;Plantagini majoris-Poetum variae;;NA;2;1984;-5.012276408;43.07276693;3 - UTM10x10 + Elevation;1240;V37
192;2052;2;2052;T-P11846;V34;V34;Trampled;V35;3;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Coronopodo-Sclerochloetum durae;;NA;4;1988;-5.018145493;42.83942945;4 - UTM10x10 + Centroid;950;V37
193;2053;2;2053;T-P11848;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-6.33388078;42.93742747;3 - UTM10x10 + Elevation;960;V37
194;1789;2;1789;NEW-OMAR-LF10;V37;NA;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;0;9;1981;-5.682204615;43.31689226;500;210;V37
195;1955;2;1955;S-P17974;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.640431574;43.28079915;1 - UTM1x1 + Elevation;250;V37
196;2039;2;2039;T-P11675;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1988;-5.637179724;42.86556941;3 - UTM10x10 + Elevation;1100;V37
197;2005;2;2005;T-P04828;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Coronopetum squamati;;NA;4;1984;-5.990585558;42.98473825;3 - UTM10x10 + Elevation;1300;V37
198;2006;2;2006;T-P04831;V35;V35;Trampled;V35;4;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia;Poion supinae;Plantagini majoris-Poetum variae;;NA;4;1984;-4.837770668;42.98745726;3 - UTM10x10 + Elevation;1610;V37
199;1837;2;1837;R-P15163;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;3;1983;-2.398831686;43.03305274;1 - UTM1x1 + Elevation;240;V37
200;1795;2;1795;Q-P08771;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;4;1990;-4.609727536;42.8972414;3 - UTM10x10 + Elevation;1300;V37
201;2008;2;2008;T-P04834;V38;?;Trampled;V35;0;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia;Poion supinae;Plantagini majoris-Poetum variae;;NA;1;1984;-4.749554236;43.16353092;3 - UTM10x10 + Elevation;1680;V37
202;2011;2;2011;T-P05135;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1995;-3.470367587;43.18134543;1 - UTM1x1 + Elevation;600;V37
203;2058;2;2058;T-P11854;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;;NA;8;1988;-4.75374147;43.05180932;3 - UTM10x10 + Elevation;1610;V37
204;1918;2;1918;S-P11169;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;4;1989;-4.483037543;42.92596805;1 - UTM1x1 + Elevation;1140;V37
205;1919;2;1919;S-P11170;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;3;1989;-4.448737528;42.92640735;1 - UTM1x1 + Elevation;1130;V37
206;2114;2;2114;T-P27837;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;1;1958;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;920;V37
