Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
308;1932;2;1932;S-P12100;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Sporoboletum;SE;5;10;1975;-6.538568606;43.55432769;3 - UTM10x10 + Elevation;15;V37
309;1929;2;1929;S-P12094;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;10;1975;-6.392639372;43.5569558;3 - UTM10x10 + Elevation;65;V37
310;1930;2;1930;S-P12095;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;10;1975;-6.535571185;43.5454172;3 - UTM10x10 + Elevation;60;V37
311;1852;2;1852;R-P15178;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;3;1983;-2.354373302;43.2921487;1 - UTM1x1 + Elevation;10;V37
312;2076;2;2076;T-P13256;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;5;1997;-2.440817207;42.73429156;1 - UTM1x1 + Elevation;640;V37
313;1931;2;1931;S-P12097;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Trifolietum fragiferae;NE;5;10;1975;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71;V37
314;1814;2;1814;Q-P09997;V34;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;2;2000;-6.755024052;41.87267286;3 - UTM10x10 + Elevation;640;V37
315;1850;2;1850;R-P15176;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1983;-2.389265862;43.25452089;1 - UTM1x1 + Elevation;50;V37
316;2083;2;2083;T-P15238;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-4.461834886;43.37467283;3 - UTM10x10 + Elevation;5;V37
317;1848;2;1848;R-P15174;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1983;-2.412753528;43.11777144;1 - UTM1x1 + Elevation;150;V37
318;1847;2;1847;R-P15173;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1983;-2.531495292;43.02106567;1 - UTM1x1 + Elevation;350;V37
319;2021;2;2021;T-P05326;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;;NA;2;1995;-3.568552019;43.15388525;1 - UTM1x1 + Elevation;1200;V37
320;1813;2;1813;Q-P09996;V34;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;4;2000;-7.056833538;41.84438384;3 - UTM10x10 + Elevation;750;V37
321;1992;2;1992;T-P03122;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;NW;NA;2;1986;-3.116196195;43.29211083;3 - UTM10x10 + Elevation;150;V37
322;1944;2;1944;S-P15170;V35;V35;Trampled;V35;0;NA;NA;NA;;;NA;10;NA;-1.49991946;43.14906535;1 - UTM1x1 + Elevation;230;V37
323;2130;2;2130;U-P00120;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;2;2001;-5.00858687;43.03501237;1 - UTM1x1 + Elevation;1080;V37
324;1972;2;1972;S-P20438;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;W;NA;2;1972;-8.832520105;42.27545709;3 - UTM10x10 + Elevation;120;V37
325;1954;2;1954;S-P17973;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.640431574;43.28079915;1 - UTM1x1 + Elevation;250;V37
326;1956;2;1956;S-P17975;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.589863612;43.10233451;1 - UTM1x1 + Elevation;350;V37
327;2066;2;2066;T-P12311;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;3;1988;-6.236285031;43.03927617;3 - UTM10x10 + Elevation;1440;V37
328;1925;2;1925;S-P12089;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;E;10;10;1975;-6.661689635;43.54324309;3 - UTM10x10 + Elevation;55;V37
329;1961;2;1961;S-P18271;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;20;1974;-5.901270464;43.27517071;2 - UTM1x1 + Centroid;210;V37
330;1962;2;1962;S-P18272;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;E;30;20;1974;-5.920125607;43.1540368;1 - UTM1x1 + Elevation;850;V37
331;2067;2;2067;T-P12312;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-6.268825415;42.9122933;3 - UTM10x10 + Elevation;1130;V37
332;1910;2;1910;R-P28992;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;2;2014;-3.560449147;43.07468227;1 - UTM1x1 + Elevation;780;V37
333;2032;2;2032;T-P06979;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;20;1984;-4.724710705;42.8919645;3 - UTM10x10 + Elevation;1420;V37
334;2126;2;2126;T-P36824;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1993;-7.523644918;42.51659216;1 - UTM1x1 + Elevation;300;V37
335;1792;2;1792;Q-P08150;V34;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Polycarpo tetraphylli-Coronopodetum squamati;;NA;1;2004;-8.555662357;41.10094791;3 - UTM10x10 + Elevation;40;V37
336;1824;2;1824;Q-P10023;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;4;2000;-7.006255233;41.84436117;3 - UTM10x10 + Elevation;720;V37
337;2092;2;2092;T-P15247;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-4.78656111;43.29350877;4 - UTM10x10 + Centroid;531;V37
338;1893;2;1893;R-P24604;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum discoideae;S;3;4;2012;-6.669707884;42.35808151;1 - UTM1x1 + Elevation;858;V37
339;1886;2;1886;R-P24597;V35;V;Trampled;V35;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum discoideae;;NA;5;2012;-6.539325868;42.28474679;1 - UTM1x1 + Elevation;868;V37
340;1924;2;1924;S-P12087;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;SW;5;10;1975;-6.613243276;43.56099239;3 - UTM10x10 + Elevation;15;V37
341;1999;2;1999;T-P03129;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;N;NA;1;1986;-3.101427479;43.30653227;3 - UTM10x10 + Elevation;200;V37
342;2001;2;2001;T-P03131;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;SW;NA;1;1986;-3.089118393;43.32094987;3 - UTM10x10 + Elevation;100;V37
343;2119;2;2119;T-P27852;V35;V35;Trampled;V35;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Spergularia rubra-Amaranthus deflexus;;NA;NA;1958;-5.962566038;42.65886893;4 - UTM10x10 + Centroid;1053;V37
344;2013;2;2013;T-P05137;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1995;-3.591855531;43.27443034;1 - UTM1x1 + Elevation;150;V37
345;1941;2;1941;S-P15160;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;0;20;1967;-1.822892987;43.36535217;1 - UTM1x1 + Elevation;200;V37
346;2117;2;2117;T-P27840;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;NA;1958;-5.658685532;43.53317989;3 - UTM10x10 + Elevation;20;V37
347;1947;2;1947;S-P15173;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;20;1967;-1.846059432;43.3151634;1 - UTM1x1 + Elevation;200;V37
348;1851;2;1851;R-P15177;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1983;-2.386802073;43.25450771;1 - UTM1x1 + Elevation;50;V37
349;1861;2;1861;R-P22305;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;NE;NA;2;1999;-8.096442216;41.95592432;1 - UTM1x1 + Elevation;830;V37
350;1906;2;1906;R-P28988;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;2;2014;-3.553095549;43.07651904;1 - UTM1x1 + Elevation;770;V37
351;1853;2;1853;R-P22199;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum maioris;S;NA;3;1999;-8.001127176;41.97093036;1 - UTM1x1 + Elevation;580;V37
352;1855;2;1855;R-P22204;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum maioris;N;NA;2;1999;-7.91905333;41.90786144;1 - UTM1x1 + Elevation;875;V37
353;2054;2;2054;T-P11849;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-6.315112232;43.04422072;3 - UTM10x10 + Elevation;1500;V37
354;2048;2;2048;T-P11839;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;20;1988;-5.681303716;42.97980127;3 - UTM10x10 + Elevation;1260;V37
355;2051;2;2051;T-P11845;V34;V34;Trampled;V35;3;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Coronopodo-Sclerochloetum durae;;NA;10;1988;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900;V37
356;2050;2;2050;T-P11842;V34;V34;Trampled;V35;3;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1988;-5.024032771;43.01942117;4 - UTM10x10 + Centroid;1060;V37
357;2063;2;2063;T-P12308;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;4;1988;-6.301779297;42.93295645;3 - UTM10x10 + Elevation;1000;V37
358;1888;2;1888;R-P24599;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum discoideae;;NA;3;2012;-6.505503574;42.33080983;2 - UTM1x1 + Centroid;941;V37
359;2056;2;2056;T-P11851;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;5;1988;-5.600973331;42.81957414;3 - UTM10x10 + Elevation;1140;V37
360;2042;2;2042;T-P11678;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;3;1988;-5.763593473;42.90040458;3 - UTM10x10 + Elevation;1200;V37
361;1854;2;1854;R-P22201;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum maioris;NE;NA;4;1999;-8.096442216;41.95592432;1 - UTM1x1 + Elevation;830;V37
362;2020;2;2020;T-P05322;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;;NA;2;1995;-3.568969875;43.19890708;1 - UTM1x1 + Elevation;550;V37
363;2000;2;2000;T-P03130;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;NE;NA;2;1986;-3.367430084;43.25195926;3 - UTM10x10 + Elevation;200;V37
364;1860;2;1860;R-P22304;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1999;-7.95080331;41.94430692;1 - UTM1x1 + Elevation;810;V37
365;2049;2;2049;T-P11840;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;8;1988;-6.211862764;42.47449169;3 - UTM10x10 + Elevation;990;V37
366;2041;2;2041;T-P11677;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1988;-5.755531323;42.99424496;3 - UTM10x10 + Elevation;1400;V37
367;1963;2;1963;S-P18274;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;30;1974;-5.945297316;43.16599674;2 - UTM1x1 + Centroid;540;V37
368;2131;2;2131;U-P00289;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;2;2001;-5.097649652;43.05502502;1 - UTM1x1 + Elevation;1180;V37
369;2074;2;2074;T-P13254;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;1;1997;-2.381017305;42.85105387;2 - UTM1x1 + Centroid;570;V37
370;1995;2;1995;T-P03125;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;S;NA;1;1986;-3.145674068;43.24705377;3 - UTM10x10 + Elevation;200;V37
371;1794;2;1794;Q-P08770;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;8;1990;-4.761486489;42.8932054;3 - UTM10x10 + Elevation;1240;V37
372;1979;2;1979;S-P20445;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;N;NA;2;1972;-8.795333917;42.18732995;3 - UTM10x10 + Elevation;50;V37
373;1839;2;1839;R-P15165;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1983;-2.378483179;43.10318262;2 - UTM1x1 + Centroid;200;V37
374;1881;2;1881;R-P23985;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;4;1986;-6.797062809;42.33592028;3 - UTM10x10 + Elevation;900;V37
375;2025;2;2025;T-P06971;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;4;1984;-6.579475306;42.56443645;3 - UTM10x10 + Elevation;600;V37
376;2079;2;2079;T-P13259;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;10;1997;-1.820426992;42.9817269;1 - UTM1x1 + Elevation;600;V37
377;1875;2;1875;R-P23961;V35;V;Trampled;V35;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;S;3;2;1986;-6.908769888;42.41499923;3 - UTM10x10 + Elevation;350;V37
378;1934;2;1934;S-P12104;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Sporoboletum;N;20;15;1975;-7.110162123;43.54958464;3 - UTM10x10 + Elevation;5;V37
379;1976;2;1976;S-P20442;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;S;NA;2;1972;-8.79259593;42.18386796;3 - UTM10x10 + Elevation;40;V37
380;1980;2;1980;S-P20446;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;N;NA;2;1972;-8.797149763;42.28625851;3 - UTM10x10 + Elevation;100;V37
381;1838;2;1838;R-P15164;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1983;-2.409324237;43.21860748;1 - UTM1x1 + Elevation;90;V37
382;1997;2;1997;T-P03127;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;S;NA;2;1986;-3.032392999;43.3335864;3 - UTM10x10 + Elevation;20;V37
383;1996;2;1996;T-P03126;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;SW;NA;NA;1986;-3.325469031;43.23767883;3 - UTM10x10 + Elevation;300;V37
384;1874;2;1874;R-P23960;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1986;-6.821895586;42.42513626;3 - UTM10x10 + Elevation;350;V37
385;2139;2;2139;U-P06057;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;5;1988;-5.376726886;42.96852604;3 - UTM10x10 + Elevation;1300;V37
386;2064;2;2064;T-P12309;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;6;1988;-6.41439312;42.88642977;3 - UTM10x10 + Elevation;880;V37
387;2077;2;2077;T-P13257;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;4;1997;-2.47842573;42.91097369;1 - UTM1x1 + Elevation;600;V37
388;2134;2;2134;U-P00618;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;10;2002;-4.849414986;43.04850181;1 - UTM1x1 + Elevation;1270;V37
389;2138;2;2138;U-P06056;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;10;1988;-5.437169415;43.00867516;3 - UTM10x10 + Elevation;1300;V37
390;1879;2;1879;R-P23983;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;1;1986;-6.781557753;42.32022567;3 - UTM10x10 + Elevation;1000;V37
391;1908;2;1908;R-P28990;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.624155646;43.05814363;1 - UTM1x1 + Elevation;700;V37
392;1967;2;1967;S-P19749;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;4.5;5;2001;-5.595407568;42.80349211;3 - UTM10x10 + Elevation;1000;V37
393;1909;2;1909;R-P28991;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.680561396;43.05061812;1 - UTM1x1 + Elevation;750;V37
394;2027;2;2027;T-P06974;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;1;1984;-5.682372596;42.89153242;3 - UTM10x10 + Elevation;1100;V37
395;2030;2;2030;T-P06977;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;3;1984;-5.745586244;42.8810283;3 - UTM10x10 + Elevation;1120;V37
396;2075;2;2075;T-P13255;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;3;1997;-2.894644124;43.09581705;2 - UTM1x1 + Centroid;470;V37
397;1798;2;1798;Q-P08774;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1990;-4.518195682;42.86067093;3 - UTM10x10 + Elevation;990;V37
398;2129;2;2129;U-P00119;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;2;2001;-5.089675513;43.03716177;1 - UTM1x1 + Elevation;1140;V37
399;1849;2;1849;R-P15175;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1983;-2.419190755;43.21685705;1 - UTM1x1 + Elevation;100;V37
400;1801;2;1801;Q-P09984;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;SE;9;1;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;600;V37
401;2082;2;2082;T-P15237;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1988;-4.372863032;43.37037305;3 - UTM10x10 + Elevation;5;V37
