"SIVIMID","Revised.sintaxon"
"S-P12092","Polygono-Coronopodion"
"S-P12093","Polygono-Coronopodion"
"S-P12094","Polygono-Coronopodion"
"S-P12095","Polygono-Coronopodion"
"S-P12097","Polygono-Coronopodion"
"S-P12100","Polygono-Coronopodion"
"S-P12103","Polygono-Coronopodion"
"S-P12104","Polygono-Coronopodion"
"S-P12105","Polygono-Coronopodion"
"S-P12106","Polygono-Coronopodion"
"S-P12107","Polygono-Coronopodion"
"S-P15117","Polygono-Coronopodion"
"S-P15121","Polygono-Coronopodion"
"S-P15160","Polygono-Coronopodion"
"S-P15168","Polygono-Coronopodion"
"S-P15169","Polygono-Coronopodion"
"S-P15170","Polygono-Coronopodion"
"S-P15171","Polygono-Coronopodion"
"S-P15172","Polygono-Coronopodion"
"S-P15173","Polygono-Coronopodion"
"S-P15174","Polygono-Coronopodion"
"S-P17956","Polygono-Coronopodion"
"S-P18272","Polygono-Coronopodion"
"S-P18274","Polygono-Coronopodion"
"S-P18277","Polygono-Coronopodion"
"S-P19749","Polygono-Coronopodion"
"S-P20434","Polygono-Coronopodion"
"S-P20436","Polygono-Coronopodion"
"S-P20438","Polygono-Coronopodion"
"S-P20439","Polygono-Coronopodion"
"S-P20440","Polygono-Coronopodion"
"S-P20441","Polygono-Coronopodion"
"S-P20443","Polygono-Coronopodion"
"S-P20444","Polygono-Coronopodion"
"S-P20445","Polygono-Coronopodion"
"S-P20446","Polygono-Coronopodion"
"S-P20447","Polygono-Coronopodion"
"S-P20448","Polygono-Coronopodion"
"S-P20449","Polygono-Coronopodion"
"S-P20450","Polygono-Coronopodion"
"S-P20451","Polygono-Coronopodion"
"S-P20457","Polygono-Coronopodion"
"T-P03121","Polygono-Coronopodion"
"T-P03122","Polygono-Coronopodion"
"T-P03123","Polygono-Coronopodion"
"T-P03125","Polygono-Coronopodion"
"T-P03126","Polygono-Coronopodion"
"T-P04826","Polygono-Coronopodion"
"T-P04828","Polygono-Coronopodion"
"T-P05135","Polygono-Coronopodion"
"T-P05136","Polygono-Coronopodion"
"T-P05322","Polygono-Coronopodion"
"T-P05326","Polygono-Coronopodion"
"T-P05336","Polygono-Coronopodion"
"T-P06971","Polygono-Coronopodion"
"T-P06974","Polygono-Coronopodion"
"T-P06975","Polygono-Coronopodion"
"T-P06976","Polygono-Coronopodion"
"T-P06977","Polygono-Coronopodion"
"T-P06978","Polygono-Coronopodion"
"T-P06979","Polygono-Coronopodion"
"T-P07866","Polygono-Coronopodion"
"T-P07881","Polygono-Coronopodion"
"T-P11672","Polygono-Coronopodion"
"T-P11673","Polygono-Coronopodion"
"T-P11674","Polygono-Coronopodion"
"T-P11675","Polygono-Coronopodion"
"T-P11676","Polygono-Coronopodion"
"T-P11677","Polygono-Coronopodion"
"T-P11678","Polygono-Coronopodion"
"T-P11836","Polygono-Coronopodion"
"T-P11837","Polygono-Coronopodion"
"T-P11838","Polygono-Coronopodion"
"T-P11839","Polygono-Coronopodion"
"T-P11840","Polygono-Coronopodion"
"T-P11842","Polygono-Coronopodion"
"T-P11845","Polygono-Coronopodion"
"T-P11846","Polygono-Coronopodion"
"T-P11854","Polygono-Coronopodion"
"T-P11934","Polygono-Coronopodion"
"T-P12307","Polygono-Coronopodion"
"T-P12308","Polygono-Coronopodion"
"T-P12309","Polygono-Coronopodion"
"T-P12310","Polygono-Coronopodion"
"T-P12311","Polygono-Coronopodion"
"T-P12312","Polygono-Coronopodion"
"T-P13099","Polygono-Coronopodion"
"T-P13100","Polygono-Coronopodion"
"T-P13101","Polygono-Coronopodion"
"T-P13103","Polygono-Coronopodion"
"T-P13255","Polygono-Coronopodion"
"T-P13256","Polygono-Coronopodion"
"T-P13257","Polygono-Coronopodion"
"T-P13258","Polygono-Coronopodion"
"T-P13259","Polygono-Coronopodion"
"T-P15237","Polygono-Coronopodion"
"T-P15239","Polygono-Coronopodion"
"T-P15241","Polygono-Coronopodion"
"T-P15242","Polygono-Coronopodion"
"T-P27834","Polygono-Coronopodion"
"T-P27837","Polygono-Coronopodion"
"T-P27838","Polygono-Coronopodion"
"T-P27839","Polygono-Coronopodion"
"T-P27840","Polygono-Coronopodion"
"T-P27851","Polygono-Coronopodion"
"T-P27852","Polygono-Coronopodion"
"T-P35970","Polygono-Coronopodion"
"T-P35972","Polygono-Coronopodion"
"T-P36822","Polygono-Coronopodion"
"T-P36823","Polygono-Coronopodion"
"T-P36824","Polygono-Coronopodion"
"T-P36825","Polygono-Coronopodion"
"U-P00118","Polygono-Coronopodion"
"U-P00119","Polygono-Coronopodion"
"U-P00120","Polygono-Coronopodion"
"U-P00289","Polygono-Coronopodion"
"U-P00422","Polygono-Coronopodion"
"U-P00423","Polygono-Coronopodion"
"U-P00618","Polygono-Coronopodion"
"U-P00619","Polygono-Coronopodion"
"U-P00620","Polygono-Coronopodion"
"U-P00621","Polygono-Coronopodion"
"U-P06056","Polygono-Coronopodion"
"U-P06057","Polygono-Coronopodion"
