"SIVIMID","Revised.sintaxon"
"R-P15153","Balloto-Conion maculati"
"R-P15154","Balloto-Conion maculati"
"R-P15155","Balloto-Conion maculati"
"R-P15156","Arction lappae"
"R-P15157","Arction lappae"
"R-P22236","Geranio pusilli-Anthriscion caucalidis"
"R-P22240","Balloto-Conion maculati"
"R-P22241","Geo urbani-Alliarion officinalis"
"R-P22242","Geo urbani-Alliarion officinalis"
"R-P22243","Geo urbani-Alliarion officinalis"
"R-P22244","Geo urbani-Alliarion officinalis"
"R-P22245","Geo urbani-Alliarion officinalis"
"R-P22246","Geo urbani-Alliarion officinalis"
"R-P23786","Geo urbani-Alliarion officinalis"
"R-P23933","Balloto-Conion maculati"
"R-P23934","Balloto-Conion maculati"
"R-P23935","Geo urbani-Alliarion officinalis"
"R-P23936","Geo urbani-Alliarion officinalis"
"R-P23937","Geo urbani-Alliarion officinalis"
"R-P23941","Geo urbani-Alliarion officinalis"
"R-P23942","Geo urbani-Alliarion officinalis"
"R-P23944","Geo urbani-Alliarion officinalis"
"R-P23945","Geo urbani-Alliarion officinalis"
"R-P23948","Geo urbani-Alliarion officinalis"
"R-P23949","Geo urbani-Alliarion officinalis"
"R-P23950","Geranio pusilli-Anthriscion caucalidis"
"R-P23951","Geo urbani-Alliarion officinalis"
"R-P23984","Arction lappae"
"R-P23989","Geo urbani-Alliarion officinalis"
"R-P23991","Geo urbani-Alliarion officinalis"
"R-P23992","Geranio pusilli-Anthriscion caucalidis"
"R-P23993","Geo urbani-Alliarion officinalis"
"R-P23994","Geranio pusilli-Anthriscion caucalidis"
"R-P23996","Geranio pusilli-Anthriscion caucalidis"
"R-P23997","Geranio pusilli-Anthriscion caucalidis"
"R-P24026","Geranio pusilli-Anthriscion caucalidis"
"R-P24041","Geranio pusilli-Anthriscion caucalidis"
"R-P24469","Geo urbani-Alliarion officinalis"
"R-P24470","Geo urbani-Alliarion officinalis"
"R-P24473","Balloto-Conion maculati"
"R-P24572","Arction lappae"
"R-P24573","Cirsion richterano-chodati"
"R-P24574","Cirsion richterano-chodati"
"R-P24575","Cirsion richterano-chodati"
"R-P24632","Geranio pusilli-Anthriscion caucalidis"
"R-P24649","Geo urbani-Alliarion officinalis"
"R-P24655","Geo urbani-Alliarion officinalis"
"R-P24656","Geo urbani-Alliarion officinalis"
"R-P24657","Geo urbani-Alliarion officinalis"
"R-P24658","Geo urbani-Alliarion officinalis"
"R-P24659","Geo urbani-Alliarion officinalis"
"R-P24660","Geo urbani-Alliarion officinalis"
"R-P24661","Geo urbani-Alliarion officinalis"
"R-P24662","Geo urbani-Alliarion officinalis"
"R-P24663","Geo urbani-Alliarion officinalis"
"R-P24664","Geo urbani-Alliarion officinalis"
"R-P24665","Geo urbani-Alliarion officinalis"
"R-P24666","Geo urbani-Alliarion officinalis"
"R-P24667","Geo urbani-Alliarion officinalis"
"R-P24668","Geo urbani-Alliarion officinalis"
"R-P24669","Geo urbani-Alliarion officinalis"
"R-P24670","Geo urbani-Alliarion officinalis"
"R-P24671","Geo urbani-Alliarion officinalis"
"R-P24672","Geo urbani-Alliarion officinalis"
"R-P24673","Geo urbani-Alliarion officinalis"
"R-P24674","Geranio pusilli-Anthriscion caucalidis"
"R-P24675","Balloto-Conion maculati"
"R-P24676","Balloto-Conion maculati"
"R-P24677","Balloto-Conion maculati"
"R-P24684","Geranio pusilli-Anthriscion caucalidis"
"R-P24685","Geranio pusilli-Anthriscion caucalidis"
"R-P24686","Geranio pusilli-Anthriscion caucalidis"
"R-P24687","Geranio pusilli-Anthriscion caucalidis"
"R-P24688","Geranio pusilli-Anthriscion caucalidis"
"R-P24689","Geranio pusilli-Anthriscion caucalidis"
"R-P24690","Geranio pusilli-Anthriscion caucalidis"
"R-P24691","Geranio pusilli-Anthriscion caucalidis"
"R-P24692","Geranio pusilli-Anthriscion caucalidis"
"R-P28995","Arction lappae"
"R-P28996","Balloto-Conion maculati"
"R-P28997","Cirsion richterano-chodati"
"R-P28998","Cirsion richterano-chodati"
"R-P28999","Cirsion richterano-chodati"
"R-P29000","Cirsion richterano-chodati"
"R-P29001","Geo urbani-Alliarion officinalis"
"R-P29002","Geo urbani-Alliarion officinalis"
"R-P29004","Balloto-Conion maculati"
"R-P29005","Balloto-Conion maculati"
"R-P29006","Balloto-Conion maculati"
"R-P29007","Balloto-Conion maculati"
"S-P11129","Balloto-Conion maculati"
"S-P11130","Arction lappae"
"S-P11131","Arction lappae"
"S-P11132","Arction lappae"
"S-P11133","Cirsion richterano-chodati"
"S-P11134","Arction lappae"
"S-P11135","Arction lappae"
"S-P11136","Arction lappae"
"S-P11137","Balloto-Conion maculati"
"S-P11138","Balloto-Conion maculati"
"S-P11139","Balloto-Conion maculati"
"S-P11140","Balloto-Conion maculati"
"S-P11141","Geo urbani-Alliarion officinalis"
"S-P11142","Geo urbani-Alliarion officinalis"
"S-P11143","Geo urbani-Alliarion officinalis"
"S-P11144","Geo urbani-Alliarion officinalis"
"S-P11149","Cirsion richterano-chodati"
"S-P11150","Cirsion richterano-chodati"
"S-P11151","Cirsion richterano-chodati"
"S-P11152","Cirsion richterano-chodati"
"S-P11153","Cirsion richterano-chodati"
"S-P11154","Cirsion richterano-chodati"
"S-P11155","Cirsion richterano-chodati"
"S-P11156","Cirsion richterano-chodati"
"S-P11157","Cirsion richterano-chodati"
"S-P11158","Cirsion richterano-chodati"
"S-P11159","Cirsion richterano-chodati"
"S-P11160","Cirsion richterano-chodati"
"S-P11161","Cirsion richterano-chodati"
"S-P12113","Balloto-Conion maculati"
"S-P12114","Geo urbani-Alliarion officinalis"
"S-P15131","Balloto-Conion maculati"
"S-P15133","Balloto-Conion maculati"
"S-P15134","Balloto-Conion maculati"
"S-P15135","Balloto-Conion maculati"
"S-P15136","Balloto-Conion maculati"
"S-P15137","Balloto-Conion maculati"
"S-P15138","Balloto-Conion maculati"
"S-P15139","Balloto-Conion maculati"
"S-P15140","Balloto-Conion maculati"
"S-P15141","Balloto-Conion maculati"
"S-P15143","Balloto-Conion maculati"
"S-P15144","Balloto-Conion maculati"
"S-P15145","Balloto-Conion maculati"
"S-P15146","Balloto-Conion maculati"
"S-P15147","Balloto-Conion maculati"
"S-P15148","Balloto-Conion maculati"
"S-P15149","Balloto-Conion maculati"
"S-P15151","Balloto-Conion maculati"
"S-P15152","Balloto-Conion maculati"
"S-P15153","Geo urbani-Alliarion officinalis"
"S-P15154","Balloto-Conion maculati"
"S-P15155","Balloto-Conion maculati"
"S-P15156","Balloto-Conion maculati"
"S-P15157","Geo urbani-Alliarion officinalis"
"S-P15158","Arction lappae"
"S-P16228","Geo urbani-Alliarion officinalis"
"S-P16229","Geo urbani-Alliarion officinalis"
"S-P16230","Geo urbani-Alliarion officinalis"
"S-P16231","Geo urbani-Alliarion officinalis"
"S-P16232","Geo urbani-Alliarion officinalis"
"S-P16233","Geo urbani-Alliarion officinalis"
"S-P16234","Geo urbani-Alliarion officinalis"
"S-P16235","Geo urbani-Alliarion officinalis"
"S-P16236","Geo urbani-Alliarion officinalis"
"S-P17963","Balloto-Conion maculati"
"S-P17964","Balloto-Conion maculati"
"S-P17965","Balloto-Conion maculati"
"S-P17966","Balloto-Conion maculati"
"S-P17967","Balloto-Conion maculati"
"S-P17968","Balloto-Conion maculati"
"S-P17969","Balloto-Conion maculati"
"S-P17970","Balloto-Conion maculati"
"S-P17971","Balloto-Conion maculati"
"S-P17972","Balloto-Conion maculati"
"S-P18282","Balloto-Conion maculati"
"S-P18283","Balloto-Conion maculati"
"S-P18284","Balloto-Conion maculati"
"S-P18285","Balloto-Conion maculati"
"S-P18286","Arction lappae"
"S-P18287","Arction lappae"
"S-P18288","Arction lappae"
"S-P18289","Arction lappae"
"S-P18295","Balloto-Conion maculati"
"S-P18296","Balloto-Conion maculati"
"S-P19747","Cirsion richterano-chodati"
"S-P19751","Balloto-Conion maculati"
"S-P20421","Geo urbani-Alliarion officinalis"
"S-P21798","Cirsion richterano-chodati"
"S-P21799","Cirsion richterano-chodati"
"S-P21800","Cirsion richterano-chodati"
"S-P21801","Balloto-Conion maculati"
"S-P21802","Arction lappae"
"S-P21804","Arction lappae"
"S-P21809","Arction lappae"
"S-P21810","Balloto-Conion maculati"
"S-P21812","Balloto-Conion maculati"
"T-P02609","Balloto-Conion maculati"
"T-P03067","Balloto-Conion maculati"
"T-P03068","Balloto-Conion maculati"
"T-P03069","Balloto-Conion maculati"
"T-P03070","Balloto-Conion maculati"
"T-P03071","Balloto-Conion maculati"
"T-P03072","Balloto-Conion maculati"
"T-P03073","Balloto-Conion maculati"
"T-P03074","Arction lappae"
"T-P03075","Arction lappae"
"T-P03076","Arction lappae"
"T-P03077","Arction lappae"
"T-P04812","Geo urbani-Alliarion officinalis"
"T-P04813","Arction lappae"
"T-P04814","Arction lappae"
"T-P04815","Arction lappae"
"T-P04816","Arction lappae"
"T-P04817","Cirsion richterano-chodati"
"T-P04818","Cirsion richterano-chodati"
"T-P04819","Arction lappae"
"T-P04820","Arction lappae"
"T-P04821","Cirsion richterano-chodati"
"T-P04822","Cirsion richterano-chodati"
"T-P04823","Cirsion richterano-chodati"
"T-P04824","Cirsion richterano-chodati"
"T-P04830","Arction lappae"
"T-P05178","Balloto-Conion maculati"
"T-P05179","Balloto-Conion maculati"
"T-P05180","Balloto-Conion maculati"
"T-P05181","Balloto-Conion maculati"
"T-P05182","Balloto-Conion maculati"
"T-P05183","Balloto-Conion maculati"
"T-P05184","Balloto-Conion maculati"
"T-P05961","Geo urbani-Alliarion officinalis"
"T-P05962","Geo urbani-Alliarion officinalis"
"T-P05963","Geo urbani-Alliarion officinalis"
"T-P05964","Geo urbani-Alliarion officinalis"
"T-P05965","Geo urbani-Alliarion officinalis"
"T-P05966","Geo urbani-Alliarion officinalis"
"T-P05967","Geo urbani-Alliarion officinalis"
"T-P05968","Geo urbani-Alliarion officinalis"
"T-P05971","Geo urbani-Alliarion officinalis"
"T-P05972","Geo urbani-Alliarion officinalis"
"T-P05973","Geo urbani-Alliarion officinalis"
"T-P05974","Geo urbani-Alliarion officinalis"
"T-P05975","Geo urbani-Alliarion officinalis"
"T-P05976","Geo urbani-Alliarion officinalis"
"T-P05977","Geo urbani-Alliarion officinalis"
"T-P05978","Geo urbani-Alliarion officinalis"
"T-P06541","Geranio pusilli-Anthriscion caucalidis"
"T-P06542","Geo urbani-Alliarion officinalis"
"T-P06543","Geo urbani-Alliarion officinalis"
"T-P06544","Geranio pusilli-Anthriscion caucalidis"
"T-P06545","Geo urbani-Alliarion officinalis"
"T-P06546","Geo urbani-Alliarion officinalis"
"T-P06547","Geo urbani-Alliarion officinalis"
"T-P06548","Geo urbani-Alliarion officinalis"
"T-P06549","Geranio pusilli-Anthriscion caucalidis"
"T-P06550","Geo urbani-Alliarion officinalis"
"T-P06551","Geo urbani-Alliarion officinalis"
"T-P06552","Geo urbani-Alliarion officinalis"
"T-P06554","Geo urbani-Alliarion officinalis"
"T-P06555","Geo urbani-Alliarion officinalis"
"T-P06556","Geo urbani-Alliarion officinalis"
"T-P06557","Geo urbani-Alliarion officinalis"
"T-P06558","Geo urbani-Alliarion officinalis"
"T-P06559","Balloto-Conion maculati"
"T-P06560","Balloto-Conion maculati"
"T-P06561","Balloto-Conion maculati"
"T-P06562","Geo urbani-Alliarion officinalis"
"T-P06563","Balloto-Conion maculati"
"T-P06564","Balloto-Conion maculati"
"T-P06565","Balloto-Conion maculati"
"T-P06566","Geo urbani-Alliarion officinalis"
"T-P06567","Geo urbani-Alliarion officinalis"
"T-P06568","Balloto-Conion maculati"
"T-P06569","Balloto-Conion maculati"
"T-P06570","Geo urbani-Alliarion officinalis"
"T-P06571","Balloto-Conion maculati"
"T-P06572","Balloto-Conion maculati"
"T-P06573","Geo urbani-Alliarion officinalis"
"T-P06574","Geo urbani-Alliarion officinalis"
"T-P06575","Geo urbani-Alliarion officinalis"
"T-P06576","Geo urbani-Alliarion officinalis"
"T-P06577","Geo urbani-Alliarion officinalis"
"T-P06578","Balloto-Conion maculati"
"T-P06579","Geo urbani-Alliarion officinalis"
"T-P06580","Geo urbani-Alliarion officinalis"
"T-P06581","Balloto-Conion maculati"
"T-P06582","Geo urbani-Alliarion officinalis"
"T-P06583","Geo urbani-Alliarion officinalis"
"T-P06584","Geo urbani-Alliarion officinalis"
"T-P06585","Balloto-Conion maculati"
"T-P06586","Balloto-Conion maculati"
"T-P06588","Balloto-Conion maculati"
"T-P06589","Balloto-Conion maculati"
"T-P06590","Balloto-Conion maculati"
"T-P06591","Arction lappae"
"T-P06592","Geo urbani-Alliarion officinalis"
"T-P06593","Arction lappae"
"T-P06595","Balloto-Conion maculati"
"T-P06596","Balloto-Conion maculati"
"T-P06597","Balloto-Conion maculati"
"T-P06598","Geo urbani-Alliarion officinalis"
"T-P06599","Balloto-Conion maculati"
"T-P06600","Balloto-Conion maculati"
"T-P06601","Balloto-Conion maculati"
"T-P06602","Balloto-Conion maculati"
"T-P06603","Balloto-Conion maculati"
"T-P06604","Geo urbani-Alliarion officinalis"
"T-P06605","Geo urbani-Alliarion officinalis"
"T-P06606","Balloto-Conion maculati"
"T-P06607","Balloto-Conion maculati"
"T-P06609","Balloto-Conion maculati"
"T-P06610","Balloto-Conion maculati"
"T-P06612","Balloto-Conion maculati"
"T-P06613","Balloto-Conion maculati"
"T-P06614","Balloto-Conion maculati"
"T-P06615","Balloto-Conion maculati"
"T-P06616","Balloto-Conion maculati"
"T-P06618","Balloto-Conion maculati"
"T-P06619","Balloto-Conion maculati"
"T-P06620","Balloto-Conion maculati"
"T-P06621","Balloto-Conion maculati"
"T-P06622","Balloto-Conion maculati"
"T-P06623","Balloto-Conion maculati"
"T-P06624","Balloto-Conion maculati"
"T-P06625","Balloto-Conion maculati"
"T-P06626","Geo urbani-Alliarion officinalis"
"T-P06627","Arction lappae"
"T-P06628","Cirsion richterano-chodati"
"T-P06629","Arction lappae"
"T-P06630","Arction lappae"
"T-P06631","Arction lappae"
"T-P06988","Balloto-Conion maculati"
"T-P06989","Balloto-Conion maculati"
"T-P07926","Geo urbani-Alliarion officinalis"
"T-P07927","Geo urbani-Alliarion officinalis"
"T-P07928","Geo urbani-Alliarion officinalis"
"T-P07929","Geo urbani-Alliarion officinalis"
"T-P07930","Geo urbani-Alliarion officinalis"
"T-P07941","Balloto-Conion maculati"
"T-P09638","Geo urbani-Alliarion officinalis"
"T-P09639","Geo urbani-Alliarion officinalis"
"T-P09640","Geo urbani-Alliarion officinalis"
"T-P09641","Geo urbani-Alliarion officinalis"
"T-P09642","Geo urbani-Alliarion officinalis"
"T-P09643","Geo urbani-Alliarion officinalis"
"T-P09644","Geo urbani-Alliarion officinalis"
"T-P09645","Geo urbani-Alliarion officinalis"
"T-P09646","Geo urbani-Alliarion officinalis"
"T-P09647","Geo urbani-Alliarion officinalis"
"T-P09648","Geo urbani-Alliarion officinalis"
"T-P09649","Geo urbani-Alliarion officinalis"
"T-P09650","Geo urbani-Alliarion officinalis"
"T-P09651","Geo urbani-Alliarion officinalis"
"T-P10797","Geo urbani-Alliarion officinalis"
"T-P11637","Arction lappae"
"T-P11638","Arction lappae"
"T-P11639","Arction lappae"
"T-P11640","Arction lappae"
"T-P11641","Arction lappae"
"T-P11642","Arction lappae"
"T-P11643","Arction lappae"
"T-P11644","Arction lappae"
"T-P11645","Arction lappae"
"T-P11646","Balloto-Conion maculati"
"T-P11647","Balloto-Conion maculati"
"T-P11648","Balloto-Conion maculati"
"T-P11649","Balloto-Conion maculati"
"T-P11650","Balloto-Conion maculati"
"T-P11651","Balloto-Conion maculati"
"T-P11652","Balloto-Conion maculati"
"T-P11653","Balloto-Conion maculati"
"T-P11654","Balloto-Conion maculati"
"T-P11655","Balloto-Conion maculati"
"T-P11656","Balloto-Conion maculati"
"T-P11657","Balloto-Conion maculati"
"T-P11658","Balloto-Conion maculati"
"T-P11659","Geo urbani-Alliarion officinalis"
"T-P11660","Geranio pusilli-Anthriscion caucalidis"
"T-P11661","Geranio pusilli-Anthriscion caucalidis"
"T-P11662","Geranio pusilli-Anthriscion caucalidis"
"T-P11663","Balloto-Conion maculati"
"T-P11664","Geo urbani-Alliarion officinalis"
"T-P11665","Cirsion richterano-chodati"
"T-P11666","Cirsion richterano-chodati"
"T-P11667","Cirsion richterano-chodati"
"T-P11668","Cirsion richterano-chodati"
"T-P11669","Cirsion richterano-chodati"
"T-P11670","Cirsion richterano-chodati"
"T-P11671","Balloto-Conion maculati"
"T-P11870","Balloto-Conion maculati"
"T-P11871","Balloto-Conion maculati"
"T-P11872","Balloto-Conion maculati"
"T-P11873","Balloto-Conion maculati"
"T-P11874","Balloto-Conion maculati"
"T-P11875","Balloto-Conion maculati"
"T-P11876","Balloto-Conion maculati"
"T-P11877","Balloto-Conion maculati"
"T-P11878","Balloto-Conion maculati"
"T-P11879","Balloto-Conion maculati"
"T-P11880","Geo urbani-Alliarion officinalis"
"T-P11881","Cirsion richterano-chodati"
"T-P11882","Arction lappae"
"T-P11883","Arction lappae"
"T-P11884","Geo urbani-Alliarion officinalis"
"T-P11885","Balloto-Conion maculati"
"T-P11886","Geo urbani-Alliarion officinalis"
"T-P11888","Geo urbani-Alliarion officinalis"
"T-P11889","Geo urbani-Alliarion officinalis"
"T-P11890","Geo urbani-Alliarion officinalis"
"T-P12037","Balloto-Conion maculati"
"T-P12038","Balloto-Conion maculati"
"T-P12039","Balloto-Conion maculati"
"T-P12040","Balloto-Conion maculati"
"T-P12041","Balloto-Conion maculati"
"T-P12042","Balloto-Conion maculati"
"T-P12043","Balloto-Conion maculati"
"T-P12268","Arction lappae"
"T-P12269","Arction lappae"
"T-P12270","Arction lappae"
"T-P12271","Arction lappae"
"T-P12272","Balloto-Conion maculati"
"T-P12273","Balloto-Conion maculati"
"T-P12274","Balloto-Conion maculati"
"T-P12275","Balloto-Conion maculati"
"T-P12276","Balloto-Conion maculati"
"T-P12277","Balloto-Conion maculati"
"T-P12278","Balloto-Conion maculati"
"T-P12279","Balloto-Conion maculati"
"T-P12280","Balloto-Conion maculati"
"T-P12281","Balloto-Conion maculati"
"T-P12282","Geo urbani-Alliarion officinalis"
"T-P12283","Geo urbani-Alliarion officinalis"
"T-P12286","Cirsion richterano-chodati"
"T-P12287","Cirsion richterano-chodati"
"T-P12288","Cirsion richterano-chodati"
"T-P12289","Balloto-Conion maculati"
"T-P12290","Cirsion richterano-chodati"
"T-P12291","Cirsion richterano-chodati"
"T-P12292","Cirsion richterano-chodati"
"T-P13196","Geo urbani-Alliarion officinalis"
"T-P13198","Geo urbani-Alliarion officinalis"
"T-P13199","Geo urbani-Alliarion officinalis"
"T-P13200","Geo urbani-Alliarion officinalis"
"T-P13201","Balloto-Conion maculati"
"T-P13202","Balloto-Conion maculati"
"T-P13204","Balloto-Conion maculati"
"T-P13235","Balloto-Conion maculati"
"T-P13252","Geranio pusilli-Anthriscion caucalidis"
"T-P15409","Cirsion richterano-chodati"
"T-P15413","Cirsion richterano-chodati"
"T-P15426","Cirsion richterano-chodati"
"T-P15427","Cirsion richterano-chodati"
"T-P18960","Arction lappae"
"T-P22326","Cirsion richterano-chodati"
"T-P22327","Cirsion richterano-chodati"
"T-P22328","Cirsion richterano-chodati"
"T-P22329","Cirsion richterano-chodati"
"T-P22330","Cirsion richterano-chodati"
"T-P22331","Cirsion richterano-chodati"
"T-P22332","Cirsion richterano-chodati"
"T-P22333","Cirsion richterano-chodati"
"T-P22334","Cirsion richterano-chodati"
"T-P22335","Cirsion richterano-chodati"
"T-P22336","Cirsion richterano-chodati"
"T-P22337","Cirsion richterano-chodati"
"T-P22338","Cirsion richterano-chodati"
"T-P22339","Cirsion richterano-chodati"
"T-P22340","Cirsion richterano-chodati"
"T-P22341","Cirsion richterano-chodati"
"T-P22342","Cirsion richterano-chodati"
"T-P22343","Cirsion richterano-chodati"
"T-P22344","Cirsion richterano-chodati"
"T-P22352","Cirsion richterano-chodati"
"T-P22353","Cirsion richterano-chodati"
"T-P22356","Cirsion richterano-chodati"
"T-P22357","Cirsion richterano-chodati"
"T-P22358","Cirsion richterano-chodati"
"T-P22359","Cirsion richterano-chodati"
"T-P22360","Cirsion richterano-chodati"
"T-P22361","Cirsion richterano-chodati"
"T-P22362","Cirsion richterano-chodati"
"T-P22363","Cirsion richterano-chodati"
"T-P22470","Geo urbani-Alliarion officinalis"
"T-P22475","Geo urbani-Alliarion officinalis"
"T-P22476","Geo urbani-Alliarion officinalis"
"T-P23955","Balloto-Conion maculati"
"T-P23956","Balloto-Conion maculati"
"T-P23957","Balloto-Conion maculati"
"T-P23958","Balloto-Conion maculati"
"T-P23959","Arction lappae"
"T-P23960","Arction lappae"
"T-P23961","Arction lappae"
"T-P23962","Arction lappae"
"T-P23963","Arction lappae"
"T-P23964","Arction lappae"
"T-P23965","Arction lappae"
"T-P23966","Arction lappae"
"T-P23967","Cirsion richterano-chodati"
"T-P23968","Arction lappae"
"T-P23969","Cirsion richterano-chodati"
"T-P23970","Geo urbani-Alliarion officinalis"
"T-P27869","Balloto-Conion maculati"
"T-P27870","Balloto-Conion maculati"
"T-P33582","Balloto-Conion maculati"
"T-P33583","Balloto-Conion maculati"
"T-P33585","Balloto-Conion maculati"
"T-P35968","Arction lappae"
"T-P35969","Arction lappae"
"T-P35971","Arction lappae"
"T-P35973","Arction lappae"
"T-P35974","Arction lappae"
"T-P36747","Balloto-Conion maculati"
"T-P36750","Geo urbani-Alliarion officinalis"
"T-P36751","Geo urbani-Alliarion officinalis"
"T-P36752","Geo urbani-Alliarion officinalis"
"T-P36753","Geo urbani-Alliarion officinalis"
"T-P36754","Geo urbani-Alliarion officinalis"
"T-P36755","Geo urbani-Alliarion officinalis"
"T-P36756","Geo urbani-Alliarion officinalis"
"T-P36757","Geo urbani-Alliarion officinalis"
"T-P36758","Geo urbani-Alliarion officinalis"
"T-P36759","Geo urbani-Alliarion officinalis"
"T-P36760","Geo urbani-Alliarion officinalis"
"T-P36761","Geo urbani-Alliarion officinalis"
"T-P36765","Geo urbani-Alliarion officinalis"
"T-P36766","Geo urbani-Alliarion officinalis"
"T-P36767","Geranio pusilli-Anthriscion caucalidis"
"U-P00106","Cirsion richterano-chodati"
"U-P00107","Cirsion richterano-chodati"
"U-P00108","Cirsion richterano-chodati"
"U-P00109","Cirsion richterano-chodati"
"U-P00110","Cirsion richterano-chodati"
"U-P00111","Cirsion richterano-chodati"
"U-P00112","Cirsion richterano-chodati"
"U-P00113","Cirsion richterano-chodati"
"U-P00114","Cirsion richterano-chodati"
"U-P00116","Cirsion richterano-chodati"
"U-P00117","Cirsion richterano-chodati"
"U-P00122","Balloto-Conion maculati"
