"SIVIMID","DCA1","DCA2","Cluster","EUNIS","Class","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation"
"T-P18128",0.0592247955435036,-0.0450556057371487,"12","?",5,518128,142,25668,"29TNH23","",18346,NA,"Valga","","ATL_COAST","N_DUNES",NA,"",NA,NA,"964","Glycerietum plicatae","Bellot Rodríguez, Francisco","1966","La vegetación de Galicia."," Anales Inst. Bot. Cavanilles, 24: 5-306.","      ?","No forest",-8.694399007,42.76710526,"4 - UTM10x10 + Centroid",145
"T-P18133",-0.0117596370163644,-0.00922405654340686,"1","?",5,518133,144,17097,"29TNH10","",18351,NA,"El Grove","","ATL_COAST","N_DUNES",NA,"",NA,NA,"3191","Helosciadium-Veronica beccabunga","Bellot Rodríguez, Francisco","1966","La vegetación de Galicia."," Anales Inst. Bot. Cavanilles, 24: 5-306.","      ?","No forest",-8.793821713,42.48911863,"4 - UTM10x10 + Centroid",27
"T-P18442",0.0592247955435036,-0.0450556057371487,"12","?",5,518442,142,25668,"29TNH23","",18625,NA,"Valga","","ATL_COAST","N_DUNES",NA,"",NA,NA,"964","Glycerietum plicatae","Bellot Rodríguez, Francisco","1964","Sobre Phragmitetea en Galicia."," Anales Inst. Bot. Cavanilles, 22: 63-80.","      ?","No forest",-8.694399007,42.76710526,"4 - UTM10x10 + Centroid",145
"T-P18447",-0.0117596370163644,-0.00922405654340686,"1","?",5,518447,144,17097,"29TNH10","",18630,NA,"El Grove","","ATL_COAST","N_DUNES",NA,"",NA,NA,"3191","Helosciadium-Veronica beccabunga","Bellot Rodríguez, Francisco","1964","Sobre Phragmitetea en Galicia."," Anales Inst. Bot. Cavanilles, 22: 63-80.","      ?","No forest",-8.793821713,42.48911863,"4 - UTM10x10 + Centroid",27
"T-P18960",-0.0186109160540887,0.00277193584403979,"14","V38",10,518960,63,14181,"29TQH06","",18646,NA,"salida del pueblo de Leitariegos","","ATL_COAST","N_DUNES",NA,"",NA,20,"L623","Chenopodion subalpinum","Rivas Goday, S. & Rivas Martínez, S.","1958","Una visita a la laguna de Arvas (Leitariegos)."," Anales Inst. Bot. Cavanilles 16:"," V38   ","No forest",-6.484745261,43.01011245,"4 - UTM10x10 + Centroid",1409
"T-P19856",-0.0355541317908715,0.0199847806546382,"7","V37",9,519856,125,8020,"29TPH91","",18745,1100,"Ponferrada, por encima de S. Pedro de Montes","","ATL_COAST","N_DUNES",60,"",NA,2,"0724c","Saxifrago tridactylitidis-Hornungietum petraeae","Giménez de Azcarate, J.; Amigo, J. & Izco, J.","1990","Pastizales nanoterofíticos de los afloramientos calizos de Galicia: Thero-Brachypodion distachyi."," Studia Botanica, 9: 9-16."," V37   ","No forest",-6.62439302,42.56286676,"4 - UTM10x10 + Centroid",1100
"T-P21471",-0.0272486492480284,-0.0114493640909118,"2","V32",5,521471,140,8189,"29TPH20","29TPH2308",18960,300,"Monforte","","ATL_COAST","N_DUNES",100,"S",5,15,"1978","Poo-Trifolietum subterranei","Romero Buján, María Inmaculada & Amigo Vázquez, Javier","1994","Los pastos de Poa bulbosa L. en Terra de Lemos (Lugo): revisión de la clase Poetea bulbosae Rivas Goday & Rivas Martínez in Rivas Martínez 1978 en el noroccidente ibérico."," Lazaroa, 14: 111-123."," V32   ","No forest",-7.492348912,42.52142714,"1 - UTM1x1 + Elevation",300
"T-P21641",0.0160962473098415,0.672360408536728,"12","V38",10,521641,149,15472,"29TNG17","",28682,NA,"Samil","","ATL_COAST","N_DUNES",100,"",NA,15,"2287a","Inulo crithmoidis-Elymetum pycnanthi","Izco, Jesús; Guitián, P. & Sánchez, José María","1992","La marisma superior cántabro-atlántica meridional: estudio de las comunidades de Juncus maritimus y de Elymus pycnanthus."," Lazaroa, 13: 149-169."," V38   ","No forest",-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",35
"T-P22326",-0.0254616305491419,0.00743036006171771,"20","V38",10,522326,77,14648,"30TUN17","",19161,1300,"Puerto de las Señales","","ATL_COAST","N_DUNES",60,"",NA,60,"2269a","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.315636737,43.10484664,"3 - UTM10x10 + Elevation",1300
"T-P22327",-0.0254816891905992,0.0103724928098945,"20","V38",10,522327,84,10528,"30TUN05","",19162,1320,"Valverde","","ATL_COAST","N_DUNES",60,"",NA,70,"2269a","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.332825473,42.90999906,"3 - UTM10x10 + Elevation",1320
"T-P22328",-0.021598299025047,0.0093984549423396,"20","V38",10,522328,70,12996,"30TTN95","",19163,1390,"Collada de Valdeteja","","ATL_COAST","N_DUNES",60,"",NA,70,"2269a","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.47624805,42.94300328,"3 - UTM10x10 + Elevation",1390
"T-P22329",-0.018444193515111,0.00932404463741821,"20","V38",10,522329,87,14031,"30TTN95","",19164,1130,"Getino","","ATL_COAST","N_DUNES",60,"",NA,200,"2269a","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.551723284,42.93053925,"3 - UTM10x10 + Elevation",1130
"T-P22330",-0.0222949422195932,0.00318237878957373,"20","V38",10,522330,69,14010,"30TUN45","",19165,1390,"Puerto del Pando","","ATL_COAST","N_DUNES",50,"",NA,50,"2269a","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-4.935418861,42.89399817,"3 - UTM10x10 + Elevation",1390
"T-P22331",-0.0247673827955153,0.00902807833050479,"20","V38",10,522331,81,15569,"30TUN56","",19166,1390,"Llánaves de la Reina","","ATL_COAST","N_DUNES",60,"",NA,20,"2269a","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1390
"T-P22332",-0.0286372073768373,0.00731117166040474,"20","V38",10,522332,55,12180,"30TUN56","",19167,1610,"Puerto del San Glorio","","ATL_COAST","N_DUNES",40,"",NA,100,"2269a","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-4.782988275,43.0441535,"3 - UTM10x10 + Elevation",1610
"T-P22333",-0.0182475384276791,0.00580246835757492,"20","V38",10,522333,96,10126,"30TUN34","",19168,1070,"Desfiladero de las Conjas","","ATL_COAST","N_DUNES",60,"",NA,200,"2269b","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-4.979170824,42.8068027,"3 - UTM10x10 + Elevation",1070
"T-P22334",-0.0249805920882357,0.00439508781297249,"20","V38",10,522334,73,14400,"30TUN56","",19169,1280,"Portilla de la Reina","","ATL_COAST","N_DUNES",60,"",NA,120,"2269b","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-4.82246974,43.05073515,"3 - UTM10x10 + Elevation",1280
"T-P22335",-0.0256518117445772,0.00825489806162671,"20","V38",10,522335,84,12712,"30TUN35","",19170,1090,"Pedrosa del Rey","","ATL_COAST","N_DUNES",80,"",NA,200,"2269b","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-4.971931033,42.96361238,"3 - UTM10x10 + Elevation",1090
"T-P22336",-0.0189446147924341,0.0115750850072883,"20","V38",10,522336,91,10367,"30TTN95","",19171,1090,"Vegacervera","","ATL_COAST","N_DUNES",70,"",NA,100,"2269c","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.527993205,42.88964501,"3 - UTM10x10 + Elevation",1090
"T-P22337",-0.0213283535525544,0.00536831835985319,"20","V38",10,522337,85,14865,"30TUN16","",19172,1170,"Cofiñal","","ATL_COAST","N_DUNES",60,"",NA,200,"2269c","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.265788485,43.01940179,"3 - UTM10x10 + Elevation",1170
"T-P22338",-0.0202062891837588,0.0120089871170841,"20","V38",10,522338,84,13398,"30TUN36","",19173,1140,"Liegos","","ATL_COAST","N_DUNES",50,"",NA,50,"2269c","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.000524256,43.01354245,"3 - UTM10x10 + Elevation",1140
"T-P22339",-0.0153117520369405,0.00818251364012457,"20","V38",10,522339,85,11803,"30TUN46","",19174,1180,"Barniedo de la Reina","","ATL_COAST","N_DUNES",70,"",NA,100,"2269c","Cirsio chodati-Carduetum carpetani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-4.920854553,42.97708789,"3 - UTM10x10 + Elevation",1180
"T-P22340",-0.0247899121832182,0.00691682694169671,"20","V",10,522340,67,14068,"30TUN17","",19175,1510,"Puerto de Tarna","","ATL_COAST","N_DUNES",70,"",NA,100,"3326","Carduo nutantis-Cirsietum chodati","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V     ","No forest",-5.219266299,43.09054916,"3 - UTM10x10 + Elevation",1510
"T-P22341",-0.0254203572343465,0.00679968013693144,"20","V38",10,522341,69,14914,"30TUN17","",19176,1440,"Puerto de Tarna","","ATL_COAST","N_DUNES",80,"",NA,150,"3326","Carduo nutantis-Cirsietum chodati","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.293533307,43.10529203,"3 - UTM10x10 + Elevation",1440
"T-P22342",-0.0255613438171967,0.00643311285543313,"20","V38",10,522342,79,14560,"30TUN27","",19177,1270,"Valle de Riosol","","ATL_COAST","N_DUNES",80,"",NA,60,"3326","Carduo nutantis-Cirsietum chodati","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.132614525,43.14262273,"3 - UTM10x10 + Elevation",1270
"T-P22343",-0.0179899234213512,0.00349880971817262,"20","V38",10,522343,80,12938,"30TUN27","",19178,1200,"La Uña","","ATL_COAST","N_DUNES",60,"",NA,50,"3326","Carduo nutantis-Cirsietum chodati","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.095502023,43.13610515,"3 - UTM10x10 + Elevation",1200
"T-P22344",-0.020675867910132,0.00698766042060539,"20","V38",10,522344,84,13736,"30TUN36","",19179,1070,"Escaro","","ATL_COAST","N_DUNES",80,"",NA,100,"3326","Carduo nutantis-Cirsietum chodati","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.024032771,43.01942117,"4 - UTM10x10 + Centroid",1070
"T-P22352",-0.00396792203984389,0.0207846305687002,"20","V38",10,522352,124,7789,"29TPH81","",19180,490,"Cacabelos","","ATL_COAST","N_DUNES",80,"",NA,150,"1966","Carduo bourgeani-Silybetum mariani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-6.778527631,42.55263435,"3 - UTM10x10 + Elevation",490
"T-P22353",0.00472269703692743,0.0102743447106455,"20","V33",6,522353,118,8089,"29TPH72","",19181,510,"Valtuille de Abajo","","ATL_COAST","N_DUNES",100,"",NA,200,"1966","Carduo bourgeani-Silybetum mariani","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V33   ","No forest",-6.816288499,42.61260869,"3 - UTM10x10 + Elevation",510
"T-P22356",-0.0229718313524804,0.00884595327130033,"20","V38",10,522356,98,9075,"30TTN94","",19182,970,"Robles de la Valcueva","","ATL_COAST","N_DUNES",80,"",NA,200,"2165a","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.505504211,42.81810239,"3 - UTM10x10 + Elevation",970
"T-P22357",-0.0158071431184968,0.00312661747127441,"20","V38",10,522357,92,8778,"30TTN94","",19183,1040,"Matallana de Torío","","ATL_COAST","N_DUNES",80,"",NA,100,"2165a","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.54690667,42.81358653,"3 - UTM10x10 + Elevation",1040
"T-P22358",-0.0198958681511342,0.00497460490022861,"20","V38",10,522358,93,7224,"30TTN83","",19184,1120,"El Rabizo","","ATL_COAST","N_DUNES",80,"",NA,100,"2165a","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.681268868,42.75288732,"3 - UTM10x10 + Elevation",1120
"T-P22359",-0.0189918129568414,0.00740521466472222,"20","V38",10,522359,96,7943,"30TTN84","",19160,950,"La Robla","","ATL_COAST","N_DUNES",85,"",NA,150,"2165a","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.627476499,42.80996401,"3 - UTM10x10 + Elevation",950
"T-P22360",-0.0165077231213047,0.00845357307917904,"20","V38",10,522360,88,11387,"30TTN85","",19185,1080,"Villasimpliz","","ATL_COAST","N_DUNES",70,"",NA,150,"2165a","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.643608303,42.90143927,"3 - UTM10x10 + Elevation",1080
"T-P22361",-0.0172277545657692,-0.00511197555989695,"20","V38",10,522361,92,11099,"30TTN75","",19186,1170,"San Martín de la Tercia","","ATL_COAST","N_DUNES",80,"",NA,100,"2165a","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.701239318,42.87488037,"3 - UTM10x10 + Elevation",1170
"T-P22362",-0.0169389319020146,0.00810708602002319,"20","V38",10,522362,97,10075,"30TUN04","",19187,960,"La Vega de Boñar","","ATL_COAST","N_DUNES",80,"",NA,120,"2165d","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.330723492,42.85421267,"3 - UTM10x10 + Elevation",960
"T-P22363",-0.0206974885179053,0.00972034101696295,"20","V38",10,522363,94,8977,"30TUN04","",19188,1040,"Otero de Curueño","","ATL_COAST","N_DUNES",80,"",NA,200,"2165d","Carduo carpetani-Onopordetum acanthii","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79."," V38   ","No forest",-5.398788954,42.84200043,"3 - UTM10x10 + Elevation",1040
"T-P22429",0.0573581527144422,-0.146995376727065,"12","V15",4,522429,128,11640,"30TUP20","",19271,200,"Mais-Acker in der Talane oberhalb von Cangas de Onís","","ATL_COAST","N_DUNES",NA,"",NA,100,"748","Lamio hybridi-Echinochloetum crus-gallii","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-5.181564248,43.41182702,"3 - UTM10x10 + Elevation",200
"T-P22430",-0.00562886980317143,-0.0684869662770539,"12","V15",4,522430,141,12472,"30TWN09","",19216,50,"Erandio","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-2.923873267,43.3065519,"3 - UTM10x10 + Elevation",50
"T-P22431",-0.0100587464149664,-0.0635782065815961,"12","V37",9,522431,139,12713,"30TWN09","",19204,40,"Lejona","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V37   ","No forest",-2.886899551,43.29751671,"3 - UTM10x10 + Elevation",40
"T-P22432",-0.00969931756163361,-0.0613669171190143,"12","V15",4,522432,130,14495,"30TVN68","",19218,280,"Lanestosa","","ATL_COAST","N_DUNES",NA,"",NA,80,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.46567853,43.2119808,"3 - UTM10x10 + Elevation",280
"T-P22433",-0.0041340223937115,-0.0630708290216813,"12","V15",4,522433,138,16119,"30TVP70","",19219,40,"Liendo","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.328853765,43.408756,"3 - UTM10x10 + Elevation",40
"T-P22434",-0.00735029359397082,-0.0577116952683054,"12","V15",4,522434,138,14091,"30TVN69","",19220,10,"Ampuero","","ATL_COAST","N_DUNES",NA,"",NA,200,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.422305453,43.34901953,"3 - UTM10x10 + Elevation",10
"T-P22435",-0.0117223695405931,-0.0567420236885426,"12","V15",4,522435,140,14295,"30TVP60","",19221,5,"Colindres","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.477017479,43.4028313,"3 - UTM10x10 + Elevation",5
"T-P22436",-0.00576077490342106,-0.0712582688383386,"12","V15",4,522436,134,13952,"30TVP60","",19222,220,"Seña","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.427544305,43.39222163,"3 - UTM10x10 + Elevation",220
"T-P22437",-0.00715178250968276,-0.0599468177330043,"12","V15",4,522437,139,14047,"30TVN69","",19223,60,"Gibaja","","ATL_COAST","N_DUNES",NA,"",NA,100,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.40740299,43.33466633,"3 - UTM10x10 + Elevation",60
"T-P22438",-0.0126671610613392,-0.0448163894706473,"12","V32",5,522438,139,13410,"30TVP20","",19224,50,"Arce","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-3.902340798,43.43628368,"3 - UTM10x10 + Elevation",50
"T-P22439",-0.0127786773418241,-0.0421858575620758,"12","V32",5,522439,142,13740,"30TVP20","",19225,5,"Mogro","","ATL_COAST","N_DUNES",NA,"",NA,30,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-3.9863821,43.43739046,"3 - UTM10x10 + Elevation",5
"T-P22440",-0.0102118305622049,-0.0556810326925441,"12","V15",4,522440,141,12477,"30TVN09","",19226,100,"Casar de Periedo","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-4.191815172,43.32738123,"3 - UTM10x10 + Elevation",100
"T-P22441",-0.00620774712033323,-0.0578585982214946,"12","V15",4,522441,134,14468,"30TVN68","",19227,280,"La Revilla","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V15   ","No forest",-3.470713616,43.22636775,"3 - UTM10x10 + Elevation",280
"T-P22442",-0.0136447632183082,-0.0476505172374467,"12","V37",9,522442,140,12318,"30TUP80","",19228,5,"Merón","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V37   ","No forest",-4.419710551,43.36800013,"3 - UTM10x10 + Elevation",5
"T-P22443",-0.0160364751724231,-0.0468257263442767,"12","V32",5,522443,142,NA,"30TUP70","",19229,5,"Pesués","","ATL_COAST","N_DUNES",NA,"",NA,50,"749","Fumario capreolatae-Veronicetum persicae","Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.","1986","Datos sobre la vegetación arvense de la Cornisa Cantábrica."," Lazaroa, 9: 241-254."," V32   ","No forest",-4.598229966,43.39805967,"3 - UTM10x10 + Elevation",5
