TaxonConcept,AccordingTo,TaxonRank,Hybrid,EIVE1-M,EIVE1-M.nw3,EIVE1-M.n,EIVE1-N,EIVE1-N.nw3,EIVE1-N.n,EIVE1-R,EIVE1-R.nw3,EIVE1-R.n,EIVE1-L,EIVE1-L.nw3,EIVE1-L.n,EIVE1-T,EIVE1-T.nw3,EIVE1-T.n
Hierochloë repens,Euro+Med,Species,,"3,6","3,5",6,"4,0","4,3",4,"6,1","3,3",6,"6,0","4,1",3,"3,9","2,9",6
Himantoglossum adriaticum,Euro+Med,Species,,"2,9","3,2",3,"2,5","2,5",3,"8,5","3,1",3,"7,1","2,5",3,"5,6","2,5",3
Himantoglossum affine,Euro+Med,Species,,"2,8","4,4",1,"3,7","2,0",1,"7,1","2,2",1,"5,1","2,0",1,"6,6","1,9",1
Himantoglossum caprinum,Euro+Med,Species,,"3,3","5,4",2,"4,2","4,2",2,"7,1","2,7",2,"6,6","4,6",2,"6,6","2,7",2
Himantoglossum comperianum,Euro+Med,Species,,"3,2","3,3",1,"4,2","5,6",1,"7,1","2,7",2,"5,9","4,6",2,"7,0","2,1",2
Himantoglossum hircinum,Euro+Med,Species,,"2,7","2,8",12,"2,1","2,8",10,"8,8","3,2",11,"7,3","2,5",10,"5,5","3,3",10
Himantoglossum hircinum agg.,addition,Species Aggregate.,,"3,0","2,7",5,"2,5","3,1",4,"8,5","3,5",5,"7,0","3,0",3,"5,5","2,3",5
Himantoglossum robertianum,Euro+Med,Species,,"2,7","3,4",4,"4,0","4,0",4,"7,2","3,4",4,"6,5","3,2",4,"7,1","3,3",4
Hippocrepis biflora,Euro+Med,Species,,"1,8","4,6",2,"4,6","4,6",2,"7,4","2,7",2,"8,4","3,6",2,"7,7","4,6",2
Hippocrepis ciliata,Euro+Med,Species,,"1,8","4,6",2,"4,6","4,6",2,"8,6","2,6",2,"8,4","3,6",2,"7,7","4,6",2
Hippocrepis commutata,Euro+Med,Species,,"2,1","2,5",2,"1,2","2,8",2,"9,0","3,3",2,"8,8","3,2",2,"5,0","2,7",2
Hippocrepis comosa,Euro+Med,Species,,"2,7","3,8",20,"2,1","3,3",16,"7,7","3,7",17,"7,5","3,5",15,"4,2","3,3",15
Hippocrepis cyclocarpa,Euro+Med,Species,,"0,3","4,4",1,"4,9","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,6","1,9",1
Hippocrepis emerus,Euro+Med,Species,,"3,0","3,6",6,"2,5","3,8",6,"8,4","3,1",6,"6,1","2,9",5,"5,2","2,3",6
Hippocrepis emerus subsp. emeroides,Euro+Med,Subspecies,,"2,7","4,0",3,"3,4","4,8",3,"8,6","3,7",3,"7,1","4,0",3,"6,8","4,6",3
Hippocrepis emerus subsp. emerus,Euro+Med,Subspecies,,"2,8","2,4",9,"2,3","3,5",5,"9,1","2,5",7,"6,7","2,8",5,"4,9","2,6",7
Hippocrepis glauca,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"8,8","1,9",1,"9,4","1,9",1,"7,3","2,3",1
Hippocrepis multisiliquosa,Euro+Med,Species,,"1,4","5,0",2,"1,9","2,0",1,"8,6","2,6",2,"9,0","2,6",2,"7,7","2,7",2
Hippocrepis scorpioides,Euro+Med,Species,,"3,3","2,5",1,"3,9","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"5,2","2,1",1
Hippocrepis unisiliquosa,Euro+Med,Species,,"2,2","4,4",1,"4,2","5,6",1,"7,9","1,8",1,,,,,,
Hippocrepis unisiliquosa subsp. unisiliquosa,Euro+Med,Subspecies,,"0,3","4,4",1,"4,9","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Hippophaë rhamnoides,Euro+Med,Species,,"3,9","4,9",16,"3,0","5,1",14,"7,6","3,6",14,"8,3","3,6",13,"4,5","3,5",13
Hippophaë rhamnoides subsp. carpatica,Euro+Med,Subspecies,,"3,1","3,6",3,"2,4","3,0",3,"8,6","2,3",3,"9,3","2,2",2,"4,6","1,8",3
Hippophaë rhamnoides subsp. fluviatilis,Euro+Med,Subspecies,,"4,4","4,2",3,"3,4","5,1",3,"8,2","2,7",3,"8,8","3,2",3,"4,5","3,6",3
Hippophaë rhamnoides subsp. rhamnoides,Euro+Med,Subspecies,,"3,9","5,0",3,"3,6","2,6",2,"7,3","3,0",3,"8,8","3,1",2,"4,6","3,2",3
Hippuris tetraphylla,Euro+Med,Species,,"8,1","2,5",1,"5,0","1,8",1,"7,4","1,7",1,"8,7","1,6",1,"2,7","1,9",1
Hippuris vulgaris,Euro+Med,Species,,"8,5","3,1",21,"5,3","4,8",14,"7,6","3,6",18,"7,0","3,4",15,"4,0","4,1",16
Hippuris x lanceolata,addition,hyb.-sp.,TRUE,"7,8","5,1",2,"5,1","5,9",2,"7,1","2,9",2,"8,0","4,6",2,"3,3","7,1",2
Hirschfeldia incana,Euro+Med,Species,,"2,8","3,6",13,"5,7","3,8",13,"7,4","2,6",12,"8,3","2,7",13,"6,1","4,6",12
Hirtellina fruticosa,Euro+Med,Species,,"1,1","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"6,6","3,8",1
Hladnikia pastinacifolia,Euro+Med,Species,,"2,3","1,9",1,"2,6","2,0",1,"9,8","1,8",1,"9,8","1,8",1,"3,4","2,1",1
Holcus annuus subsp. setiglumis,Euro+Med,Subspecies,,"3,4","2,2",1,"3,1","2,0",1,"4,1","1,9",1,"7,0","1,9",1,"4,7","2,3",1
Holcus gayanus,Euro+Med,Species,,"2,1","2,5",2,"1,2","2,8",2,"2,7","2,7",2,"8,8","3,2",2,"5,3","2,1",2
Holcus lanatus,Euro+Med,Species,,"5,0","3,7",28,"5,0","3,8",21,"5,3","5,1",18,"7,1","3,1",19,"4,4","4,1",21
Holcus lanatus agg.,addition,Species Aggregate.,,"4,8","3,9",1,"2,6","4,0",1,"5,4","3,6",1,"5,4","3,7",1,"5,0","4,2",1
Holcus lanatus subsp. lanatus,Euro+Med,Subspecies,,"4,1","2,5",1,"6,3","2,0",1,"3,8","1,9",1,"7,0","2,0",1,"4,2","2,1",1
Holcus mollis,Euro+Med,Species,,"4,5","3,3",23,"3,3","3,7",19,"2,4","4,5",20,"5,5","4,8",17,"4,3","3,5",18
Holcus mollis subsp. mollis,Euro+Med,Subspecies,,"5,0","2,5",1,"2,8","2,0",1,"2,6","1,9",1,"4,5","2,0",1,"4,2","2,1",1
Holcus notarisii,Euro+Med,Species,,"3,7","2,6",2,"2,9","2,4",2,"4,8","2,8",2,"6,2","3,2",2,"5,3","3,2",2
Holcus x hybridus,addition,hyb.-sp.,TRUE,"5,0","2,5",1,"2,8","2,0",1,"2,6","1,9",1,"4,5","2,0",1,"4,2","2,1",1
Holosteum umbellatum,Euro+Med,Species,,"2,8","3,3",17,"3,7","4,5",12,"6,3","6,1",11,"8,2","2,8",13,"4,9","2,9",15
Holosteum umbellatum subsp. glutinosum,Euro+Med,Subspecies,,"2,7","3,3",1,"3,1","3,8",1,"7,9","1,8",1,"8,1","2,3",1,"5,2","2,4",1
Holosteum umbellatum subsp. umbellatum,Euro+Med,Subspecies,,"2,6","3,5",4,"2,8","3,2",3,"6,7","4,9",4,"8,8","2,9",3,"5,0","3,8",4
Homogyne alpina,Euro+Med,Species,,"5,0","3,1",17,"1,9","3,1",11,"3,3","3,5",14,"5,7","5,5",13,"2,6","3,4",13
Homogyne discolor,Euro+Med,Species,,"5,4","4,3",5,"4,1","4,2",4,"7,9","2,3",4,"8,3","4,7",4,"0,5","3,1",4
Homogyne sylvestris,Euro+Med,Species,,"4,2","2,3",4,"3,0","2,4",3,"7,4","4,6",3,"3,3","4,0",3,"3,3","2,7",3
Honckenya peploides,Euro+Med,Species,,"4,9","2,4",10,"7,0","4,4",9,"7,1","2,0",9,"9,1","1,2",9,"4,3","2,4",7
Honckenya peploides subsp. peploides,Euro+Med,Subspecies,,"5,0","2,5",1,"7,5","2,0",1,"7,3","1,9",1,"8,2","2,0",1,"3,3","2,1",1
Horaninovia ulicina,Euro+Med,Species,,"0,4","1,2",1,,,,,,,,,,,,
Hordelymus europaeus,Euro+Med,Species,,"4,5","2,9",24,"6,0","4,4",19,"7,1","3,2",22,"3,1","4,6",19,"4,0","2,9",21
Hordeum brevisubulatum,Euro+Med,Species,,"5,0","4,7",1,,,,,,,,,,,,
Hordeum brevisubulatum subsp. violaceum,Euro+Med,Subspecies,,"4,4","2,0",1,"4,9","1,4",1,"5,7","1,2",1,"7,4","1,7",1,"2,5","1,6",1
Hordeum bulbosum,Euro+Med,Species,,"3,4","4,3",6,"5,3","7,1",5,"6,5","3,2",6,"8,0","2,4",5,"6,2","6,0",6
Hordeum bulbosum subsp. bulbosum,Euro+Med,Subspecies,,"3,3","2,5",1,"6,3","2,0",1,"7,3","1,9",1,"8,2","2,0",1,"7,2","2,1",1
Hordeum bulbosum subsp. nodosum,Euro+Med,Subspecies,,"3,3","2,5",1,"6,3","2,0",1,"7,3","1,9",1,"8,2","2,0",1,"7,2","2,1",1
Hordeum geniculatum,Euro+Med,Species,,"3,5","4,7",7,"5,7","5,3",5,"6,4","4,2",6,"9,0","2,7",4,"5,3","4,6",6
Hordeum jubatum,Euro+Med,Species,,"4,3","4,9",10,"6,2","4,1",10,"6,9","3,5",9,"8,9","3,2",10,"4,7","4,0",8
Hordeum marinum,Euro+Med,Species,,"4,2","6,0",11,"5,6","4,1",10,"7,0","3,9",10,"9,0","3,2",9,"5,3","5,1",10
Hordeum marinum agg.,addition,Species Aggregate.,,"6,6","2,5",1,"5,4","2,3",1,"7,1","1,9",1,"9,4","2,1",1,"4,6","2,3",1
Hordeum murinum,Euro+Med,Species,,"3,4","3,0",18,"6,5","4,6",17,"6,8","3,8",16,"8,1","2,2",16,"5,7","3,7",16
Hordeum murinum subsp. glaucum,Euro+Med,Subspecies,,"3,0","4,9",2,"9,1","2,7",2,"7,8","3,2",2,"8,4","2,3",2,"6,2","5,5",2
Hordeum murinum subsp. leporinum,Euro+Med,Subspecies,,"2,9","3,8",9,"7,4","5,4",7,"6,8","3,4",8,"8,0","2,5",7,"6,0","4,2",8
Hordeum murinum subsp. murinum,Euro+Med,Subspecies,,"3,1","3,4",5,"7,1","4,3",4,"7,0","4,3",5,"8,2","2,1",4,"5,7","3,8",5
Hordeum secalinum,Euro+Med,Species,,"5,0","3,4",15,"5,6","3,0",13,"6,0","3,5",13,"8,1","1,6",13,"4,9","3,3",13
Hordeum vulgare,Euro+Med,Species,,"3,7","4,1",4,"6,9","5,7",4,"7,0","4,8",4,"8,3","3,3",4,"4,9","4,1",3
Hordeum vulgare subsp. agriocrithon,Euro+Med,Subspecies,,"3,6","4,4",1,"7,2","2,0",1,"7,1","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Hordeum vulgare subsp. distichon,Euro+Med,Subspecies,,"3,6","2,5",3,"5,9","4,2",3,"7,7","2,8",3,"8,4","3,1",3,"5,1","2,3",2
Hordeum vulgare subsp. vulgare,Euro+Med,Subspecies,,"3,3","2,5",1,"7,5","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"5,2","2,1",1
Hormathophylla ligustica,Euro+Med,Species,,"2,4","3,4",2,"2,3","2,6",2,"7,6","3,6",2,"7,3","2,3",2,"4,5","7,8",2
Hormathophylla spinosa,Euro+Med,Species,,"2,4","1,4",1,"2,8","1,8",1,"7,1","1,6",1,"8,1","2,2",1,"3,3","1,6",1
Horminum pyrenaicum,Euro+Med,Species,,"4,3","3,0",8,"2,1","2,7",7,"8,7","3,5",7,"8,4","3,4",7,"1,6","3,1",7
Hormuzakia aggregata,Euro+Med,Species,,"0,6","5,0",2,"5,1","3,6",2,"7,4","3,8",2,"9,0","2,6",2,"8,9","2,3",2
Hornungia alpina,Euro+Med,Species,,"5,1","3,6",5,"2,6","3,1",5,"8,2","2,6",4,"9,1","2,1",5,"0,7","2,3",5
Hornungia alpina subsp. alpina,Euro+Med,Subspecies,,"3,2","4,0",3,"2,3","2,7",3,"8,1","3,4",3,"7,9","2,5",3,"2,0","3,3",3
Hornungia alpina subsp. auerswaldii,Euro+Med,Subspecies,,"3,3","2,0",2,"1,8","1,8",1,"7,4","2,3",2,"8,8","3,2",2,"2,5","2,3",2
Hornungia alpina subsp. austroalpina,Euro+Med,Subspecies,,"3,5","2,5",1,"2,1","2,3",1,"9,4","1,9",1,"9,4","2,1",1,"1,0","2,3",1
Hornungia alpina subsp. brevicaulis,Euro+Med,Subspecies,,"5,4","2,0",3,"2,0","1,2",2,"6,8","4,7",3,"9,0","1,1",2,"1,6","7,0",3
Hornungia pauciflora,Euro+Med,Species,,"2,5","3,0",3,"6,7","6,8",3,"8,4","3,6",3,"7,8","2,4",3,"3,1","3,0",3
Hornungia petraea,Euro+Med,Species,,"2,0","3,2",18,"1,6","3,7",15,"8,7","3,6",17,"8,1","2,9",14,"5,5","2,7",16
Hornungia procumbens,Euro+Med,Species,,"3,7","5,4",5,"5,8","6,8",4,"7,9","3,4",5,"8,5","2,6",4,"5,8","4,2",5
Hornungia procumbens agg.,addition,Species Aggregate.,,"4,3","5,8",1,"9,6","4,0",1,"7,6","1,8",1,"7,6","1,8",1,"4,2","6,3",1
Hornungia procumbens subsp. procumbens,Euro+Med,Subspecies,,"3,4","4,7",2,"7,3","3,7",2,"9,1","2,2",2,"8,5","3,6",2,"7,4","4,2",2
Hornungia procumbens subsp. revelierei,Euro+Med,Subspecies,,"3,3","2,5",1,"5,1","2,0",1,"8,4","1,9",1,"9,5","2,0",1,"7,2","2,1",1
Horstrissea dolinicola,Euro+Med,Species,,"4,4","4,4",1,"4,9","2,0",1,"8,4","1,1",1,"8,7","2,0",1,"5,6","1,0",1
Hottonia palustris,Euro+Med,Species,,"8,8","3,0",21,"4,8","4,1",16,"5,5","3,2",18,"6,3","4,4",15,"4,6","3,0",17
Humulus japonicus,Euro+Med,Species,,"5,8","4,3",3,"6,9","5,3",2,"5,7","2,6",3,"7,3","2,3",2,"5,1","4,2",3
Humulus lupulus,Euro+Med,Species,,"6,1","3,6",25,"8,0","4,4",19,"6,4","3,7",21,"5,8","5,1",19,"4,6","3,4",21
Huperzia selago,Euro+Med,Species,,"5,1","3,7",25,"3,8","5,8",19,"2,7","4,3",21,"4,0","6,9",18,"2,5","4,2",19
Huperzia selago subsp. selago,Euro+Med,Subspecies,,"4,8","3,2",3,"4,4","3,3",3,"2,3","2,9",3,"4,2","4,9",3,"2,1","2,5",3
Hyacinthella leucophaea,Euro+Med,Species,,"2,6","3,3",4,"3,6","2,8",1,"6,6","2,4",2,"8,0","2,5",2,"5,3","2,4",3
Hyacinthella pallasiana,Euro+Med,Species,,"2,2","3,3",1,"3,6","2,8",1,"6,8","2,4",1,"8,1","2,3",1,"5,5","0,6",1
Hyacinthoides hispanica,Euro+Med,Species,,"3,7","2,7",5,"4,9","5,3",5,"5,4","4,0",5,"5,4","5,2",5,"5,4","2,6",4
Hyacinthoides italica,Euro+Med,Species,,"3,8","5,1",3,"3,9","6,0",3,"5,6","4,0",3,"7,3","4,9",3,"5,8","3,3",3
Hyacinthoides non-scripta,Euro+Med,Species,,"4,3","3,6",11,"5,8","4,1",10,"6,0","4,3",10,"4,6","3,4",10,"4,9","3,7",9
Hyacinthoides non-scripta agg.,addition,Species Aggregate.,,"4,8","3,9",1,"5,0","2,0",1,"5,4","3,6",1,"5,4","1,8",1,"5,0","4,2",1
Hyacinthoides x massartiana,addition,hyb.-sp.,TRUE,"3,8","3,6",2,"4,9","5,6",2,"5,6","4,7",2,"3,4","2,0",2,"5,5","3,3",2
Hyacinthus orientalis,Euro+Med,Species,,"3,4","3,2",4,"5,6","3,5",4,"6,9","3,3",4,"7,3","2,3",4,"5,5","2,6",3
Hydrilla verticillata,Euro+Med,Species,,"9,2","1,9",6,"4,3","3,9",5,"9,1","1,9",5,"6,1","1,4",5,"4,0","2,4",4
Hydrocharis morsus-ranae,Euro+Med,Species,,"8,9","2,8",22,"6,9","4,3",17,"6,6","3,0",19,"7,0","3,1",16,"4,7","3,5",18
Hydrocotyle bonariensis,Euro+Med,Species,,"7,5","2,2",1,"3,1","2,0",1,"4,1","1,9",1,"9,4","1,9",1,"6,4","2,3",1
Hydrocotyle ranunculoides,Euro+Med,Species,,"7,7","2,9",3,"5,3","5,3",3,"5,5","3,7",3,"7,2","4,6",3,"6,6","2,3",2
Hydrocotyle sibthorpioides,Euro+Med,Species,,"7,5","2,2",1,"3,1","2,0",1,"4,1","1,9",1,"9,4","1,9",1,"6,4","2,3",1
Hydrocotyle vulgaris,Euro+Med,Species,,"7,1","3,3",22,"2,7","3,6",18,"3,9","4,3",19,"6,7","3,9",16,"4,8","4,2",17
Hylotelephium anacampseros,Euro+Med,Species,,"2,8","2,5",2,"1,7","3,6",2,"2,5","3,0",2,"8,5","3,3",2,"1,9","6,1",2
Hylotelephium ewersii,Euro+Med,Species,,"3,0","2,5",1,,,,,,,"6,1","1,6",1,"3,8","1,9",1
Hylotelephium maximum,Euro+Med,Species,,"2,8","2,8",18,"3,6","4,0",12,"5,7","4,6",15,"7,2","3,8",12,"4,6","2,7",15
Hylotelephium maximum subsp. maximum,Euro+Med,Subspecies,,"3,4","2,2",1,"4,2","2,0",1,"7,6","1,9",1,"7,0","1,9",1,"4,7","2,3",1
Hylotelephium maximum subsp. ruprechtii,Euro+Med,Subspecies,,"2,7","5,5",2,"4,0","5,9",2,"6,2","3,3",2,"8,4","5,3",2,"5,2","3,6",2
Hylotelephium telephium,Euro+Med,Species,,"3,3","4,7",16,"4,2","7,2",11,"6,2","5,4",15,"7,2","4,7",14,"3,9","5,0",14
Hylotelephium telephium agg.,addition,Species Aggregate.,,"3,3","3,5",2,"4,4","4,0",2,"5,5","4,9",2,"7,3","2,5",2,"4,4","3,6",2
Hylotelephium vulgare,Euro+Med,Species,,"3,7","4,1",6,"3,4","3,8",4,"4,5","4,4",6,"7,5","6,2",5,"3,4","3,9",6
Hymenocarpos circinnatus,Euro+Med,Species,,"1,8","4,6",2,"4,0","5,6",2,"6,9","4,8",2,"8,4","3,6",2,"7,7","4,6",2
Hymenonema graecum,Euro+Med,Species,,"2,8","4,4",1,"3,7","2,0",1,"8,4","2,2",1,"7,5","2,0",1,"8,1","1,9",1
Hymenophyllum tunbrigense,Euro+Med,Species,,"5,9","3,8",6,"2,3","5,2",4,"2,0","3,8",6,"3,9","3,3",6,"5,0","3,6",5
Hymenophyllum wilsonii,Euro+Med,Species,,"4,3","2,3",1,"3,1","2,0",1,"2,1","2,0",1,"4,1","2,2",1,,,
Hyoscyamus albus,Euro+Med,Species,,"2,8","4,7",6,"9,3","2,9",5,"7,6","4,5",5,"8,2","3,1",5,"6,4","4,0",6
Hyoscyamus aureus,Euro+Med,Species,,"3,2","6,5",1,"9,5","2,0",1,"9,8","1,1",1,"7,5","2,0",1,"8,1","1,9",1
Hyoscyamus niger,Euro+Med,Species,,"3,6","3,5",22,"8,9","5,1",19,"6,9","3,4",20,"7,8","3,8",18,"4,7","3,5",19
Hyoseris frutescens,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"7,6","1,9",1,"9,4","1,9",1,"6,4","2,3",1
Hyoseris lucida,Euro+Med,Species,,"2,8","4,4",1,"8,3","2,0",1,"9,8","1,1",1,"8,7","2,0",1,"8,1","1,9",1
Hyoseris radiata,Euro+Med,Species,,"2,8","4,9",2,"3,9","4,1",2,"7,3","7,2",2,"9,0","3,2",2,"7,0","3,6",3
Hyoseris scabra,Euro+Med,Species,,"3,1","3,3",2,"4,6","6,5",2,"8,0","2,9",2,"8,4","3,6",2,"7,5","4,1",2
Hyoseris taurina,Euro+Med,Species,,"0,9","2,2",1,"0,8","2,0",1,"7,6","1,9",1,"9,4","1,9",1,"8,2","2,3",1
Hyparrhenia hirta,Euro+Med,Species,,"2,0","4,4",3,"3,5","3,7",3,"7,9","2,6",3,"9,3","2,7",3,"8,3","4,5",3
Hyparrhenia sinaica,Euro+Med,Species,,"1,5","2,5",1,"2,8","2,0",1,"8,4","1,9",1,"9,5","2,0",1,"8,1","2,1",1
Hypecoum imberbe,Euro+Med,Species,,"2,5","3,1",3,"5,4","6,2",3,"5,6","3,9",3,"8,6","3,0",3,"6,0","3,7",3
Hypecoum pendulum,Euro+Med,Species,,"2,4","2,5",1,"6,3","2,0",1,"8,4","1,9",1,"9,5","2,0",1,"7,2","2,1",1
Hypecoum procumbens,Euro+Med,Species,,"1,9","2,6",2,"4,2","2,0",1,"5,8","2,6",2,"8,2","1,9",1,"7,4","2,4",2
Hypecoum procumbens subsp. procumbens,Euro+Med,Subspecies,,"1,9","4,4",1,"8,3","2,0",1,"8,4","2,2",1,"9,8","2,0",1,"8,1","1,9",1
Hypecoum torulosum,Euro+Med,Species,,"1,9","4,4",1,"6,0","2,0",1,"8,4","2,2",1,"9,8","2,0",1,"8,6","1,9",1
Hypericum aciferum,Euro+Med,Species,,"0,3","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"7,5","2,0",1,"8,1","1,9",1
Hypericum aegypticum subsp. webbii,Euro+Med,Subspecies,,"1,0","5,8",2,"5,1","5,5",2,"7,3","2,7",2,"9,0","2,6",2,"8,6","2,8",2
Hypericum amblycalyx,Euro+Med,Species,,"1,9","4,4",1,"3,7","2,0",1,"8,4","1,1",1,"7,5","2,0",1,"7,6","3,8",1
Hypericum androsaemum,Euro+Med,Species,,"5,7","3,1",7,"5,5","2,7",7,"5,2","3,7",7,"5,0","3,1",7,"5,3","3,2",6
Hypericum annulatum,Euro+Med,Species,,"2,5","2,2",1,"1,9","2,0",1,"2,9","1,9",1,"4,7","1,9",1,"5,5","2,3",1
Hypericum atomarium,Euro+Med,Species,,"3,6","4,4",1,"4,9","2,0",1,"8,4","2,2",1,"2,7","2,0",1,"6,6","1,0",1
Hypericum australe,Euro+Med,Species,,"4,1","4,2",2,"6,4","3,8",2,"6,9","2,6",2,"7,6","2,9",2,"6,8","2,9",2
Hypericum barbatum,Euro+Med,Species,,"4,2","3,4",4,"4,2","3,0",4,"7,5","2,2",4,"6,3","3,4",3,"4,5","2,4",4
Hypericum calycinum,Euro+Med,Species,,"5,4","3,1",2,"5,2","2,4",2,"5,0","2,5",2,"4,8","2,8",2,"5,8","2,1",1
Hypericum canadense,Euro+Med,Species,,"7,6","2,3",1,"2,0","2,0",1,"0,9","2,0",1,"8,2","2,2",1,,,
Hypericum caucasicum,Euro+Med,Species,,"4,4","2,0",1,"3,4","1,4",1,"5,7","1,2",1,"7,4","1,7",1,"2,5","1,6",1
Hypericum coris,Euro+Med,Species,,"2,4","3,4",2,"1,7","3,6",2,"8,7","3,6",2,"8,5","3,3",2,"4,5","4,1",2
Hypericum cuisinii,Euro+Med,Species,,"1,1","4,4",1,"3,7","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"7,6","3,8",1
Hypericum dubium,Euro+Med,Species,,"5,0","4,2",4,"2,7","4,2",4,"3,7","5,5",4,"7,2","3,7",4,"3,5","5,1",3
Hypericum elegans,Euro+Med,Species,,"3,0","2,9",13,"3,4","5,1",9,"8,0","4,0",11,"6,8","4,8",8,"5,0","3,2",11
Hypericum elodes,Euro+Med,Species,,"7,7","3,3",11,"1,5","3,5",9,"2,0","3,6",10,"8,0","2,2",10,"4,7","4,1",9
Hypericum empetrifolium,Euro+Med,Species,,"1,9","2,2",1,"1,4","2,0",1,"7,7","6,7",1,"7,5","2,0",1,"6,6","3,8",1
Hypericum gentianoides,Euro+Med,Species,,"6,8","2,5",1,"5,1","2,0",1,"4,9","1,9",1,"8,2","2,0",1,"6,2","2,1",1
Hypericum hircinum,Euro+Med,Species,,"5,5","4,1",3,"4,8","4,7",3,"6,0","4,8",3,"5,7","3,4",3,"6,5","3,1",3
Hypericum hircinum subsp. albimontanum,Euro+Med,Subspecies,,"7,0","4,4",1,"1,4","2,0",1,"7,1","2,2",1,"5,1","2,0",1,"7,6","3,8",1
Hypericum hircinum subsp. hircinum,Euro+Med,Subspecies,,"4,1","2,5",1,"6,3","2,0",1,"8,4","1,9",1,"7,0","2,0",1,"7,2","2,1",1
Hypericum hircinum subsp. majus,Euro+Med,Subspecies,,"7,0","4,4",1,"1,4","2,0",1,"7,1","2,2",1,"3,9","2,0",1,"8,1","1,9",1
Hypericum hirsutum,Euro+Med,Species,,"4,3","3,4",25,"5,9","5,2",20,"7,1","3,5",22,"6,3","4,4",20,"4,4","3,1",22
Hypericum humifusum,Euro+Med,Species,,"5,5","3,7",20,"3,3","3,4",16,"3,6","3,3",18,"6,9","3,4",15,"4,3","3,8",14
Hypericum hyssopifolium,Euro+Med,Species,,"2,1","2,6",3,"2,1","2,7",3,"7,8","4,0",3,"7,6","4,3",3,"4,8","5,3",3
Hypericum jovis,Euro+Med,Species,,"1,9","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"7,5","2,0",1,"7,1","3,8",1
Hypericum kelleri,Euro+Med,Species,,"4,4","4,4",1,"4,9","2,0",1,"5,7","2,2",1,"8,7","2,0",1,"5,6","3,8",1
Hypericum linarifolium,Euro+Med,Species,,"3,5","3,7",3,"1,5","2,8",3,"2,1","3,3",3,"6,8","3,8",3,"5,3","2,1",2
Hypericum linarioides,Euro+Med,Species,,"3,2","4,4",1,"5,8","4,7",1,"7,2","3,0",1,"7,4","3,5",1,"5,2","1,2",1
Hypericum lydium,Euro+Med,Species,,"2,7","2,2",1,"4,2","1,9",1,"7,5","1,2",1,"8,1","2,3",1,"5,2","1,2",1
Hypericum maculatum,Euro+Med,Species,,"4,9","3,4",17,"3,3","4,8",14,"3,5","4,1",14,"6,7","4,6",13,"3,0","5,0",10
Hypericum maculatum agg.,addition,Species Aggregate.,,"4,8","2,1",2,"2,8","2,0",1,"3,5","2,3",2,"4,7","1,5",1,"3,5","1,3",1
Hypericum maculatum subsp. maculatum,Euro+Med,Subspecies,,"5,3","3,1",3,"1,8","2,3",2,"2,8","2,5",3,"8,2","2,1",2,"4,1","4,8",3
Hypericum majus,Euro+Med,Species,,"6,8","2,5",1,"5,1","2,0",1,"4,9","1,9",1,"8,2","2,0",1,"6,2","2,1",1
Hypericum montanum,Euro+Med,Species,,"3,7","3,0",24,"3,2","3,6",19,"6,6","3,3",22,"5,3","4,4",19,"4,6","2,9",21
Hypericum mutilum,Euro+Med,Species,,"6,4","2,7",3,"5,2","2,3",3,"5,6","2,8",3,"7,6","2,6",3,"6,2","2,6",3
Hypericum nummularium,Euro+Med,Species,,"4,5","4,1",4,"2,4","2,8",3,"9,3","3,2",3,"7,7","2,2",3,"2,5","2,3",3
Hypericum olympicum,Euro+Med,Species,,"2,3","1,9",1,"2,6","2,0",1,"7,6","1,8",1,"7,6","1,8",1,"5,8","2,1",1
Hypericum perfoliatum,Euro+Med,Species,,"3,5","4,6",2,"4,6","2,6",2,"5,5","2,6",2,"6,7","3,3",2,"6,8","4,5",2
Hypericum perforatum,Euro+Med,Species,,"3,7","3,9",26,"4,3","4,3",18,"5,9","3,9",19,"6,9","4,2",19,"4,6","5,0",20
Hypericum perforatum agg. s. l.,addition,Species Aggregate. s.l.,,"4,3","5,8",1,"5,0","4,0",1,"6,3","5,4",1,"5,4","3,7",1,"4,2","6,3",1
Hypericum perforatum subsp. latifolium,Euro+Med,Subspecies,,"3,5","2,3",1,"4,3","1,9",1,"5,9","1,9",1,"6,9","2,1",1,"4,6","2,3",1
Hypericum perforatum subsp. perforatum,Euro+Med,Subspecies,,"2,4","1,4",1,"2,8","1,8",1,"6,2","1,6",1,"8,1","2,2",1,"3,9","1,6",1
Hypericum perforatum subsp. veronense,Euro+Med,Subspecies,,"2,7","3,2",3,"3,3","3,3",3,"6,5","3,1",3,"7,5","2,6",3,"4,8","3,7",3
