"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"11","Q-P08744",121,"Sisymbrio officinalis-Hordeetum murini",48,"Arction lappae","V37","",NA,18,"1990",-4.946753488,42.86499029,"3 - UTM10x10 + Elevation",1200,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"12","Q-P08747",122,"Urtico dioicae-Sambucetum ebuli",49,"Balloto-Conion maculati","V","",NA,20,"1990",-4.504036138,42.88246998,"3 - UTM10x10 + Elevation",1000,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"13","Q-P08748",123,"Urtico dioicae-Sambucetum ebuli",50,"Balloto-Conion maculati","R57","",NA,40,"1990",-4.690827121,42.90687801,"3 - UTM10x10 + Elevation",1250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"14","Q-P08749",124,"Urtico dioicae-Sambucetum ebuli",51,"Balloto-Conion maculati","R57","",NA,20,"1990",-4.512128657,42.91298042,"3 - UTM10x10 + Elevation",1070,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"15","Q-P08750",125,"Galio aparines-Conietum maculati",52,"Balloto-Conion maculati","V39","S",10,40,"1990",-4.514005163,42.88954259,"3 - UTM10x10 + Elevation",1000,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"16","Q-P08751",126,"Galio aparines-Conietum maculati",53,"Arction lappae","V39","",NA,12,"1990",-4.534039347,42.90728585,"3 - UTM10x10 + Elevation",1070,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"17","Q-P08752",127,"Geranio robertiani-Cariolophetum sempervirentis",54,"Alliarienion petiolatae","V39","",NA,20,"1990",-4.67882657,42.91605961,"3 - UTM10x10 + Elevation",1300,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"18","Q-P08753",128,"Geranio robertiani-Cariolophetum sempervirentis",55,"Alliarienion petiolatae","R55","",NA,12,"1990",-4.487894143,42.92410402,"3 - UTM10x10 + Elevation",1080,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"19","Q-P08972",148,"Trifolio medii-Lathyretum nigri",208972,"Alliarienion petiolatae","R55","SW",10,30,"1990",-4.530432385,42.86050798,"3 - UTM10x10 + Elevation",1060,"Linarion triornithophorae","Trifolio-Geranietea sanguinei",0,"Epilobietea angustifolii"
"20","Q-P08978",149,"Omphalodo nitidae-Linarietum triornithophorae",208978,"Alliarienion petiolatae","R57","NE",10,40,"1990",-4.671981819,42.84411989,"3 - UTM10x10 + Elevation",1350,"Linarion triornithophorae","Trifolio-Geranietea sanguinei",0,"Epilobietea angustifolii"
"21","Q-P08979",150,"Omphalodo nitidae-Linarietum triornithophorae",208979,"Alliarienion petiolatae","R57","",NA,20,"1990",-4.804820884,42.86731641,"3 - UTM10x10 + Elevation",1350,"Linarion triornithophorae","Trifolio-Geranietea sanguinei",0,"Epilobietea angustifolii"
"22","Q-P09152",151,"Geranio lusitanici-Scrophularietum herminii",69,"Balloto-Conion maculati","V39","",NA,NA,"2004",-8.040051389,42.06645631,"3 - UTM10x10 + Elevation",1030,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"23","Q-P09153",152,"Geranio lusitanici-Scrophularietum herminii",70,"Balloto-Conion maculati","V","",NA,NA,"2004",-8.125972742,41.84117573,"2 - UTM1x1 + Centroid",1120,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"24","Q-P09154",153,"Geranio lusitanici-Scrophularietum herminii",71,"Alliarienion petiolatae","V38","",NA,NA,"2004",-8.142281322,42.04570422,"3 - UTM10x10 + Elevation",1050,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"25","Q-P09155",154,"Geranio lusitanici-Scrophularietum herminii",72,"Balloto-Conion maculati","V38","",NA,NA,"2004",-8.062724337,42.07805993,"3 - UTM10x10 + Elevation",990,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"26","Q-P09156",155,"Geranio lusitanici-Scrophularietum herminii",73,"Balloto-Conion maculati","V39","",NA,NA,"2004",-7.906153316,41.9282218,"3 - UTM10x10 + Elevation",850,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"27","Q-P09157",156,"Geranio lusitanici-Scrophularietum herminii",74,"Balloto-Conion maculati","V39","",NA,NA,"2004",-7.890158938,41.81366373,"3 - UTM10x10 + Elevation",980,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"28","Q-P09158",157,"Geranio lusitanici-Scrophularietum herminii",75,"Alliarienion petiolatae","R57","",NA,NA,"2004",-8.223140863,41.76475744,"3 - UTM10x10 + Elevation",650,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"29","Q-P09159",158,"Geranio lusitanici-Scrophularietum herminii",76,"Alliarienion petiolatae","V39","",NA,NA,"2004",-8.109776323,41.06042424,"3 - UTM10x10 + Elevation",550,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"30","Q-P09160",159,"Geranio lusitanici-Scrophularietum herminii",77,"Balloto-Conion maculati","V38","",NA,NA,"2004",-8.043883733,42.08429349,"3 - UTM10x10 + Elevation",1000,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"31","Q-P09967",190,"Comunidad de Silybum marianum y Carduus tenuiflorus",90,"Arction lappae","V32","SW",9,16,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"32","Q-P09968",191,"Comunidad de Silybum marianum y Carduus tenuiflorus",91,"Arction lappae","V32","",NA,6,"2000",-6.788335231,41.82475275,"3 - UTM10x10 + Elevation",640,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"33","Q-P10030",216,"Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum",95,"Arction lappae","V37","",NA,5,"2000",-6.695830527,41.89080433,"3 - UTM10x10 + Elevation",660,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"34","Q-P10089",265,"Comunidad de Chaerophyllum temulum y Urtica dioica",101,"Arction lappae","Sa","S",63,8,"2000",-6.780099635,41.84843679,"3 - UTM10x10 + Elevation",820,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"35","Q-P10090",266,"Comunidad de Chaerophyllum temulum y Urtica dioica",102,"Arction lappae","?","SW",54,6,"2000",-6.84862466,41.82634749,"3 - UTM10x10 + Elevation",900,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"36","Q-P10091",267,"Comunidad de Chaerophyllum temulum y Urtica dioica",103,"Arction lappae","V32","SW",63,6,"2000",-7.182960705,41.96578556,"2 - UTM1x1 + Centroid",730,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"37","Q-P10092",268,"Comunidad de Chaerophyllum temulum y Urtica dioica",104,"Arction lappae","R57","N",72,8,"2000",-7.070331887,41.86731688,"3 - UTM10x10 + Elevation",750,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"38","Q-P10093",269,"Comunidad de Chaerophyllum temulum y Urtica dioica",105,"Arction lappae","?","S",63,4,"2000",-7.039080911,41.86842203,"3 - UTM10x10 + Elevation",740,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"39","Q-P10094",270,"Comunidad de Chaerophyllum temulum y Urtica dioica",106,"Arction lappae","R57","S",63,4,"2000",-6.642501247,41.80066068,"3 - UTM10x10 + Elevation",860,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"40","Q-P10095",271,"Comunidad de Chaerophyllum temulum y Urtica dioica",107,"Alliarienion petiolatae","?","W",81,5,"2000",-6.850539008,41.89832036,"3 - UTM10x10 + Elevation",800,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"41","Q-P10096",272,"Comunidad de Chaerophyllum temulum y Urtica dioica",108,"Arction lappae","R57","NE",36,20,"2000",-7.024882606,41.87252308,"3 - UTM10x10 + Elevation",800,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"42","Q-P10097",273,"Comunidad de Chaerophyllum temulum y Urtica dioica",109,"Balloto-Conion maculati","V","SW",72,6,"2000",-6.935699959,41.87201709,"3 - UTM10x10 + Elevation",800,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"43","Q-P10098",274,"Comunidad de Chaerophyllum temulum y Urtica dioica",110,"Arction lappae","?","W",63,4,"2000",-6.836679525,41.86816917,"3 - UTM10x10 + Elevation",880,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"44","Q-P10099",275,"Galio aparines-Conietum maculati",111,"Alliarienion petiolatae","V39","",NA,2,"2000",-6.807617165,41.78449342,"3 - UTM10x10 + Elevation",680,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"45","Q-P10100",276,"Galio aparines-Conietum maculati",112,"Arction lappae","V39","",NA,8,"2000",-6.795969738,41.83170412,"3 - UTM10x10 + Elevation",820,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"46","Q-P10101",277,"Galio aparines-Conietum maculati",113,"Arction lappae","V39","",NA,6,"2000",-6.49272956,41.87915943,"3 - UTM10x10 + Elevation",630,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"47","Q-P10102",278,"Galio aparines-Conietum maculati",114,"Arction lappae","V39","",NA,2,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",600,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"48","Q-P10103",279,"Galio aparines-Conietum maculati",115,"Arction lappae","V39","",NA,12,"2000",-6.61694175,41.90232436,"3 - UTM10x10 + Elevation",660,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"49","Q-P10104",280,"Galio aparines-Conietum maculati",116,"Arction lappae","V39","",NA,4,"2000",-7.01838365,41.8457377,"3 - UTM10x10 + Elevation",790,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"50","Q-P10105",281,"Geranio robertiani-Caryolophetum sempervirentis",117,"Alliarienion petiolatae","V","",NA,9,"2000",-6.866908731,41.86536384,"4 - UTM10x10 + Centroid",510,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"51","Q-P10106",282,"Geranio robertiani-Caryolophetum sempervirentis",118,"Alliarienion petiolatae","R55","",NA,4,"2000",-6.912067329,41.72154811,"3 - UTM10x10 + Elevation",790,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"52","Q-P10107",283,"Geranio robertiani-Caryolophetum sempervirentis",119,"Alliarienion petiolatae","V39","",NA,5,"2000",-6.94308629,41.95280375,"3 - UTM10x10 + Elevation",840,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"53","Q-P10108",284,"Geranio robertiani-Caryolophetum sempervirentis",120,"Alliarienion petiolatae","R55","",NA,2,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",620,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"54","Q-P10110",285,"Geranio robertiani-Caryolophetum sempervirentis",121,"Alliarienion petiolatae","R55","",NA,30,"2000",-7.067471709,41.86021488,"3 - UTM10x10 + Elevation",620,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"55","Q-P10111",286,"Geranio robertiani-Caryolophetum sempervirentis",122,"Alliarienion petiolatae","R55","",NA,20,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"56","Q-P10113",287,"Urtico dioicae-Sambucetum ebuli",123,"Balloto-Conion maculati","R57","N",18,6,"2000",-6.910248865,41.92871595,"3 - UTM10x10 + Elevation",840,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"57","Q-P10114",288,"Urtico dioicae-Sambucetum ebuli",124,"Balloto-Conion maculati","R57","",NA,2,"2000",-7.068726986,41.87997997,"3 - UTM10x10 + Elevation",750,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"58","Q-P10115",289,"Urtico dioicae-Sambucetum ebuli",125,"Balloto-Conion maculati","R57","W",4.5,9,"2000",-7.052709018,41.85533498,"3 - UTM10x10 + Elevation",820,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"59","Q-P10116",290,"Urtico dioicae-Sambucetum ebuli",126,"Balloto-Conion maculati","R57","",NA,4,"2000",-6.624125452,41.85887416,"3 - UTM10x10 + Elevation",740,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"60","Q-P10117",291,"Urtico dioicae-Sambucetum ebuli",127,"Balloto-Conion maculati","R57","",NA,4,"2000",-6.95616051,41.77406386,"3 - UTM10x10 + Elevation",800,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"61","Q-P10123",292,"Galio aparinellae-Anthriscetum caucalidis",128,"Alliarienion petiolatae","V39","E",45,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",520,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"62","Q-P10124",293,"Galio aparinellae-Anthriscetum caucalidis",129,"Alliarienion petiolatae","V32","",NA,2,"2000",-6.764221399,41.86516756,"3 - UTM10x10 + Elevation",630,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"63","Q-P10125",294,"Galio aparinellae-Anthriscetum caucalidis",130,"Alliarienion petiolatae","V39","N",54,4,"2000",-6.635070162,41.8819405,"3 - UTM10x10 + Elevation",640,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",0,"Epilobietea angustifolii"
"64","Q-P10126",295,"Galio aparinellae-Anthriscetum caucalidis",131,"Alliarienion petiolatae","V","E",63,6,"2000",-6.618840008,41.89325961,"3 - UTM10x10 + Elevation",670,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"65","Q-P10127",296,"Galio aparinellae-Anthriscetum caucalidis",132,"Alliarienion petiolatae","V32","N",36,6,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"66","Q-P10128",297,"Galio aparinellae-Anthriscetum caucalidis",133,"Alliarienion petiolatae","V32","SE",54,6,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",580,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"67","Q-P10129",298,"Galio aparinellae-Anthriscetum caucalidis",134,"Alliarienion petiolatae","V32","NNE",72,2,"2000",-6.657940453,41.81817926,"3 - UTM10x10 + Elevation",680,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"68","Q-P10130",299,"Galio aparinellae-Anthriscetum caucalidis",135,"Alliarienion petiolatae","V32","S",18,10,"2000",-6.695623018,41.8872091,"3 - UTM10x10 + Elevation",660,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"69","Q-P13512",327,"Allio triquetri-Urticetum membranaceae",136,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.634095047,41.21055453,"3 - UTM10x10 + Elevation",100,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"70","Q-P13513",328,"Allio triquetri-Urticetum membranaceae",137,"Smyrnienion olusatri","V","",NA,NA,"2003",-8.629594569,41.24138274,"3 - UTM10x10 + Elevation",120,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"71","Q-P13514",329,"Allio triquetri-Urticetum membranaceae",138,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.612696465,41.76433749,"3 - UTM10x10 + Elevation",15,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"72","Q-P13515",330,"Allio triquetri-Urticetum membranaceae",139,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.57665353,41.20795808,"3 - UTM10x10 + Elevation",90,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"73","Q-P13516",331,"Allio triquetri-Urticetum membranaceae",140,"Smyrnienion olusatri","V39","",NA,NA,"2003",-8.586394188,41.12646408,"3 - UTM10x10 + Elevation",115,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"74","Q-P13518",333,"Allio triquetri-Urticetum membranaceae",141,"Smyrnienion olusatri","V39","",NA,NA,"2003",-8.255182038,41.86232255,"3 - UTM10x10 + Elevation",110,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"75","Q-P13520",335,"Allio triquetri-Urticetum membranaceae",1101,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.572921413,41.77708254,"3 - UTM10x10 + Elevation",10,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"76","Q-P13521",336,"Allio triquetri-Urticetum membranaceae",142,"Smyrnienion olusatri","V39","",NA,NA,"2003",-8.622931239,41.24711069,"3 - UTM10x10 + Elevation",120,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"77","Q-P13522",337,"Allio triquetri-Urticetum membranaceae",143,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.645241517,41.33963775,"3 - UTM10x10 + Elevation",80,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"78","Q-P13523",338,"Allio triquetri-Urticetum membranaceae",144,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.63279612,41.77415324,"3 - UTM10x10 + Elevation",5,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"79","Q-P13524",339,"Allio triquetri-Urticetum membranaceae",145,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.783882159,41.68920542,"3 - UTM10x10 + Elevation",5,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"80","Q-P13525",340,"Allio triquetri-Urticetum membranaceae",146,"Smyrnienion olusatri","V39","",NA,NA,"2003",-8.264632808,41.86008796,"3 - UTM10x10 + Elevation",110,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"81","Q-P13526",341,"Allio triquetri-Urticetum membranaceae",147,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.591556494,40.99117886,"3 - UTM10x10 + Elevation",90,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"82","Q-P13527",342,"Allio triquetri-Urticetum membranaceae",148,"Smyrnienion olusatri","V39","",NA,NA,"2003",-8.68699512,41.29796642,"3 - UTM10x10 + Elevation",70,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"83","Q-P13528",343,"Allio triquetri-Urticetum membranaceae",1102,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.642655277,41.28215125,"3 - UTM10x10 + Elevation",100,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"84","Q-P13529",344,"Allio triquetri-Urticetum membranaceae",149,"Smyrnienion olusatri","V32","",NA,NA,"2003",-8.538011733,41.25844143,"3 - UTM10x10 + Elevation",145,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"85","Q-P13530",345,"Allio triquetri-Urticetum membranaceae",150,"Smyrnienion olusatri","V39","",NA,NA,"2003",-8.247836068,41.86085883,"3 - UTM10x10 + Elevation",100,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"86","R-P12717",386,"Urtico dioicae-Sambucetum ebuli",160,"Balloto-Conion maculati","V39","",NA,10,"1997",-3.181335485,42.80935772,"3 - UTM10x10 + Elevation",1040,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"87","R-P14808",399,"Arundini-Convolvuletum sepium",168,"Balloto-Conion maculati","?","",NA,NA,"2004",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"Senecionion fluviatilis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"88","R-P15145",448,"Urtico dioicae-Sambucetum ebuli",186,"Balloto-Conion maculati","R55","",NA,10,"1983",-2.432353444,43.12507425,"1 - UTM1x1 + Elevation",200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"89","R-P15146",449,"Urtico dioicae-Sambucetum ebuli",187,"Alliarienion petiolatae","R55","",NA,20,"1983",-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"90","R-P15147",450,"Urtico dioicae-Sambucetum ebuli",188,"Balloto-Conion maculati","R55","",NA,20,"1983",-2.268671539,43.24300789,"1 - UTM1x1 + Elevation",300,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"91","R-P15148",451,"Urtico dioicae-Sambucetum ebuli",189,"Balloto-Conion maculati","R57","",NA,10,"1983",-2.384338285,43.25449448,"1 - UTM1x1 + Elevation",50,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"92","R-P15149",452,"Urtico dioicae-Sambucetum ebuli",190,"Balloto-Conion maculati","R57","",NA,15,"1983",-2.56853975,42.98879308,"1 - UTM1x1 + Elevation",450,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"93","R-P15150",453,"Urtico dioicae-Sambucetum ebuli",191,"Balloto-Conion maculati","R57","",NA,6,"1983",-2.563582342,42.99597836,"2 - UTM1x1 + Centroid",300,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"94","R-P15151",454,"Urtico dioicae-Sambucetum ebuli",192,"Alliarienion petiolatae","R57","",NA,5,"1983",-2.563582342,42.99597836,"2 - UTM1x1 + Centroid",300,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"95","R-P15152",455,"Urtico dioicae-Sambucetum ebuli",193,"Balloto-Conion maculati","R57","",NA,10,"1983",-2.571093135,42.97439452,"1 - UTM1x1 + Elevation",600,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"96","R-P15153",456,"Urtico dioicae-Sambucetum ebuli",194,"Balloto-Conion maculati","R55","",NA,5,"1983",-2.571093135,42.97439452,"1 - UTM1x1 + Elevation",600,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"97","R-P15154",457,"Urtico dioicae-Sambucetum ebuli",195,"Balloto-Conion maculati","V39","",NA,15,"1983",-2.518772508,43.07864482,"1 - UTM1x1 + Elevation",450,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"98","R-P15155",458,"Urtico dioicae-Sambucetum ebuli",196,"Balloto-Conion maculati","R57","",NA,15,"1983",-2.443928241,43.20437335,"1 - UTM1x1 + Elevation",530,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"99","R-P15156",459,"Carduo nutantis-Cirsietum richterani",197,"Balloto-Conion maculati","V39","",NA,30,"1983",-2.343251697,42.94990072,"2 - UTM1x1 + Centroid",1050,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"100","R-P15157",460,"Carduo nutantis-Cirsietum richterani",198,"Balloto-Conion maculati","V39","",NA,6,"1983",-2.343251697,42.94990072,"2 - UTM1x1 + Centroid",1000,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"101","R-P22240",516,"Echio rosulati-Silybetum mariani",203,"Balloto-Conion maculati","V38","W",30,5,"1999",-8.174743214,41.91284438,"2 - UTM1x1 + Centroid",700,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"102","R-P22241",517,"Geranio robertiani-Caryolophetum sempervirentis",204,"Alliarienion petiolatae","V39","SE",5,20,"1999",-7.985576936,41.95720345,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"103","R-P22242",518,"Geranio robertiani-Caryolophetum sempervirentis",205,"Alliarienion petiolatae","V39","NW",NA,15,"1999",-7.960557953,41.94568548,"3 - UTM10x10 + Elevation",815,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
