"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"224","S-P21809","Chenopodio boni-henrici-Senecietum durieui","V39W",20,1981,-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"225","S-P21810","Arction","V39Y",10,1981,-6.106897356,43.10229232,"3 - UTM10x10 + Elevation",1100,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"226","S-P21812","Arction","V39Y",30,1981,-6.261877126,43.10517829,"3 - UTM10x10 + Elevation",890,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"227","S-P21815","Comunidad de Epilobium angustifolium y Digitalis purpurea","R571",70,1981,-6.074001558,43.08337265,"3 - UTM10x10 + Elevation",1650,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"228","S-P21816","Comunidad de Epilobium angustifolium y Digitalis purpurea","R571",60,1981,-6.053300587,43.06231754,"3 - UTM10x10 + Elevation",1645,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"229","T-P02602","Galio aparines-Conietum maculati","V38X",10,1984,-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",1000,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"230","T-P03067","Urtico dioicae-Sambucetum ebuli","V39X",20,1986,-3.200156905,43.33341586,"3 - UTM10x10 + Elevation",150,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"231","T-P03068","Urtico dioicae-Sambucetum ebuli","V39X",20,1986,-3.126031935,43.27949392,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"232","T-P03069","Urtico dioicae-Sambucetum ebuli","V39X",15,1986,-3.06693273,43.33357141,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"233","T-P03070","Urtico dioicae-Sambucetum ebuli","V39X",20,1986,-3.049613051,43.27234887,"3 - UTM10x10 + Elevation",300,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"234","T-P03071","Urtico dioicae-Sambucetum ebuli","V39Y",15,1986,-3.209938483,43.3081855,"3 - UTM10x10 + Elevation",400,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"235","T-P03072","Urtico dioicae-Sambucetum ebuli","V39X",15,1986,-3.091552561,43.29933691,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"236","T-P03073","Urtico dioicae-Sambucetum ebuli","V39X",15,1986,-3.059527844,43.32997367,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"237","T-P04812","Senecioni duriaei-Chenopodietum boni-henrici","V39Y",40,1984,-4.754385375,43.24629828,"3 - UTM10x10 + Elevation",1060,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"238","T-P04813","Senecioni duriaei-Chenopodietum boni-henrici","V39W",10,1984,-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1400,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"239","T-P04814","Senecioni duriaei-Chenopodietum boni-henrici","V39W",NA,1984,-4.798549642,43.24020958,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"240","T-P04815","Senecioni duriaei-Chenopodietum boni-henrici","V39W",10,1984,-4.794555687,43.1880464,"3 - UTM10x10 + Elevation",1900,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"241","T-P04816","Senecioni duriaei-Chenopodietum boni-henrici","V39Y",10,1984,-4.934827061,43.18756032,"3 - UTM10x10 + Elevation",1700,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"242","T-P05178","Urtico dioicae-Sambucetum ebuli","V39X",10,1995,-3.348635457,43.41229918,"1 - UTM1x1 + Elevation",50,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"243","T-P05179","Urtico dioicae-Sambucetum ebuli","V39X",8,1995,-3.467041253,43.39026625,"1 - UTM1x1 + Elevation",6,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"244","T-P05180","Urtico dioicae-Sambucetum ebuli","V39X",10,1995,-3.481714672,43.37219645,"3 - UTM10x10 + Elevation",4,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"245","T-P05181","Urtico dioicae-Sambucetum ebuli","V39X",15,1995,-3.480805149,43.25694172,"1 - UTM1x1 + Elevation",90,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"246","T-P05182","Urtico dioicae-Sambucetum ebuli","V39X",10,1995,-3.60392926,43.24915423,"1 - UTM1x1 + Elevation",200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"247","T-P05183","Urtico dioicae-Sambucetum ebuli","V39X",10,1995,-3.434991241,43.39759621,"3 - UTM10x10 + Elevation",8,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"248","T-P05184","Urtico dioicae-Sambucetum ebuli","V39X",25,1995,-3.412532299,43.36346243,"3 - UTM10x10 + Elevation",50,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"249","T-P06538","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",40,1995,-1.909316363,43.22573854,"1 - UTM1x1 + Elevation",100,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"250","T-P06539","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",80,1995,-1.931477399,43.2259477,"1 - UTM1x1 + Elevation",70,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"251","T-P06540","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",20,1995,-2.822698268,43.32985174,"1 - UTM1x1 + Elevation",50,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"252","T-P06541","Geranietum robertiano-lucidi","V37Z",5,1995,-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",510,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"253","T-P06542","Geranietum robertiano-lucidi","V37Z",10,1995,-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",500,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"254","T-P06543","Geranietum robertiano-lucidi","V39Y",6,1995,-1.86232006,42.83806942,"1 - UTM1x1 + Elevation",850,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"255","T-P06544","Geranietum robertiano-lucidi","V37Z",2,1995,-2.137259703,42.77743413,"2 - UTM1x1 + Centroid",560,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"256","T-P06545","Geranietum robertiano-lucidi","V39Y",3,1995,-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"257","T-P06546","Geranietum robertiano-lucidi","V39Y",6,1995,-3.530960773,43.35757123,"1 - UTM1x1 + Elevation",50,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"258","T-P06547","Geranietum robertiano-lucidi","V39Y",10,1995,-1.823085561,42.97094829,"1 - UTM1x1 + Elevation",600,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"259","T-P06548","Geranietum robertiano-lucidi","V37Z",8,1995,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",750,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"260","T-P06549","Geranietum robertiano-lucidi","V37Z",10,1995,-3.188756175,42.83636183,"1 - UTM1x1 + Elevation",900,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"261","T-P06550","Geranietum robertiano-lucidi","V37Z",3,1995,-2.435767676,42.75227771,"1 - UTM1x1 + Elevation",690,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"262","T-P06551","Geranietum robertiano-lucidi","V39Y",5,1995,-2.933749119,43.29575251,"3 - UTM10x10 + Elevation",10,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"263","T-P06552","Geranietum robertiano-lucidi","V39Y",8,1995,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",760,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"264","T-P06554","Geranietum robertiano-lucidi","V39Y",6,1995,-2.39447045,42.97719846,"1 - UTM1x1 + Elevation",740,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"265","T-P06555","Geranietum robertiano-lucidi","V39Y",4,1995,-1.882625593,43.20386979,"1 - UTM1x1 + Elevation",180,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"266","T-P06556","Geranietum robertiano-lucidi","V39Y",3,1995,-2.384677651,42.97534521,"1 - UTM1x1 + Elevation",870,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"267","T-P06557","Geranietum robertiano-lucidi","V39Y",6,1995,-2.343117619,42.96250711,"1 - UTM1x1 + Elevation",1150,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"268","T-P06558","Geranietum robertiano-lucidi","V39Y",5,1995,-2.391946774,42.98438914,"1 - UTM1x1 + Elevation",960,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"269","T-P06559","Galio aparines-Anthriscetum sylvestris","V39Z",50,1995,-2.29976708,42.67948279,"2 - UTM1x1 + Centroid",500,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"270","T-P06560","Galio aparines-Anthriscetum sylvestris","V39Z",50,1995,-1.864766898,42.8380937,"1 - UTM1x1 + Elevation",790,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"271","T-P06561","Galio aparines-Anthriscetum sylvestris","V39Z",40,1995,-1.872172932,42.83456481,"1 - UTM1x1 + Elevation",800,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Balloto-Conion maculati"
"272","T-P06562","Galio aparines-Anthriscetum sylvestris","V39Z",30,1995,-2.254605553,42.77825809,"1 - UTM1x1 + Elevation",750,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"273","T-P06563","Galio aparines-Anthriscetum sylvestris","V39Z",30,1995,-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"274","T-P06564","Galio aparines-Anthriscetum sylvestris","V39Z",20,1995,-2.494214752,42.77776596,"1 - UTM1x1 + Elevation",810,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"275","T-P06565","Galio aparines-Anthriscetum sylvestris","V39Z",10,1995,-2.542860169,42.81219097,"1 - UTM1x1 + Elevation",630,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"276","T-P06566","Galio aparines-Anthriscetum sylvestris","V39Z",20,1995,-2.589671789,42.76193799,"2 - UTM1x1 + Centroid",770,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"277","T-P06567","Galio aparines-Anthriscetum sylvestris","V39Z",20,1995,-2.623016772,42.90613801,"1 - UTM1x1 + Elevation",520,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"278","T-P06568","Galio aparines-Anthriscetum sylvestris","V39Z",40,1995,-2.887655897,42.88509096,"1 - UTM1x1 + Elevation",600,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"279","T-P06569","Galio aparines-Anthriscetum sylvestris","V39Y",40,1995,-2.887560996,42.9373212,"1 - UTM1x1 + Elevation",610,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"280","T-P06570","Galio aparines-Anthriscetum sylvestris","V39Y",50,1995,-2.904694692,42.95354606,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"281","T-P06571","Galio aparines-Anthriscetum sylvestris","V39Z",70,1995,-2.838470316,42.96247693,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"282","T-P06572","Galio aparines-Anthriscetum sylvestris","V39Z",50,1995,-2.042837645,42.87574176,"1 - UTM1x1 + Elevation",590,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"283","T-P06573","Galio aparines-Anthriscetum sylvestris","V39Y",6,1995,-1.875202893,42.93725321,"1 - UTM1x1 + Elevation",740,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"284","T-P06574","Galio aparines-Anthriscetum sylvestris","V39Y",40,1995,-1.870004948,42.9534111,"1 - UTM1x1 + Elevation",750,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"285","T-P06575","Galio aparines-Anthriscetum sylvestris","V39Y",30,1995,-1.879418436,42.9751157,"1 - UTM1x1 + Elevation",650,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"286","T-P06576","Galio aparines-Anthriscetum sylvestris","V39Y",50,1995,-1.925730057,42.99176877,"2 - UTM1x1 + Centroid",610,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"287","T-P06577","Galio aparines-Anthriscetum sylvestris","V39Z",40,1995,-1.830475884,42.96922304,"1 - UTM1x1 + Elevation",580,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"288","T-P06578","Galio aparines-Anthriscetum sylvestris","V39Z",60,1995,-1.656783911,42.94930637,"1 - UTM1x1 + Elevation",570,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"289","T-P06579","Galio aparines-Anthriscetum sylvestris","V39Z",30,1995,-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",550,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"290","T-P06580","Galio aparines-Anthriscetum sylvestris","V39Z",8,1995,-2.828591366,42.98767691,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"291","T-P06581","Galio aparines-Anthriscetum sylvestris","V39Z",15,1995,-2.384180215,42.77902819,"1 - UTM1x1 + Elevation",960,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"292","T-P06582","Galio aparines-Anthriscetum sylvestris","V39Z",20,1995,-2.877766719,42.93190805,"1 - UTM1x1 + Elevation",600,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"293","T-P06583","Galio aparines-Anthriscetum sylvestris","V39Z",25,1995,-2.890037871,42.92291529,"1 - UTM1x1 + Elevation",600,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"294","T-P06584","Galio aparines-Anthriscetum sylvestris","V39Z",30,1995,-2.895027842,42.87068951,"1 - UTM1x1 + Elevation",570,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"295","T-P06585","Galio aparines-Anthriscetum sylvestris","V39Z",10,1995,-2.392902866,42.88713855,"1 - UTM1x1 + Elevation",610,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"296","T-P06586","Galio aparines-Anthriscetum sylvestris","V39Z",20,1995,-2.492973137,42.63006979,"1 - UTM1x1 + Elevation",710,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"297","T-P06587","Urtico dioicae-Sambucetum ebuli","V39X",40,1995,-1.917188316,42.77916673,"1 - UTM1x1 + Elevation",590,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"298","T-P06588","Urtico dioicae-Sambucetum ebuli","V39X",15,1995,-2.130051799,42.76837423,"1 - UTM1x1 + Elevation",530,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"299","T-P06589","Urtico dioicae-Sambucetum ebuli","V39X",8,1995,-2.610710331,42.91510204,"1 - UTM1x1 + Elevation",550,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"300","T-P06590","Urtico dioicae-Sambucetum ebuli","V39Y",20,1995,-2.580020286,43.10409979,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"301","T-P06591","Urtico dioicae-Sambucetum ebuli","V39Y",10,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"302","T-P06592","Urtico dioicae-Sambucetum ebuli","V39Y",4,1995,-2.350435986,42.96615092,"1 - UTM1x1 + Elevation",1130,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"303","T-P06593","Urtico dioicae-Sambucetum ebuli","V39Y",15,1995,-2.396817515,42.98801695,"1 - UTM1x1 + Elevation",960,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"304","T-P06595","Urtico dioicae-Sambucetum ebuli","V39Y",30,1995,-2.632366794,42.98181181,"1 - UTM1x1 + Elevation",590,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"305","T-P06596","Urtico dioicae-Sambucetum ebuli","V39Y",20,1995,-2.538737421,43.03730413,"1 - UTM1x1 + Elevation",500,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"306","T-P06597","Urtico dioicae-Sambucetum ebuli","V39X",50,1995,-2.088164812,42.957158,"1 - UTM1x1 + Elevation",610,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"307","T-P06598","Urtico dioicae-Sambucetum ebuli","V39Y",30,1995,-2.235513263,43.13653517,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"308","T-P06599","Urtico dioicae-Sambucetum ebuli","V39Y",NA,1995,-2.368263357,43.14094707,"1 - UTM1x1 + Elevation",540,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"309","T-P06600","Urtico dioicae-Sambucetum ebuli","V39X",30,1995,-2.201599488,43.28578159,"1 - UTM1x1 + Elevation",140,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"310","T-P06601","Urtico dioicae-Sambucetum ebuli","V39X",10,1995,-3.017597012,43.35700145,"1 - UTM1x1 + Elevation",0,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"311","T-P06602","Urtico dioicae-Sambucetum ebuli","V39X",20,1995,-2.440784842,42.73789359,"1 - UTM1x1 + Elevation",640,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"312","T-P06603","Urtico dioicae-Sambucetum ebuli","V39X",20,1995,-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"313","T-P06604","Urtico dioicae-Sambucetum ebuli","V39Y",8,1995,-2.63537261,43.30239422,"2 - UTM1x1 + Centroid",10,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"314","T-P06605","Urtico dioicae-Sambucetum ebuli","V39Y",5,1995,-2.72142983,43.35666356,"2 - UTM1x1 + Centroid",340,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"315","T-P06606","Urtico dioicae-Sambucetum ebuli","V39Y",30,1995,-3.428834687,43.22473146,"1 - UTM1x1 + Elevation",560,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"316","T-P06607","Urtico dioicae-Sambucetum ebuli","V39Y",20,1995,-2.80786812,43.33883235,"2 - UTM1x1 + Centroid",3,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"317","T-P06609","Urtico dioicae-Sambucetum ebuli","V10X",4,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"318","T-P06610","Urtico dioicae-Sambucetum ebuli","V39X",20,1995,-2.709970304,42.64883595,"1 - UTM1x1 + Elevation",690,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"319","T-P06612","Urtico dioicae-Sambucetum ebuli","V39X",20,1995,-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",410,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"320","T-P06613","Urtico dioicae-Sambucetum ebuli","V39X",15,1995,-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"321","T-P06614","Urtico dioicae-Sambucetum ebuli","V39X",8,1995,-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"322","T-P06615","Urtico dioicae-Sambucetum ebuli","V39X",10,1995,-2.682476138,42.78559459,"4 - UTM10x10 + Centroid",530,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"323","T-P06616","Urtico dioicae-Sambucetum ebuli","V39X",20,1995,-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",610,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"324","T-P06617","Urtico dioicae-Sambucetum ebuli",NA,10,1995,-1.944384538,42.75963173,"2 - UTM1x1 + Centroid",470,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"325","T-P06618","Urtico dioicae-Sambucetum ebuli","V39X",20,1995,-2.315024559,42.6201384,"3 - UTM10x10 + Elevation",750,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"326","T-P06619","Urtico dioicae-Sambucetum ebuli","V39Y",10,1995,-2.448162537,42.73252609,"1 - UTM1x1 + Elevation",640,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"327","T-P06620","Urtico dioicae-Sambucetum ebuli",NA,10,1995,-2.644299203,43.0394819,"1 - UTM1x1 + Elevation",570,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"328","T-P06621","Urtico dioicae-Sambucetum ebuli","V39Y",20,1995,-2.63782195,42.88817532,"2 - UTM1x1 + Centroid",600,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"329","T-P06622","Urtico dioicae-Sambucetum ebuli","V39X",20,1995,-2.440801026,42.73609257,"1 - UTM1x1 + Elevation",640,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"330","T-P06623","Urtico dioicae-Sambucetum ebuli","V37Y",30,1995,-2.931132951,43.42901783,"2 - UTM1x1 + Centroid",3,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"331","T-P06624","Urtico dioicae-Sambucetum ebuli","V39Y",50,1995,-2.968494292,42.85272332,"2 - UTM1x1 + Centroid",710,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"332","T-P06625","Urtico dioicae-Sambucetum ebuli","V37Y",30,1995,-3.012567051,42.89322413,"4 - UTM10x10 + Centroid",620,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"333","T-P06626","Urtico dioicae-Sambucetum ebuli","V37Y",8,1995,-2.635351482,42.89176958,"1 - UTM1x1 + Elevation",520,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"334","T-P06988","Galio aparines-Conietum maculati",NA,25,1984,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",600,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"335","T-P06989","Galio aparines-Conietum maculati",NA,20,1984,-6.802239258,42.46180761,"3 - UTM10x10 + Elevation",580,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
