"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"336","T-P07926","Galio aparines-Anthriscetum sylvestris","V39Z",20,1999,-1.616720493,42.98664996,"1 - UTM1x1 + Elevation",590,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"337","T-P07927","Galio aparines-Anthriscetum sylvestris","V39Z",5,1999,-1.552657428,42.89400694,"1 - UTM1x1 + Elevation",500,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"338","T-P07928","Galio aparines-Anthriscetum sylvestris","V39Z",40,1999,-1.808144245,42.85552861,"1 - UTM1x1 + Elevation",400,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"339","T-P07929","Galio aparines-Anthriscetum sylvestris","V39Z",25,1999,-1.396851398,42.76225745,"1 - UTM1x1 + Elevation",460,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
"340","T-P07930","Galio aparines-Anthriscetum sylvestris","V39Y",60,1999,NA,NA,"5 - UTMs missing from DEM",340,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"341","T-P07931","Urtico dioicae-Sambucetum ebuli","V39X",80,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",390,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"342","T-P09638","Geranio robertiani-Caryolophetum sempervirentis","V39Y",15,1987,-7.225867201,42.5766016,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"343","T-P09639","Geranio robertiani-Caryolophetum sempervirentis","V39Y",10,1987,-7.084262184,42.53492574,"3 - UTM10x10 + Elevation",900,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"344","T-P09640","Geranio robertiani-Caryolophetum sempervirentis","V39Y",8,1987,-7.128461106,42.54054228,"3 - UTM10x10 + Elevation",850,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"345","T-P09641","Geranio robertiani-Caryolophetum sempervirentis","V39Y",10,1987,-7.153864656,42.62966002,"3 - UTM10x10 + Elevation",670,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"346","T-P09642","Geranio robertiani-Caryolophetum sempervirentis","V39Y",12,1987,-7.134998199,42.63934742,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"347","T-P09643","Geranio robertiani-Caryolophetum sempervirentis","V37Z",10,1987,-7.2087329,42.57543265,"3 - UTM10x10 + Elevation",550,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"348","T-P09644","Geranio robertiani-Caryolophetum sempervirentis","V39Y",15,1987,-7.144253079,42.63180946,"3 - UTM10x10 + Elevation",650,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"349","T-P09645","Geranio robertiani-Caryolophetum sempervirentis","V39Y",8,1987,-7.392091014,42.61895774,"3 - UTM10x10 + Elevation",550,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"350","T-P09646","Geranio robertiani-Caryolophetum sempervirentis","V39Y",16,1987,-7.116600445,42.65621784,"3 - UTM10x10 + Elevation",650,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"351","T-P09647","Geranio robertiani-Caryolophetum sempervirentis","V39Y",10,1987,-7.170412927,42.62185481,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"352","T-P09648","Geranio robertiani-Caryolophetum sempervirentis","V39Z",40,1987,-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"353","T-P09649","Geranio robertiani-Caryolophetum sempervirentis","V39Z",12,1987,-6.836681633,42.38862487,"3 - UTM10x10 + Elevation",700,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"354","T-P09650","Geranio robertiani-Caryolophetum sempervirentis","V39Y",20,1987,-7.162721958,42.65274755,"3 - UTM10x10 + Elevation",730,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"355","T-P09651","Geranio robertiani-Caryolophetum sempervirentis","V39Z",20,1987,-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"356","T-P09652","Asphodelo albi-Epilobietum angustifolii","R571",15,1987,-7.032098985,42.6322169,"3 - UTM10x10 + Elevation",1380,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"357","T-P09653","Asphodelo albi-Epilobietum angustifolii","R571",20,1987,-7.33578226,43.29584386,"4 - UTM10x10 + Centroid",980,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"358","T-P09654","Asphodelo albi-Epilobietum angustifolii","R571",8,1987,-7.117789472,42.60035186,"3 - UTM10x10 + Elevation",1450,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"359","T-P09655","Asphodelo albi-Epilobietum angustifolii",NA,8,1987,-7.0961396,42.60473075,"3 - UTM10x10 + Elevation",1600,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"360","T-P09656","Asphodelo albi-Epilobietum angustifolii",NA,20,1987,-7.33578226,43.29584386,"4 - UTM10x10 + Centroid",1400,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"361","T-P10797","Galio aparines-Conietum maculati","V39Y",3,1984,-6.498769109,41.85736331,"3 - UTM10x10 + Elevation",690,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"362","T-P11635","Asphodelo albi-Epilobietum angustifolii","R571",50,1988,-5.733135038,42.93175151,"3 - UTM10x10 + Elevation",1540,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"363","T-P11636","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1988,-5.830234263,42.91138143,"3 - UTM10x10 + Elevation",1550,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"364","T-P11637","Chenopodio boni-henrici-Senecietum durieui","V39W",20,1988,-5.873425387,42.94452123,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"365","T-P11638","Chenopodio boni-henrici-Senecietum durieui","V39W",15,1988,-5.834468808,42.8968695,"3 - UTM10x10 + Elevation",1470,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"366","T-P11639","Chenopodio boni-henrici-Senecietum durieui","V39W",12,1988,-5.831034095,42.87534389,"3 - UTM10x10 + Elevation",1430,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"367","T-P11640","Chenopodio boni-henrici-Senecietum durieui","V39W",15,1988,-5.827869342,42.9132408,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"368","T-P11641","Chenopodio boni-henrici-Senecietum durieui","V39W",12,1988,-5.820855853,42.9206175,"3 - UTM10x10 + Elevation",1400,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"369","T-P11642","Chenopodio boni-henrici-Senecietum durieui","V39W",20,1988,-5.907957042,42.94905109,"3 - UTM10x10 + Elevation",1460,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"370","T-P11643","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1988,-5.828752755,42.8790021,"3 - UTM10x10 + Elevation",1550,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"371","T-P11644","Chenopodio boni-henrici-Senecietum durieui","V39W",12,1988,-5.870976939,42.94458271,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"372","T-P11645","Chenopodio boni-henrici-Senecietum durieui","V39W",15,1988,-5.919417286,42.880326,"3 - UTM10x10 + Elevation",1470,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"373","T-P11646","Urtico dioicae-Sambucetum ebuli","V39X",20,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"374","T-P11647","Urtico dioicae-Sambucetum ebuli","V39X",8,1988,-5.666838907,42.87208558,"3 - UTM10x10 + Elevation",1140,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"375","T-P11648","Urtico dioicae-Sambucetum ebuli","V39X",15,1988,-5.74582576,42.88642525,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"376","T-P11649","Urtico dioicae-Sambucetum ebuli","V39X",15,1988,-5.696803534,42.94161827,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"377","T-P11650","Urtico dioicae-Sambucetum ebuli","V39Y",8,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"378","T-P11651","Urtico dioicae-Sambucetum ebuli","V39X",10,1988,-5.684585096,42.88607781,"3 - UTM10x10 + Elevation",1140,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"379","T-P11652","Urtico dioicae-Sambucetum ebuli","V39X",20,1988,-5.728383338,42.87963896,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"380","T-P11653","Galio aparines-Conietum maculati","V39Y",20,1988,-5.819410684,42.99628979,"3 - UTM10x10 + Elevation",1280,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"381","T-P11654","Galio aparines-Conietum maculati","V39X",25,1988,-5.64636353,42.90857919,"3 - UTM10x10 + Elevation",1140,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"382","T-P11655","Galio aparines-Conietum maculati","V39Y",15,1988,-5.71835918,42.81864662,"3 - UTM10x10 + Elevation",1230,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"383","T-P11656","Galio aparines-Conietum maculati","V39Y",50,1988,-5.704786375,42.9000092,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"384","T-P11657","Galio aparines-Conietum maculati","V39Y",4,1988,-5.628852935,42.78471933,"3 - UTM10x10 + Elevation",970,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"385","T-P11658","Galio aparines-Conietum maculati","V39Y",5,1988,-5.637716352,42.87816344,"3 - UTM10x10 + Elevation",1090,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"386","T-P11659","Geranio robertiani-Caryolophetum sempervirentis","V39Y",2,1988,-5.652107694,42.92825608,"3 - UTM10x10 + Elevation",1130,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"387","T-P11660","Geranio robertiani-Caryolophetum sempervirentis","V39Y",20,1988,-5.687993416,42.8517805,"3 - UTM10x10 + Elevation",1140,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"388","T-P11661","Geranio robertiani-Caryolophetum sempervirentis",NA,8,1988,-5.640404681,42.94113308,"3 - UTM10x10 + Elevation",1140,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"389","T-P11662","Geranio robertiani-Caryolophetum sempervirentis","V10X",4,1988,-5.635423289,42.88181811,"3 - UTM10x10 + Elevation",1030,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"390","T-P11663","Geranio robertiani-Caryolophetum sempervirentis","V39Y",20,1988,-5.740534473,42.87754763,"3 - UTM10x10 + Elevation",1220,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"391","T-P11664","Geranio robertiani-Caryolophetum sempervirentis","V39Y",15,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"392","T-P11870","Galio aparines-Conietum maculati",NA,20,1988,-6.351889004,42.9531083,"3 - UTM10x10 + Elevation",1000,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"393","T-P11871","Galio aparines-Conietum maculati","V39X",25,1988,-6.214149866,42.94445721,"3 - UTM10x10 + Elevation",1270,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"394","T-P11872","Galio aparines-Conietum maculati","V39Y",50,1988,-5.701858365,42.94510076,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"395","T-P11873","Galio aparines-Conietum maculati","V39Y",5,1988,-5.649793715,42.87428253,"3 - UTM10x10 + Elevation",1090,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"396","T-P11874","Galio aparines-Conietum maculati",NA,20,1988,-6.754270027,42.59485171,"3 - UTM10x10 + Elevation",540,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"397","T-P11875","Urtico dioicae-Sambucetum ebuli","V39X",12,1988,-6.35884046,42.94570107,"3 - UTM10x10 + Elevation",1000,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"398","T-P11876","Urtico dioicae-Sambucetum ebuli","V39X",10,1988,-6.216775309,42.99480644,"3 - UTM10x10 + Elevation",1440,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"399","T-P11877","Urtico dioicae-Sambucetum ebuli","V39X",5,1988,-6.267710828,42.93753672,"3 - UTM10x10 + Elevation",1030,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"400","T-P11878","Urtico dioicae-Sambucetum ebuli","V39X",20,1988,-5.748352093,42.88816549,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"401","T-P11879","Urtico dioicae-Sambucetum ebuli","V39X",10,1988,-5.689243528,42.88056569,"3 - UTM10x10 + Elevation",1140,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"402","T-P11880","Senecioni duriaei-Chenopodietum boni-henrici","V39W",5,1988,-4.921009463,42.90324582,"3 - UTM10x10 + Elevation",1400,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"403","T-P11881","Senecioni duriaei-Chenopodietum boni-henrici","V39W",100,1988,-5.32150823,43.06510802,"3 - UTM10x10 + Elevation",1620,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"404","T-P11882","Senecioni duriaei-Chenopodietum boni-henrici","V39W",20,1988,-5.250462326,43.07012973,"3 - UTM10x10 + Elevation",1620,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"405","T-P11883","Senecioni duriaei-Chenopodietum boni-henrici","V39W",8,1988,-4.824177325,43.02549475,"3 - UTM10x10 + Elevation",1380,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"406","T-P11884","Geranio robertiani-Caryolophetum sempervirentis","V39Y",40,1988,-5.018145493,42.83942945,"4 - UTM10x10 + Centroid",950,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"407","T-P11885","Geranio robertiani-Caryolophetum sempervirentis",NA,20,1988,-4.880533711,42.94173846,"3 - UTM10x10 + Elevation",1250,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"408","T-P11886","Geranio robertiani-Caryolophetum sempervirentis","V39Y",12,1988,-5.583514501,42.98745447,"3 - UTM10x10 + Elevation",1260,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"409","T-P11888","Geranio robertiani-Caryolophetum sempervirentis",NA,40,1988,-5.503423208,42.82715264,"3 - UTM10x10 + Elevation",1030,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"410","T-P11889","Geranio robertiani-Caryolophetum sempervirentis","V39Y",40,1988,-5.688575971,42.97782968,"3 - UTM10x10 + Elevation",1240,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"411","T-P11890","Geranio robertiani-Caryolophetum sempervirentis","V39W",10,1988,-4.888793567,42.89117522,"3 - UTM10x10 + Elevation",1370,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"412","T-P11954","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",10,1988,-2.543580963,43.04632855,"3 - UTM10x10 + Elevation",400,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"413","T-P11955","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",20,1988,-2.428257371,43.03680552,"3 - UTM10x10 + Elevation",200,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"414","T-P11956","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",15,1988,-2.417447999,43.14120806,"3 - UTM10x10 + Elevation",160,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"415","T-P11957","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",5,1988,-2.659930395,43.32047905,"3 - UTM10x10 + Elevation",40,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"416","T-P11958","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",30,1988,-2.439581297,43.14131861,"3 - UTM10x10 + Elevation",320,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"417","T-P11959","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",15,1988,-2.558649556,42.99956147,"3 - UTM10x10 + Elevation",340,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"418","T-P11960","Picrido hieracioidis-Eupatorietum cannabinii","V39Y",4,1988,-2.601848843,43.1492022,"3 - UTM10x10 + Elevation",150,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"419","T-P11961","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",30,1988,-2.600629876,42.95829215,"3 - UTM10x10 + Elevation",540,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"420","T-P12037","Urtico dioicae-Sambucetum ebuli","V39X",20,1988,-3.16055042,43.28305254,"3 - UTM10x10 + Elevation",150,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"421","T-P12038","Urtico dioicae-Sambucetum ebuli","V39X",20,1988,-3.13099271,43.29389577,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"422","T-P12039","Urtico dioicae-Sambucetum ebuli","V39X",15,1988,-3.108806287,43.29571995,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"423","T-P12040","Urtico dioicae-Sambucetum ebuli","V39X",20,1988,-3.054595502,43.33177705,"3 - UTM10x10 + Elevation",300,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"424","T-P12041","Urtico dioicae-Sambucetum ebuli","V39Y",15,1988,-3.251542666,43.2306615,"3 - UTM10x10 + Elevation",400,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"425","T-P12042","Urtico dioicae-Sambucetum ebuli","V39X",15,1988,-2.988015868,43.17510784,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"426","T-P12043","Urtico dioicae-Sambucetum ebuli","V39X",15,1988,-2.985541955,43.23093713,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"427","T-P12268","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1988,-6.230343729,43.0196353,"3 - UTM10x10 + Elevation",1480,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"428","T-P12269","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1988,-6.243923613,43.0444621,"3 - UTM10x10 + Elevation",1300,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"429","T-P12270","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1988,-6.213856679,42.98588442,"3 - UTM10x10 + Elevation",1350,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"430","T-P12271","Chenopodio boni-henrici-Senecietum durieui","V39W",6,1988,-6.402625935,42.98402406,"3 - UTM10x10 + Elevation",1520,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"431","T-P12272","Urtico dioicae-Sambucetum ebuli","V39X",12,1988,-6.323608334,42.92872243,"3 - UTM10x10 + Elevation",1000,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"432","T-P12273","Urtico dioicae-Sambucetum ebuli","V39X",10,1988,-6.231850416,43.00158459,"3 - UTM10x10 + Elevation",1440,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"433","T-P12274","Urtico dioicae-Sambucetum ebuli","V39X",10,1988,-6.246347129,42.95075099,"3 - UTM10x10 + Elevation",1240,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"434","T-P12275","Urtico dioicae-Sambucetum ebuli","V39X",10,1988,-6.403089754,42.94799425,"3 - UTM10x10 + Elevation",1090,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"435","T-P12276","Urtico dioicae-Sambucetum ebuli","V39X",5,1988,-6.297557608,42.94568401,"3 - UTM10x10 + Elevation",1030,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"436","T-P12277","Galio aparines-Conietum maculati","V39X",20,1988,-6.327726795,42.91419609,"3 - UTM10x10 + Elevation",1000,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"437","T-P12278","Galio aparines-Conietum maculati","V39X",25,1988,-6.189951626,42.95053729,"3 - UTM10x10 + Elevation",1270,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"438","T-P12279","Galio aparines-Conietum maculati","V39X",4,1988,-6.364617546,42.96173849,"3 - UTM10x10 + Elevation",1380,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"439","T-P12280","Galio aparines-Conietum maculati","V39X",10,1988,-6.321451714,42.93418754,"3 - UTM10x10 + Elevation",940,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"440","T-P12281","Galio aparines-Conietum maculati","V39X",4,1988,-6.295206103,42.94755262,"3 - UTM10x10 + Elevation",1030,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"441","T-P12282","Geranio robertiani-Caryolophetum sempervirentis","V39Y",5,1988,-6.534923633,42.93859187,"3 - UTM10x10 + Elevation",890,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"442","T-P12283","Geranio robertiani-Caryolophetum sempervirentis","V39Y",10,1988,-6.544916555,42.94188403,"3 - UTM10x10 + Elevation",930,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"443","T-P13195","Atropetum belladonnae",NA,50,1997,-1.552468146,42.69228827,"1 - UTM1x1 + Elevation",1100,"Fragarion vescae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"444","T-P13196","Geranietum robertiano-lucidi","V39Y",6,1997,-2.759690412,43.04158337,"2 - UTM1x1 + Centroid",1090,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"445","T-P13198","Oxalido acetosellae-Geranietum robertiani","V39Y",15,1997,-1.103909513,42.9901076,"1 - UTM1x1 + Elevation",890,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"446","T-P13199","Oxalido acetosellae-Geranietum robertiani","V39Y",15,1997,-1.106472059,42.98654814,"1 - UTM1x1 + Elevation",890,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"447","T-P13200","Galio aparines-Anthriscetum sylvestris","V39Z",150,1997,-2.892541738,42.89229986,"1 - UTM1x1 + Elevation",580,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Aegopodion podagrariae"
