"","SIVIMID","Alliance","Revised.alliance","Semisupervised"
"1962","S-P15177","Polycarpion tetraphylli","Polycarpion tetraphylli",1
"1963","Q-P08150","Polycarpion tetraphylli","Polygono-Coronopodion",0
"1964","U-P15818","Polycarpion tetraphylli","Polycarpion tetraphylli",1
"1965","U-P15819","Polycarpion tetraphylli","Polycarpion tetraphylli",1
"1966","U-P15820","Polycarpion tetraphylli","Polycarpion tetraphylli",1
"1967","U-P15821","Polycarpion tetraphylli","Polycarpion tetraphylli",1
"1968","U-P15822","Polycarpion tetraphylli","Polycarpion tetraphylli",1
"1969","U-P16371","Polycarpion tetraphylli","Polycarpion tetraphylli",1
"1970","S-P18298","Oxalidion europaeae","Oxalidion europaeae",1
"1971","S-P18297","Oxalidion europaeae","Oxalidion europaeae",1
"1972","S-P18306","Oxalidion europaeae","Oxalidion europaeae",1
"1973","S-P21796","Oxalidion europaeae","Oxalidion europaeae",1
"1974","S-P21793","Oxalidion europaeae","Oxalidion europaeae",1
"1975","S-P18299","Oxalidion europaeae","Oxalidion europaeae",1
"1976","S-P18305","Oxalidion europaeae","Oxalidion europaeae",1
"1977","R-P07588","Oxalidion europaeae","Oxalidion europaeae",1
"1978","S-P18300","Oxalidion europaeae","Oxalidion europaeae",1
"1979","R-P07579","Oxalidion europaeae","Oxalidion europaeae",1
"1980","R-P07586","Oxalidion europaeae","Dauco-Melilotion",0
"1981","S-P18304","Oxalidion europaeae","Oxalidion europaeae",1
"1982","S-P18301","Oxalidion europaeae","Oxalidion europaeae",1
"1983","S-P21797","Oxalidion europaeae","Oxalidion europaeae",1
"1984","R-P07584","Oxalidion europaeae","Oxalidion europaeae",1
"1985","R-P07587","Oxalidion europaeae","Dauco-Melilotion",0
