"SIVIMID","Relevé.number","Semisupervised","Revised.alliance","Alliance","Sintaxon","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"S-P17969",444,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V","",NA,30,"1982",-2.646008126,43.16915796,"1 - UTM1x1 + Elevation",180
"S-P17970",445,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,20,"1982",-2.575129549,43.10047977,"1 - UTM1x1 + Elevation",250
"S-P17971",446,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V39","",NA,20,"1982",-2.577587227,43.10048887,"1 - UTM1x1 + Elevation",250
"S-P17972",447,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R","",NA,10,"1982",-2.673561842,43.07739006,"2 - UTM1x1 + Centroid",450
"S-P17973",1954,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1982",-2.640431574,43.28079915,"1 - UTM1x1 + Elevation",250
"S-P17974",1955,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1982",-2.640431574,43.28079915,"1 - UTM1x1 + Elevation",250
"S-P17975",1956,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1982",-2.589863612,43.10233451,"1 - UTM1x1 + Elevation",350
"S-P17976",1957,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1982",-2.587417949,43.10052473,"1 - UTM1x1 + Elevation",350
"S-P17977",1958,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1982",-2.623875168,43.16728638,"2 - UTM1x1 + Centroid",180
"S-P17978",1959,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,1,"1982",-2.623875168,43.16728638,"2 - UTM1x1 + Centroid",180
"S-P18027",418027,1,"Potentillion anserinae","Potentillion anserinae","Lolio perennis-Plantaginetum majoris","R36","",NA,20,"1982",-2.645768666,43.21057921,"1 - UTM1x1 + Elevation",350
"S-P18271",1961,0,"Saginion procumbentis","Potentillion anserinae","Asociación de Lolium perenne-Plantago major","V35","",NA,20,"1974",-5.901270464,43.27517071,"2 - UTM1x1 + Centroid",210
"S-P18272",1962,0,"Polygono-Coronopodion","Potentillion anserinae","Asociación de Lolium perenne-Plantago major","V35","E",30,20,"1974",-5.920125607,43.1540368,"1 - UTM1x1 + Elevation",850
"S-P18274",1963,0,"Polygono-Coronopodion","Potentillion anserinae","Asociación de Lolium perenne-Plantago major","V35","",NA,30,"1974",-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",540
"S-P18276",418276,1,"Potentillion anserinae","Potentillion anserinae","Asociación de Lolium perenne-Plantago major","R36","",NA,20,"1974",-5.876993334,43.28298755,"1 - UTM1x1 + Elevation",150
"S-P18277",1964,0,"Polygono-Coronopodion","Potentillion anserinae","Asociación de Lolium perenne-Plantago major","V37","N",20,25,"1974",-5.969519298,43.15816686,"1 - UTM1x1 + Elevation",490
"S-P18282",448,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V38","S",40,30,"1974",-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",850
"S-P18283",449,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V38","SE",30,30,"1974",-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",830
"S-P18284",450,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V38","",NA,40,"1974",-6.025787152,43.20171132,"1 - UTM1x1 + Elevation",300
"S-P18285",451,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","S",20,40,"1974",-6.028245514,43.20164621,"2 - UTM1x1 + Centroid",250
"S-P18286",452,0,"Arction lappae","Rumicion alpini","Chenopodion subalpinum","V39","NE",15,20,"1974",-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1540
"S-P18287",453,0,"Arction lappae","Rumicion alpini","Chenopodion subalpinum","V39","W",10,30,"1974",-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1570
"S-P18288",454,0,"Arction lappae","Rumicion alpini","Chenopodion subalpinum","V","",NA,15,"1974",-5.934735765,43.20228451,"2 - UTM1x1 + Centroid",1760
"S-P18289",455,0,"Arction lappae","Rumicion alpini","Chenopodion subalpinum","V","N",20,20,"1974",-5.934649484,43.20048592,"1 - UTM1x1 + Elevation",1600
"S-P18290",456,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,15,"1974",-5.969432129,43.15636831,"2 - UTM1x1 + Centroid",420
"S-P18291",457,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,8,"1974",-5.969432129,43.15636831,"2 - UTM1x1 + Centroid",380
"S-P18292",1965,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","SE",20,10,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",350
"S-P18293",1329,0,"Oxalidion europaeae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","N",50,15,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",360
"S-P18294",458,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","NW",30,15,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",370
"S-P18295",459,0,"Balloto-Conion maculati","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","R57","SW",20,20,"1974",-5.874621222,43.23262495,"1 - UTM1x1 + Elevation",310
"S-P18296",460,0,"Balloto-Conion maculati","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","E",25,15,"1974",-5.272624467,43.10479993,"4 - UTM10x10 + Centroid",290
"S-P18297",1330,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","S",30,20,"1974",-5.92292549,43.16116851,"1 - UTM1x1 + Elevation",930
"S-P18298",1331,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,20,"1974",-6.064759579,43.19346982,"1 - UTM1x1 + Elevation",450
"S-P18299",1332,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,35,"1974",-5.971801567,43.15450593,"1 - UTM1x1 + Elevation",480
"S-P18300",1333,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,20,"1974",-5.969432129,43.15636831,"1 - UTM1x1 + Elevation",450
"S-P18301",1334,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,20,"1974",-5.976103332,43.17763085,"4 - UTM10x10 + Centroid",300
"S-P18302",1335,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V37","SW",15,20,"1974",-6.025787152,43.20171132,"1 - UTM1x1 + Elevation",280
"S-P18303",1336,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,20,"1974",-5.920211322,43.15583543,"1 - UTM1x1 + Elevation",880
"S-P18304",1337,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V37","",NA,20,"1974",-5.976103332,43.17763085,"4 - UTM10x10 + Centroid",320
"S-P18305",1338,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V37","",NA,30,"1974",-6.028245514,43.20164621,"2 - UTM1x1 + Centroid",260
"S-P18306",1339,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,25,"1974",-5.97197604,43.15810302,"1 - UTM1x1 + Elevation",440
"S-P18419",418419,0,"Paspalo-Agrostion semiverticillati","Bidention tripartitae","Bidentetea tripartitae","R57","W",NA,15,"1974",-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",420
"S-P19594",419594,0,"Polycarpion tetraphylli","Sedion anglici","Spergulario rupicolae-Sedetum anglici","V35","",0,4,"2008",-6.238629166,43.59197142,"2 - UTM1x1 + Centroid",78
"S-P19638",1340,0,"Oxalidion europaeae","Scleranthion annui","Chenopodietalia albi","V15","N",5,100,"1972",-8.094531643,43.09755987,"3 - UTM10x10 + Elevation",510
"S-P19639",1341,0,"Oxalidion europaeae","Scleranthion annui","Chenopodietalia albi","V15","S",5,100,"1972",-8.088912404,43.14822496,"3 - UTM10x10 + Elevation",490
"S-P19640",1342,1,"Scleranthion annui","Scleranthion annui","Chenopodietalia albi","V15","",NA,100,"1972",-8.097725607,43.10641983,"3 - UTM10x10 + Elevation",470
"S-P19641",1343,1,"Scleranthion annui","Scleranthion annui","Chenopodietalia albi","V15","",NA,100,"1972",-8.090827989,43.11212926,"3 - UTM10x10 + Elevation",490
"S-P19642",1344,1,"Scleranthion annui","Scleranthion annui","Chenopodietalia albi","V15","",NA,100,"1972",-8.02314755,43.12593125,"3 - UTM10x10 + Elevation",490
"S-P19643",1345,0,"Oxalidion europaeae","Scleranthion annui","Chenopodietalia albi","V15","",NA,25,"1972",-8.051502377,43.11207612,"3 - UTM10x10 + Elevation",480
"S-P19644",1346,0,"Oxalidion europaeae","Scleranthion annui","Chenopodietalia albi","V15","",NA,25,"1972",-8.064636093,43.18171421,"3 - UTM10x10 + Elevation",475
"S-P19645",1966,1,"Dauco-Melilotion",NA,"Associació-Desconeguda","V","S",NA,NA,"1972",-8.138701304,43.12618824,"3 - UTM10x10 + Elevation",480
"S-P19646",419646,1,"Potentillion anserinae",NA,"Associació-Desconeguda","R36","",NA,NA,"1972",-8.099758854,43.16034434,"3 - UTM10x10 + Elevation",480
"S-P19648",1347,1,"Scleranthion annui",NA,"Associació-Desconeguda","V15","",NA,NA,"1972",-7.898781588,43.16914822,"3 - UTM10x10 + Elevation",470
"S-P19649",461,1,"Dauco-Melilotion",NA,"Associació-Desconeguda","V37","",NA,NA,"1972",-8.119661845,43.16305414,"3 - UTM10x10 + Elevation",480
"S-P19747",462,0,"Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Onopordetum acanthii","V38","",NA,150,"2001",-5.639464935,42.80428532,"3 - UTM10x10 + Elevation",950
"S-P19748",419748,1,"Epilobion angustifolii","Epilobion angustifolii","Asphodelo arrondeaui-Epilobietum angustifolii","R57","N",36,50,"2001",-5.708021421,42.91794165,"3 - UTM10x10 + Elevation",1540
"S-P19749",1967,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum arenastrii","V35","",4.5,5,"2001",-5.595407568,42.80349211,"3 - UTM10x10 + Elevation",1000
"S-P19751",463,0,"Balloto-Conion maculati","Arction lappae","Galio aparines-Conietum maculati","V39","S",1.8,4,"2001",-5.633738198,42.784607,"3 - UTM10x10 + Elevation",970
"S-P20227",2229,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae","H32d","S",NA,5,"1972",-8.835928453,42.28608529,"3 - UTM10x10 + Elevation",50
"S-P20228",2230,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae","H32d","SW",NA,10,"1972",-8.810109025,42.32160787,"3 - UTM10x10 + Elevation",70
"S-P20229",2231,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae","V","E",NA,10,"1972",-8.680480713,42.28311436,"3 - UTM10x10 + Elevation",10
"S-P20230",2232,0,"Oxalidion europaeae","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae","V15","S",NA,10,"1972",-8.82620396,42.25957595,"3 - UTM10x10 + Elevation",50
"S-P20231",2233,0,"Senecionion fluviatilis","Galio valantiae-Parietarion judaicae","Oxali-Parietarietum diffusae","V","E",NA,10,"1972",-8.69927276,42.22276562,"3 - UTM10x10 + Elevation",50
"S-P20320",420320,1,"Cynancho-Convolvulion sepium",NA,"Oenanthetum crocatae","R55","S",NA,5,"1972",-8.685692091,42.21708255,"4 - UTM10x10 + Centroid",147
"S-P20348",420348,0,"Potentillion anserinae","Cynosurion cristati","Careto verticillatae-Cynosuretum cristati","V15","N",NA,10,"1972",-8.670068456,42.43666628,"3 - UTM10x10 + Elevation",100
"S-P20354",420354,0,"Potentillion anserinae","Cynosurion cristati","Careto verticillatae-Cynosuretum cristati","V15","S",NA,20,"1972",-8.743020948,42.35740604,"3 - UTM10x10 + Elevation",120
"S-P20358",1348,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","SW",NA,10,"1972",-8.815893813,42.25289956,"3 - UTM10x10 + Elevation",20
"S-P20359",1349,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",NA,10,"1972",-8.762577319,42.19978799,"3 - UTM10x10 + Elevation",10
"S-P20360",1350,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","NW",NA,10,"1972",-8.807528945,42.31993864,"3 - UTM10x10 + Elevation",60
"S-P20361",1351,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","R","NW",NA,10,"1972",-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20
"S-P20362",1352,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","SW",NA,15,"1972",-8.715038524,42.23638179,"3 - UTM10x10 + Elevation",40
"S-P20363",1353,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","S",NA,10,"1972",-8.692361542,42.22671075,"3 - UTM10x10 + Elevation",50
"S-P20364",464,0,"Dauco-Melilotion","Scleranthion annui","Chrysanthemum segetum-Raphanetum","R22","E",NA,10,"1972",-8.695258067,42.23196771,"3 - UTM10x10 + Elevation",80
"S-P20365",1354,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","N",NA,5,"1972",-8.741504596,42.42049594,"3 - UTM10x10 + Elevation",100
"S-P20366",1355,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","NW",NA,8,"1972",-8.671631958,42.29255581,"3 - UTM10x10 + Elevation",50
"S-P20367",1356,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","SW",NA,10,"1972",-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",700
"S-P20368",1357,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","W",NA,10,"1972",-8.831525551,42.26470565,"3 - UTM10x10 + Elevation",80
"S-P20369",1358,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","W",NA,10,"1972",-8.83493295,42.27533393,"3 - UTM10x10 + Elevation",150
"S-P20370",1359,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",NA,10,"1972",-8.778387429,42.31961549,"3 - UTM10x10 + Elevation",110
"S-P20371",1360,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V","S",NA,15,"1972",-8.784260051,42.27790969,"3 - UTM10x10 + Elevation",100
"S-P20372",1361,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","NW",NA,10,"1972",-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100
"S-P20373",1362,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","SW",NA,10,"1972",-8.852072083,42.30326336,"3 - UTM10x10 + Elevation",50
"S-P20374",1363,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","SW",NA,11,"1972",-8.768499807,42.18508625,"3 - UTM10x10 + Elevation",90
"S-P20375",1364,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","NW",NA,5,"1972",-8.77437999,42.32881996,"3 - UTM10x10 + Elevation",20
"S-P20376",1365,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","NE",NA,10,"1972",-8.784260051,42.27790969,"3 - UTM10x10 + Elevation",110
"S-P20377",1366,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V","SE",NA,10,"1972",-8.771750482,42.30014667,"3 - UTM10x10 + Elevation",300
"S-P20378",1367,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","SE",NA,10,"1972",-8.793370647,42.32425804,"3 - UTM10x10 + Elevation",120
"S-P20379",1368,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","E",NA,4,"1972",-8.792431791,42.1820759,"3 - UTM10x10 + Elevation",50
"S-P20380",1369,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","R","SE",NA,5,"1972",-8.71524754,42.2921837,"3 - UTM10x10 + Elevation",50
"S-P20381",1370,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","W",NA,5,"1972",-8.655053696,42.32398425,"3 - UTM10x10 + Elevation",50
"S-P20382",1371,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","S",NA,5,"1972",-8.73873381,42.28380534,"3 - UTM10x10 + Elevation",40
"S-P20383",1372,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","SE",NA,4,"1972",-8.728858924,42.22848846,"3 - UTM10x10 + Elevation",40
"S-P20384",1373,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","S",NA,5,"1972",-8.745086926,42.22047253,"3 - UTM10x10 + Elevation",40
"S-P20385",1374,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","N",NA,7,"1972",-8.70650693,42.22240476,"3 - UTM10x10 + Elevation",40
"S-P20386",1375,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V32","SE",NA,10,"1972",-8.763843749,42.18712146,"3 - UTM10x10 + Elevation",100
"S-P20387",1376,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","SE",NA,30,"1972",-8.812854767,42.32506898,"3 - UTM10x10 + Elevation",100
"S-P20388",1377,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","E",NA,20,"1972",-8.791120671,42.32617246,"3 - UTM10x10 + Elevation",50
"S-P20389",1378,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V","W",NA,30,"1972",-8.733845821,42.36326797,"3 - UTM10x10 + Elevation",20
"S-P20390",1379,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","SW",NA,20,"1972",-8.740604573,42.35752745,"3 - UTM10x10 + Elevation",30
"S-P20391",1380,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","NW",NA,20,"1972",-8.862219828,42.25593399,"3 - UTM10x10 + Elevation",80
"S-P20392",1381,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","SW",NA,30,"1972",-8.763843749,42.18712146,"3 - UTM10x10 + Elevation",100
"S-P20393",1382,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,20,"1972",-8.809547093,42.28922975,"3 - UTM10x10 + Elevation",60
"S-P20394",1383,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","SW",NA,6,"1972",-8.827528709,42.27391134,"3 - UTM10x10 + Elevation",60
"S-P20395",1384,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,8,"1972",-8.850157672,42.30876246,"3 - UTM10x10 + Elevation",20
"S-P20396",1385,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","N",NA,4,"1972",-8.814607303,42.31777833,"3 - UTM10x10 + Elevation",70
"S-P20397",1386,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","SE",NA,10,"1972",-8.734575875,42.42444471,"3 - UTM10x10 + Elevation",150
"S-P20398",1387,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","SW",NA,20,"1972",-8.779105114,42.27456969,"3 - UTM10x10 + Elevation",15
"S-P20399",1388,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V32","S",NA,20,"1972",-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",60
"S-P20400",1389,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V32","SE",NA,2,"1972",-8.760167041,42.19990945,"3 - UTM10x10 + Elevation",20
"S-P20401",1390,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","W",NA,2,"1972",-8.725391995,42.29707719,"3 - UTM10x10 + Elevation",50
"S-P20402",1391,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,4,"1972",-8.818967071,42.25994461,"3 - UTM10x10 + Elevation",30
"S-P20403",1392,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V","E",NA,10,"1972",-8.754693811,42.19298353,"3 - UTM10x10 + Elevation",50
"S-P20404",1393,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V32","E",NA,20,"1972",-8.768468982,42.26430467,"3 - UTM10x10 + Elevation",25
"S-P20405",1394,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","NW",NA,10,"1972",-8.643611937,42.4127703,"3 - UTM10x10 + Elevation",80
"S-P20406",465,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V38","NE",NA,20,"1972",-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15
"S-P20407",466,0,"Dauco-Melilotion","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V38","SW",NA,10,"1972",-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20
"S-P20408",467,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V","N",NA,10,"1972",-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50
"S-P20409",468,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V15","E",NA,20,"1972",-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100
"S-P20410",469,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V","SE",NA,20,"1972",-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100
"S-P20411",470,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V","NW",NA,20,"1972",-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70
"S-P20412",471,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V","W",NA,20,"1972",-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80
"S-P20413",472,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","R","NE",NA,20,"1972",-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20
"S-P20414",473,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V","S",NA,20,"1972",-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100
"S-P20415",474,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","R","SE",NA,20,"1972",-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70
"S-P20416",475,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V39","S",NA,20,"1972",-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180
"S-P20417",476,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V38","N",NA,20,"1972",-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100
"S-P20418",477,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","R55","SW",NA,20,"1972",-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150
"S-P20419",478,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","R","SW",NA,15,"1972",-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50
"S-P20420",479,1,"Senecionion fluviatilis","Senecionion fluviatilis","Arundini-Convolvuletum sepium","V","S",NA,20,"1972",-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80
"S-P20421",480,0,"Geo urbani-Alliarion officinalis","Arction lappae","Galactito tomentosae-Digitaletum purpureae","R55","N",NA,4,"1972",-8.828947458,42.2630368,"3 - UTM10x10 + Elevation",50
"S-P20422",481,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","H25","E",NA,4,"1972",-8.821048616,42.25623789,"3 - UTM10x10 + Elevation",60
"S-P20423",1968,0,"Sisymbrion officinalis","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V35","N",NA,4,"1972",-8.768052046,42.20671344,"3 - UTM10x10 + Elevation",50
"S-P20424",482,0,"Sisymbrion officinalis","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V32","N",NA,4,"1972",-8.646193414,42.44144945,"3 - UTM10x10 + Elevation",7
"S-P20425",1395,0,"Oxalidion europaeae","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V","W",NA,7,"1972",-8.681501241,42.40189058,"3 - UTM10x10 + Elevation",2
"S-P20426",483,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","Sa","SE",NA,7,"1972",-8.746870682,42.34641016,"3 - UTM10x10 + Elevation",70
"S-P20427",484,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","?","SE",NA,7,"1972",-8.679197579,42.29578098,"3 - UTM10x10 + Elevation",80
"S-P20428",420428,0,"Potentillion anserinae","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V","S",NA,10,"1972",-8.656824797,42.31669495,"3 - UTM10x10 + Elevation",15
"S-P20429",485,0,"Sisymbrion officinalis","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V32","N",NA,9,"1972",-8.675814513,42.28514656,"3 - UTM10x10 + Elevation",20
"S-P20430",486,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","R54","N",NA,10,"1972",-8.748958932,42.34270434,"3 - UTM10x10 + Elevation",20
"S-P20431",487,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","Sa","E",NA,10,"1972",-8.677976939,42.44347517,"3 - UTM10x10 + Elevation",50
"S-P20432",488,0,"Oxalidion europaeae","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V","N",NA,10,"1972",-8.65296843,42.4357132,"3 - UTM10x10 + Elevation",70
"S-P20433",489,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","Sa","N",NA,10,"1972",-8.649416338,42.39627972,"3 - UTM10x10 + Elevation",120
