"SIVIMID","Relevé.number","Semisupervised","Revised.alliance","Alliance","Sintaxon","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"S-P20434",1969,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V","E",NA,2,"1972",-8.838762822,42.26433616,"3 - UTM10x10 + Elevation",30
"S-P20436",1970,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V34","SE",NA,2,"1972",-8.768990292,42.19046266,"3 - UTM10x10 + Elevation",70
"S-P20437",1971,0,"Sisymbrion officinalis","Potentillion anserinae","Lolio-Plantaginetum majoris","V32","NW",NA,2,"1972",-8.685631646,42.28645908,"3 - UTM10x10 + Elevation",100
"S-P20438",1972,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","W",NA,2,"1972",-8.832520105,42.27545709,"3 - UTM10x10 + Elevation",120
"S-P20439",1973,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V","NW",NA,2,"1972",-8.810638637,42.27477128,"3 - UTM10x10 + Elevation",120
"S-P20440",1974,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","SE",NA,2,"1972",-8.79484313,42.26117022,"3 - UTM10x10 + Elevation",60
"S-P20441",1975,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V34","E",NA,3,"1972",-8.751504361,42.21114791,"3 - UTM10x10 + Elevation",60
"S-P20442",1976,0,"Saginion procumbentis","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","S",NA,2,"1972",-8.79259593,42.18386796,"3 - UTM10x10 + Elevation",40
"S-P20443",1977,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","W",NA,2,"1972",-8.762904127,42.20337229,"3 - UTM10x10 + Elevation",20
"S-P20444",1978,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V34","SW",NA,2,"1972",-8.663102943,42.30558158,"3 - UTM10x10 + Elevation",80
"S-P20445",1979,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","N",NA,2,"1972",-8.795333917,42.18732995,"3 - UTM10x10 + Elevation",50
"S-P20446",1980,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","N",NA,2,"1972",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100
"S-P20447",1981,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V34","SW",NA,4,"1972",-8.85664787,42.27422322,"3 - UTM10x10 + Elevation",100
"S-P20448",1982,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","SW",NA,2,"1972",-8.765478019,42.2050429,"3 - UTM10x10 + Elevation",8
"S-P20449",1983,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","N",NA,2,"1972",-8.784972881,42.3120808,"3 - UTM10x10 + Elevation",30
"S-P20450",1984,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V34","NW",NA,2,"1972",-8.75972483,42.32775914,"3 - UTM10x10 + Elevation",30
"S-P20451",1985,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V35","SE",NA,2,"1972",-8.758981719,42.26658345,"3 - UTM10x10 + Elevation",30
"S-P20452",1396,0,"Oxalidion europaeae","Potentillion anserinae","Lolio-Plantaginetum majoris","V32","NE",NA,2,"1972",-8.823626221,42.25790695,"3 - UTM10x10 + Elevation",30
"S-P20453",490,0,"Sisymbrion officinalis","Potentillion anserinae","Lolio-Plantaginetum majoris","V37","SW",NA,2,"1972",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100
"S-P20454",1397,0,"Oxalidion europaeae","Potentillion anserinae","Lolio-Plantaginetum majoris","V37","SE",NA,2,"1972",-8.785695167,42.18781814,"3 - UTM10x10 + Elevation",40
"S-P20456",1398,0,"Oxalidion europaeae","Potentillion anserinae","Lolio-Plantaginetum majoris","V32","E",NA,5,"1972",-8.656020256,42.33473892,"3 - UTM10x10 + Elevation",80
"S-P20457",1986,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio-Plantaginetum majoris","V32","SE",NA,8,"1972",-8.722815036,42.29540585,"3 - UTM10x10 + Elevation",40
"S-P20458",1399,0,"Oxalidion europaeae","Potentillion anserinae","Lolio-Plantaginetum majoris","V15","E",NA,7,"1972",-8.722489446,42.29182136,"3 - UTM10x10 + Elevation",30
"S-P21313",421313,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," R     ","",NA,100,"1990",-7,43,"5 - UTMs missing from DEM",NA
"S-P21314",421314,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," R     ","",NA,50,"1990",-7,43,"5 - UTMs missing from DEM",NA
"S-P21315",421315,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," R     ","",NA,60,"1990",-7,43,"5 - UTMs missing from DEM",NA
"S-P21316",421316,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," R     ","",NA,150,"1990",-7,43,"5 - UTMs missing from DEM",NA
"S-P21317",421317,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," N15!  ","",NA,100,"1990",-7,43,"5 - UTMs missing from DEM",NA
"S-P21793",1400,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,10,"1981",-6.265099743,42.98083098,"3 - UTM10x10 + Elevation",1580
"S-P21794",1401,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V37","",NA,10,"1981",-6.193653016,43.06928793,"3 - UTM10x10 + Elevation",1240
"S-P21795",1402,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,8,"1981",-6.202027389,43.13568315,"3 - UTM10x10 + Elevation",1200
"S-P21796",1403,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,15,"1981",-6.196105687,43.06921939,"3 - UTM10x10 + Elevation",1240
"S-P21797",1404,1,"Oxalidion europaeae","Oxalidion europaeae","Polygono-Chenopodion polyspermi","V15","",NA,5,"1981",-6.142268107,43.12113437,"3 - UTM10x10 + Elevation",1100
"S-P21798",491,0,"Cirsion richterano-chodati","Onopordion castellani","Onopordion acanthii","V38","",NA,50,"1981",-6.247482993,42.9723286,"3 - UTM10x10 + Elevation",1360
"S-P21799",492,0,"Cirsion richterano-chodati","Onopordion castellani","Onopordion acanthii","V","",NA,50,"1981",-6.247104232,42.96513607,"3 - UTM10x10 + Elevation",1248
"S-P21800",493,0,"Cirsion richterano-chodati","Onopordion castellani","Onopordion acanthii","V38","",NA,50,"1981",-6.210751669,42.9733659,"3 - UTM10x10 + Elevation",1290
"S-P21801",494,0,"Balloto-Conion maculati","Onopordion castellani","Onopordion acanthii","V38","",NA,40,"1981",-6.221480608,43.13153497,"3 - UTM10x10 + Elevation",1200
"S-P21802",495,0,"Arction lappae","Onopordion castellani","Onopordion acanthii","V38","",NA,30,"1981",-6.2482752,43.08035453,"3 - UTM10x10 + Elevation",1180
"S-P21804",496,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","H25","",NA,10,"1981",-6.283627571,43.05233259,"3 - UTM10x10 + Elevation",1640
"S-P21809",497,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","V","E",10,20,"1981",-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710
"S-P21810",498,0,"Balloto-Conion maculati","Arction lappae","Arction","V39","",NA,10,"1981",-6.106897356,43.10229232,"3 - UTM10x10 + Elevation",1100
"S-P21812",499,0,"Balloto-Conion maculati","Arction lappae","Arction","V39","",NA,30,"1981",-6.261877126,43.10517829,"3 - UTM10x10 + Elevation",890
"S-P21815",421815,1,"Epilobion angustifolii","Epilobion angustifolii","Comunidad de Epilobium angustifolium y Digitalis purpurea","R57","W",50,70,"1981",-6.074001558,43.08337265,"3 - UTM10x10 + Elevation",1650
"S-P24278",424278,0,"Epilobion angustifolii","Quercion broteroi","Sanguisorbo hybridae-Quercetum suberis","R57","NW",130,30,"1990",-6.887575465,42.81729745,"1 - UTM1x1 + Elevation",1470
"S-P24280",424280,0,"Epilobion angustifolii","Quercion broteroi","Sanguisorbo hybridae-Quercetum suberis","R57","NW",150,45,"1990",-6.8601657,42.80922234,"1 - UTM1x1 + Elevation",1650
"S-P24686",424686,0,"Potentillion anserinae","Brachypodion phoenicoidis","Elytrigio campestris-Brachypodietum phoenicoidis","V38","",NA,15,"2010",-7,43,"5 - UTMs missing from DEM",400
"S-P25112",425112,1,"Potentillion anserinae","Potentillion anserinae","Lolietum perennis","R36","",NA,10,"2010",-1.33214111,42.89640907,"1 - UTM1x1 + Elevation",890
"S-P25125",1987,0,"Sisymbrion officinalis","Potentillion anserinae","Lolietum perennis","V32","",NA,4,"2010",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",400
"S-P25131",425131,0,"Potentillion anserinae","Trifolion maritimi","Junco compressi-Caricetum divisae","V32","",NA,5,"2010",-1.359819968,42.59063232,"1 - UTM1x1 + Elevation",500
"S-P25141",1988,0,"Sisymbrion officinalis","Trifolion maritimi","Trifolio fragiferi-Cynodontetum dactyli","V32","",NA,5,"2010",-7,43,"5 - UTMs missing from DEM",320
"S-P25165",425165,0,"Cynancho-Convolvulion sepium","Mentho longifoliae-Juncion inflexi","Potentillo reptantis-Menthetum suaveolentis","R36","",NA,15,"2010",-1.664553304,43.15650853,"1 - UTM1x1 + Elevation",130
"S-P25258",425258,1,"Potentillion anserinae",NA,"","R36","",NA,32,"",-2.189702798,42.88047754,"1 - UTM1x1 + Elevation",550
"S-P31488",1405,1,"Oxalidion europaeae",NA,"SJ12","V37","",NA,1,NA,-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"T-P01412",1406,0,"Oxalidion europaeae","Chenopodion muralis","Chenopodio albi-Conyzetum canadensis","V","",NA,100,"1994",-8.089908005,42.31364925,"4 - UTM10x10 + Centroid",223
"T-P01418",1407,0,"Oxalidion europaeae","Chenopodion muralis","Chenopodio albi-Conyzetum canadensis","V","",NA,100,"1994",-8.56634392,42.31572717,"4 - UTM10x10 + Centroid",177
"T-P01420",500,0,"Dauco-Melilotion","Chenopodion muralis","Chenopodio albi-Conyzetum canadensis","V","",NA,100,"1994",-2.936228824,43.30657379,"4 - UTM10x10 + Centroid",58.5
"T-P02582",2234,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","H32d","S",90,20,"1984",-6.212046888,42.47808839,"3 - UTM10x10 + Elevation",1000
"T-P02590",1408,1,"Scleranthion annui","Scleranthion annui","Spergulario-Arnoseretum minimae","V15","SE",9,30,"1984",-6.32531531,42.41182245,"3 - UTM10x10 + Elevation",1220
"T-P02591",501,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo-Hordeetum murini","V37","",NA,2,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"T-P02592",502,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo-Hordeetum murini","V37","E",4.5,3,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"T-P02593",1989,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo-Hordeetum murini","V32","",NA,6,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"T-P02594",503,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo-Hordeetum murini","V37","",NA,10,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"T-P02595",504,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo-Hordeetum murini","V37","",NA,3,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"T-P02598",1409,1,"Oxalidion europaeae","Oxalidion europaeae","Panico-Setarion","V37","",NA,30,"1984",-6.336303467,42.38989171,"3 - UTM10x10 + Elevation",1100
"T-P02599",1990,0,"Saginion procumbentis","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,2,"1984",-6.361905299,42.41435588,"3 - UTM10x10 + Elevation",1270
"T-P02602",505,0,"Sisymbrion officinalis","Arction lappae","Galio aparines-Conietum maculati","V38","SE",45,10,"1984",-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",1000
"T-P02609",506,0,"Balloto-Conion maculati","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Onopordetum acanthii","V38","W",27,10,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",880
"T-P02916",502916,1,"Polycarpion tetraphylli",NA,"Sagina maritimae-Catapodietum maritimae","V34","N",NA,3,"1986",-3.12364361,43.31731593,"3 - UTM10x10 + Elevation",10
"T-P02917",502917,1,"Polycarpion tetraphylli",NA,"Sagina maritimae-Catapodietum maritimae","V34","NW",NA,2,"1986",-3.123658218,43.32451958,"3 - UTM10x10 + Elevation",10
"T-P02918",502918,1,"Polycarpion tetraphylli",NA,"Sagina maritimae-Catapodietum maritimae","V34","NE",NA,4,"1986",-3.153327174,43.35149732,"3 - UTM10x10 + Elevation",20
"T-P03067",507,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,20,"1986",-3.200156905,43.33341586,"3 - UTM10x10 + Elevation",150
"T-P03068",508,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,20,"1986",-3.126031935,43.27949392,"3 - UTM10x10 + Elevation",200
"T-P03069",509,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R55","",NA,15,"1986",-3.06693273,43.33357141,"3 - UTM10x10 + Elevation",250
"T-P03070",510,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,20,"1986",-3.049613051,43.27234887,"3 - UTM10x10 + Elevation",300
"T-P03071",511,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V","",NA,15,"1986",-3.209938483,43.3081855,"3 - UTM10x10 + Elevation",400
"T-P03072",512,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,15,"1986",-3.091552561,43.29933691,"3 - UTM10x10 + Elevation",250
"T-P03073",513,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R","",NA,15,"1986",-3.059527844,43.32997367,"3 - UTM10x10 + Elevation",200
"T-P03074",514,0,"Arction lappae","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani","V39","NE",NA,9,"1986",-2.806393531,43.02546284,"3 - UTM10x10 + Elevation",1070
"T-P03075",515,0,"Arction lappae","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani","V38","N",NA,8,"1986",-2.811236774,43.047083,"3 - UTM10x10 + Elevation",1100
"T-P03076",516,0,"Arction lappae","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani","H25","NW",NA,10,"1986",-2.806308577,43.05247778,"3 - UTM10x10 + Elevation",1200
"T-P03077",517,0,"Arction lappae","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani","H25","N",NA,10,"1986",-2.803858503,43.0506726,"3 - UTM10x10 + Elevation",1100
"T-P03078",518,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V32","W",NA,4,"1986",-3.185348801,43.3316399,"3 - UTM10x10 + Elevation",200
"T-P03079",519,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V32","NW",NA,4,"1986",-3.175449564,43.32085003,"3 - UTM10x10 + Elevation",200
"T-P03080",520,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","E",NA,6,"1986",-3.081713734,43.31735357,"3 - UTM10x10 + Elevation",100
"T-P03081",521,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V32","E",NA,6,"1986",-3.05950675,43.30836268,"3 - UTM10x10 + Elevation",100
"T-P03082",1410,1,"Oxalidion europaeae","Oxalidion europaeae","Oxalidi latifoliae-Veronicetum persicae","V15","",NA,30,"1986",-3.12590575,43.21826213,"3 - UTM10x10 + Elevation",150
"T-P03083",1411,1,"Oxalidion europaeae","Oxalidion europaeae","Oxalidi latifoliae-Veronicetum persicae","V15","",NA,25,"1986",-3.340208214,43.23043218,"3 - UTM10x10 + Elevation",200
"T-P03084",1412,1,"Oxalidion europaeae","Oxalidion europaeae","Oxalidi latifoliae-Veronicetum persicae","V15","",NA,40,"1986",-3.089134191,43.33175535,"3 - UTM10x10 + Elevation",200
"T-P03085",1413,1,"Oxalidion europaeae","Oxalidion europaeae","Oxalidi latifoliae-Veronicetum persicae","V15","",NA,45,"1986",-2.76917404,43.13165238,"3 - UTM10x10 + Elevation",250
"T-P03086",1414,1,"Oxalidion europaeae","Oxalidion europaeae","Oxalidi latifoliae-Veronicetum persicae","V15","",NA,30,"1986",-2.881950808,43.30651632,"3 - UTM10x10 + Elevation",100
"T-P03087",1415,1,"Oxalidion europaeae","Oxalidion europaeae","Oxalidi latifoliae-Veronicetum persicae","V15","",NA,50,"1986",-2.703917117,43.40524377,"3 - UTM10x10 + Elevation",80
"T-P03088",2235,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","?","NW",NA,8,"1986",-3.084170257,43.31014811,"3 - UTM10x10 + Elevation",150
"T-P03089",2236,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","?","W",NA,10,"1986",-3.168104395,43.3406711,"3 - UTM10x10 + Elevation",80
"T-P03090",2237,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","?","E",NA,15,"1986",-3.074185202,43.21110356,"3 - UTM10x10 + Elevation",200
"T-P03091",2238,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","H32d","NE",NA,11,"1986",-3.237205442,43.34415048,"3 - UTM10x10 + Elevation",100
"T-P03092",2239,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","H32d","N",NA,9,"1986",-3.185398111,43.34784801,"3 - UTM10x10 + Elevation",250
"T-P03093",2240,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","H32d","SW",NA,8,"1986",-3.136020104,43.33711194,"3 - UTM10x10 + Elevation",100
"T-P03094",2241,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Centrantho-Hypericetum hircini","?","NE",NA,20,"1986",-3.155785803,43.34789218,"3 - UTM10x10 + Elevation",100
"T-P03095",2242,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Centrantho-Hypericetum hircini","?","SW",NA,25,"1986",-3.096336311,43.20568419,"3 - UTM10x10 + Elevation",80
"T-P03096",2243,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Centrantho-Hypericetum hircini","H32d","N",NA,30,"1986",-3.123414233,43.20385723,"3 - UTM10x10 + Elevation",100
"T-P03097",2244,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Centrantho-Hypericetum hircini","?","NW",NA,30,"1986",-3.160384935,43.22001994,"3 - UTM10x10 + Elevation",150
"T-P03098",2245,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Centrantho-Hypericetum hircini","H","N",NA,20,"1986",-3.017586094,43.31918232,"3 - UTM10x10 + Elevation",40
"T-P03099",2246,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Centrantho-Hypericetum hircini","H","N",NA,25,"1986",-3.091566074,43.30834151,"3 - UTM10x10 + Elevation",80
"T-P03100",2247,0,"Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Cymbalario-Trachelietum caerulei","?","",NA,5,"1986",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"T-P03101",2248,0,"Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Cymbalario-Trachelietum caerulei","?","",NA,4,"1986",-3.183770111,43.21726743,"4 - UTM10x10 + Centroid",316
"T-P03102",2249,0,"Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Cymbalario-Trachelietum caerulei","?","",NA,6,"1986",-2.814679464,43.12721682,"4 - UTM10x10 + Centroid",303
"T-P03103",2250,0,"Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Cymbalario-Trachelietum caerulei","H32d","",NA,5,"1986",-2.936228824,43.30657379,"4 - UTM10x10 + Centroid",58.5
"T-P03104",2251,0,"Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Cymbalario-Trachelietum caerulei","H32d","",NA,5,"1986",-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127
"T-P03105",2252,0,"Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Cymbalario-Trachelietum caerulei","H","",NA,6,"1986",-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127
"T-P03106",2253,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","NW",NA,10,"1986",-3.15049052,43.20202387,"3 - UTM10x10 + Elevation",150
"T-P03107",2254,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","N",NA,15,"1986",-3.128356882,43.21285656,"3 - UTM10x10 + Elevation",80
