"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"217","T-P36825","Polygono-Matricarietum matricarioidis","V34Y",4,1993,-7.609295764,42.48976342,"1 - UTM1x1 + Elevation",370,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"218","U-P00118","Matricario-Polygonetum arenastrii","V34Z",4,2001,-5.092802311,43.05691472,"1 - UTM1x1 + Elevation",1215,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"219","U-P00119","Matricario-Polygonetum arenastrii","V34Z",2,2001,-5.089675513,43.03716177,"1 - UTM1x1 + Elevation",1140,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"220","U-P00120","Matricario-Polygonetum arenastrii","V34Z",2,2001,-5.00858687,43.03501237,"1 - UTM1x1 + Elevation",1080,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"221","U-P00618","Polygono arenastri-Matricarietum matricarioidis","V34Z",10,2002,-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"222","U-P00619","Polygono arenastri-Matricarietum matricarioidis","V34Z",4,2002,-4.882839913,43.01734063,"2 - UTM1x1 + Centroid",1150,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"223","U-P00620","Polygono arenastri-Matricarietum matricarioidis","V34Z",2,2002,-4.793120148,43.0548008,"1 - UTM1x1 + Elevation",1390,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"224","U-P00621","Polygono arenastri-Matricarietum matricarioidis","V34Z",8,2002,-4.925588884,42.97160546,"1 - UTM1x1 + Elevation",1090,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"225","U-P06056","Polygono-Matricarietum matricarioidis","V34Z",10,1988,-5.437169415,43.00867516,"3 - UTM10x10 + Elevation",1300,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"226","U-P06057","Bryo argentei-Saginetum procumbentis","V34Z",5,1988,-5.376726886,42.96852604,"3 - UTM10x10 + Elevation",1300,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"227","U-P15818","Polycarpo tetraphylli-Cotuletum australis","V34Y",1,1990,-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"228","U-P15819","Polycarpo tetraphylli-Cotuletum australis","V10W",8,1990,-8.641669023,41.07695061,"3 - UTM10x10 + Elevation",2,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"229","U-P15820","Polycarpo tetraphylli-Cotuletum australis","V34Z",6,1990,-8.641669023,41.07695061,"3 - UTM10x10 + Elevation",2,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"230","U-P15821","Polycarpo tetraphylli-Cotuletum australis","V34Y",2,1990,-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"231","U-P15822","Polycarpo tetraphylli-Cotuletum australis","V34Y",4,1990,-8.558109648,42.04967039,"3 - UTM10x10 + Elevation",3,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
